indic_bt,nace_r2,s_adj,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
PRIN,MIG_NRG,NSA,I2015_NSA,RS	103.0 	106.3 	105.6 	107.0 	105.9 	105.4 	107.3 	110.7 	111.8 	112.2 	112.5 	113.3 
PRIN,MIG_NRG,NSA,I2015_NSA,SE	105.5 	109.9 	114.6 	116.8 	118.6 	121.1 	114.8 	112.0 	114.9 	121.3 	122.6 	: 
PRIN,MIG_NRG,NSA,I2015_NSA,SI	92.9 	92.5 	92.6 	93.1 	96.4 	96.4 	96.5 	96.3 	96.3 	96.4 	96.9 	96.8 
PRIN,MIG_NRG,NSA,I2015_NSA,SK	94.6 	95.0 	96.2 	99.3 	101.7 	101.7 	102.2 	102.5 	103.7 	104.6 	104.9 	: 
PRIN,MIG_NRG,NSA,I2015_NSA,TR	108.2 	109.6 	111.5 	107.1 	120.1 	120.0 	123.5 	134.4 	138.7 	140.1 	148.6 	186.6 
PRIN,MIG_NRG,NSA,I2015_NSA,UK	116.8 	122.3 	123.7 	126.5 	122.8 	121.9 	126.7 	138.2 	140.3 	138.3 	141.2 	145.3 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,AT	0.7 	2.1 	1.0 	0.6 	0.6 	1.3 	2.5 	5.6 	6.8 	8.0 	8.2 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,BE	9.1 	12.1 	6.6 	3.7 	2.6 	4.5 	5.8 	12.1 	16.4 	20.5 	20.6 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,BG	8.9 	10.3 	9.1 	10.6 	9.3 	10.1 	7.6 	9.3 	10.4 	6.0 	5.4 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,CH	1.4 	2.3 	1.9 	2.2 	3.8 	2.9 	5.3 	8.1 	8.9 	9.8 	8.5 	8.0 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,CY	6.6 	0.1 	-0.1 	-1.9 	-1.9 	-4.4 	-4.0 	4.0 p	4.3 p	9.1 p	8.9 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,CZ	0.5 	1.5 	0.2 	1.7 	0.4 	1.5 	2.4 	6.4 	9.4 	9.7 	9.6 	9.2 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,DE	2.0 	2.7 	2.4 	1.4 	1.4 	2.1 	2.9 	5.0 	6.2 	6.7 	7.3 	8.5 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,DK	0.5 	3.7 	1.4 	2.7 	4.1 	10.9 	12.4 	18.7 	35.1 	34.7 	38.9 	27.4 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,EA19	3.1 	5.2 	3.0 	1.1 	1.9 	3.6 	3.5 	7.6 	9.3 	11.9 	12.0 s	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,EE	-1.5 	-2.3 	-0.8 	1.3 	8.9 	16.8 	10.2 	10.1 	22.6 	26.1 	26.3 	18.8 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,EL	5.0 	9.9 	3.3 	3.1 	-1.8 	-0.2 	2.5 	12.2 	14.2 	15.1 	13.7 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,ES	4.0 	6.4 	1.1 	-4.5 	1.1 	2.6 	5.0 	9.3 	11.9 p	14.2 p	16.5 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,EU28	3.8 	6.5 	3.6 	2.3 	2.3 	4.3 	5.2 	11.2 	14.1 	15.5 	15.0 s	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,FR	1.8 	6.8 	4.2 	1.1 	3.2 	6.3 	5.2 	10.4 	12.2 p	14.0 p	13.2 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,HR	2.6 	10.2 	4.4 	3.2 	1.9 	2.8 	4.4 	9.1 	11.3 	12.8 	11.3 	11.4 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,HU	2.8 	4.2 	1.6 	1.9 	2.5 	3.0 	3.7 	7.9 	10.9 	13.1 	12.6 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PRIN,MIG_NRG,NSA,PCH_M12_NSA,IT	2.5 	4.3 	3.0 	2.5 	2.6 	4.1 	2.0 	6.0 	7.2 	13.0 	13.2 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,LT	3.9 	6.2 	4.1 	5.6 	4.5 	3.2 	4.2 	11.7 	14.9 	16.5 	14.7 	14.5 p
PRIN,MIG_NRG,NSA,PCH_M12_NSA,LU	-15.0 	-15.0 	-15.0 	-14.5 	-14.5 	-14.5 	-14.5 	-14.5 	-14.5 	5.1 	5.1 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,LV	0.2 	0.2 	-0.4 	0.3 	0.9 	1.0 	3.3 	2.8 	5.2 	7.5 	12.5 	10.1 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,MK	-2.5 	-3.9 	-4.5 	-3.0 	-4.0 	-6.8 	-6.9 	-6.7 	-7.3 	-7.6 	-7.3 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p	0.0 p	0.0 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,NL	4.7 	8.3 	3.1 	-0.3 	-2.6 	4.0 	7.1 p	15.4 p	18.7 p	20.8 p	19.5 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,NO	9.7 	11.6 	17.1 	16.1 	16.6 	22.6 	22.9 	26.6 	49.9 	55.0 	52.8 	41.5 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,PL	6.3 	5.1 	1.1 	1.0 	-0.6 	1.1 	2.8 	9.1 	12.0 	11.2 	11.5 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,PT	6.4 	7.6 	3.0 	-1.7 	-0.1 	-0.7 	1.1 	9.9 	11.8 	12.8 	13.5 	13.6 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,RO	2.0 	4.8 	1.5 	0.7 	1.5 	2.8 	5.1 	10.0 	11.9 	10.0 	11.1 p	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,RS	1.0 	6.6 	3.0 	2.5 	0.4 	1.1 	1.4 	8.0 	10.9 	11.8 	10.6 	10.8 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,SE	0.1 	1.9 	1.7 	3.2 	4.9 	9.6 	9.6 	12.0 	18.8 	22.3 	22.7 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,SI	-2.7 	-3.4 	-3.4 	-3.1 	1.7 	3.7 	4.1 	4.0 	4.2 	4.3 	4.4 	4.3 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,SK	1.7 	1.2 	1.1 	2.7 	5.3 	6.6 	8.8 	9.6 	11.5 	12.7 	12.2 	: 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,TR	12.4 	14.8 	11.2 	0.2 	12.1 	15.1 	17.6 	29.6 	34.8 	36.5 	42.2 	78.4 
PRIN,MIG_NRG,NSA,PCH_M12_NSA,UK	7.3 	14.6 	8.0 	7.6 	4.6 	8.1 	12.8 	28.2 	35.2 	33.0 	29.3 	27.0 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,AT	0.8 	1.9 	0.1 	0.1 	-0.5 	-0.4 	0.8 	1.6 	0.9 	0.6 	0.6 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,BE	4.9 	3.7 	-0.4 	0.9 	-1.5 	-0.5 	-0.3 	2.8 	2.0 	3.0 	1.9 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,BG	-0.3 	0.9 	0.0 	2.4 	-0.8 	0.1 	0.6 	0.8 	0.3 	0.9 	0.1 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,CH	-0.3 	1.8 	-0.6 	2.8 	-0.5 	-1.2 	1.8 	1.7 	0.7 	0.5 	0.1 	1.0 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,CY	-0.4 	-6.4 	-0.2 	3.6 	0.1 	1.6 	0.5 	9.4 p	0.2 p	5.8 p	0.0 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,CZ	0.3 	0.8 	0.2 	2.3 	-0.7 	0.0 	1.1 	2.2 	1.4 	0.1 	0.4 	0.7 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,DE	0.3 	0.9 	0.4 	0.3 	-0.5 	0.0 	1.0 	1.4 	0.8 	0.8 	0.7 	2.0 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,DK	-5.4 	7.4 	-3.7 	4.1 	4.3 	1.4 	0.2 	5.0 	9.4 	3.0 	3.2 	-3.4 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,EA19	1.2 	2.3 	0.3 	0.6 	-0.2 	-0.4 	-0.5 	2.6 	1.0 	2.4 	0.9 s	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,EE	-4.0 	1.2 	-1.5 	5.3 	6.8 	2.3 	-5.1 	-0.5 	9.6 	6.5 	1.3 	-3.4 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,EL	0.2 	2.8 	-0.1 	1.6 	-2.5 	-0.5 	3.9 	5.3 	-1.2 	1.1 	0.1 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,ES	3.2 	2.1 	0.3 	-0.3 	-0.4 	-3.5 	2.2 	4.3 	2.6 p	1.5 p	1.7 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,EU28	1.3 	2.7 	0.4 	1.0 	-0.7 	-0.3 	0.4 	3.7 	1.3 	1.4 	1.0 s	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,FI	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,FR	1.1 	7.5 	1.1 	-0.7 	0.0 	0.0 	-3.6 	2.0 	0.2 p	2.4 p	1.1 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,HR	0.7 	4.0 	-0.6 	0.7 	-1.5 	-0.2 	2.1 	2.7 	0.5 	1.5 	0.0 	1.1 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,HU	0.9 	1.9 	-0.4 	1.3 	0.6 	-0.2 	0.0 	3.2 	2.3 	-0.2 	1.4 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PRIN,MIG_NRG,NSA,PCH_M1_NSA,IT	0.7 	1.1 	-0.1 	2.1 	0.6 	0.4 	-2.0 	2.8 	0.6 	5.3 	1.2 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,LT	0.9 	2.8 	-0.7 	1.2 	0.1 	-1.3 	1.9 	2.8 	1.6 	1.7 	0.4 	2.2 p
PRIN,MIG_NRG,NSA,PCH_M1_NSA,LU	0.0 	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	4.7 	0.0 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,LV	-1.4 	-0.3 	0.0 	1.2 	1.1 	0.0 	2.0 	-0.3 	3.7 	1.9 	4.6 	-2.5 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,MK	0.2 	-2.4 	-0.8 	1.0 	0.0 	-5.9 	0.5 	0.5 	-0.6 	-0.7 	0.4 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p	0.0 p	0.0 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,NL	0.6 	4.9 	0.4 	-1.8 	-2.0 	1.8 	1.8 p	6.2 p	0.3 p	0.7 p	0.9 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,NO	0.4 	7.9 	4.4 	1.4 	2.8 	2.2 	-1.1 	1.8 	10.9 	3.6 	-0.2 	1.7 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,PL	1.4 	1.1 	0.0 	0.3 	-1.0 	1.1 	1.7 	4.0 	0.3 	0.0 	0.7 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,PT	1.1 	0.1 	-1.0 	4.7 	-1.2 	-2.9 	1.3 	6.8 	1.7 	0.7 	0.5 	1.4 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,RO	2.3 	2.1 	-1.3 	2.7 	-0.4 	0.2 	0.7 	2.7 	0.9 	-1.5 	2.8 p	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,RS	0.7 	3.2 	-0.7 	1.3 	-1.0 	-0.5 	1.8 	3.2 	1.0 	0.4 	0.3 	0.7 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,SE	2.3 	4.2 	4.3 	1.9 	1.5 	2.1 	-5.2 	-2.4 	2.6 	5.6 	1.1 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,SI	0.1 	-0.4 	0.1 	0.5 	3.5 	0.0 	0.1 	-0.2 	0.0 	0.1 	0.5 	-0.1 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,SK	0.3 	0.4 	1.3 	3.2 	2.4 	0.0 	0.5 	0.3 	1.2 	0.9 	0.3 	: 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,TR	3.4 	1.3 	1.7 	-3.9 	12.1 	-0.1 	2.9 	8.8 	3.2 	1.0 	6.1 	25.6 
PRIN,MIG_NRG,NSA,PCH_M1_NSA,UK	2.1 	4.7 	1.1 	2.3 	-2.9 	-0.7 	3.9 	9.1 	1.5 	-1.4 	2.1 	2.9 
