indic_bt,nace_r2,s_adj,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
IMPR,MIG_DCOG,NSA,I2015_NSA,SE	102.8 	102.5 	104.9 	103.9 	102.2 	104.3 	104.7 	107.0 	107.4 	107.1 	105.5 	: 
IMPR,MIG_DCOG,NSA,I2015_NSA,SI	100.1 	99.8 	99.8 	99.1 	98.9 	98.9 	99.1 	100.5 	100.9 	100.6 	101.0 	: 
IMPR,MIG_DCOG,NSA,I2015_NSA,SK	93.3 	93.0 	92.6 	87.8 	86.6 	86.3 	81.6 	81.5 	81.4 	82.2 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,CH	0.6 	0.5 	1.7 	2.8 	2.8 	2.3 	2.9 	3.0 	3.4 	3.8 	3.8 	3.1 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,DE	-1.0 	-1.5 	-1.9 	-2.4 	-2.7 	-2.5 	-2.7 	-1.4 	-0.8 	-0.4 	0.0 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,DK	-1.1 	-1.1 	-1.5 	-2.1 	-2.4 	-2.5 	-1.8 	-2.2 	-1.0 	-0.4 	0.0 	0.4 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,EA19	-1.2 	-1.3 	-1.7 	-2.4 	-2.8 	-2.6 	-3.0 	-2.0 	-1.8 	-1.4 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,EE	-1.3 	-1.0 	0.1 	0.0 	-2.9 	-2.7 	-3.2 	-2.6 	-2.0 	-1.9 	-2.3 	-3.7 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,EL	0.0 	0.1 	0.2 	-0.1 	-0.5 	-0.2 	0.0 	0.0 	0.4 	0.6 	0.7 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,ES	-0.5 	-0.3 	-0.4 	-1.5 	-1.9 	-1.8 	-1.7 	-0.5 	-0.2 p	0.3 p	0.7 p	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,FI	-0.8 	-1.0 	-1.2 	-0.8 	-1.2 	-1.1 	-1.8 	-1.6 	-1.0 	-0.8 	-1.0 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,FR	-1.0 	-0.9 	-1.2 	-1.3 	-1.3 	-1.3 	-1.2 	-0.8 	-0.6 p	-0.5 p	-0.4 p	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,IT	0.3 	0.6 	0.5 	0.2 	-0.4 	-0.7 	-0.6 	-0.1 	-1.3 	-1.2 	-0.8 p	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,LT	-0.3 	0.8 	-0.3 	0.4 	-0.1 	0.4 	-1.5 	-1.5 	-2.4 	-2.2 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,LV	2.3 	2.9 	-1.1 	1.9 	0.1 	-0.4 	0.7 	1.0 	-0.4 	-1.6 	-0.9 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,NL	-2.4 	-2.7 	-3.1 	-4.5 	-4.8 	-4.8 	-4.4 p	-3.3 p	-3.1 p	-2.8 p	-2.1 p	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,NO	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,SE	2.4 	0.6 	2.2 	1.6 	1.5 	2.7 	3.7 	5.3 	5.0 	3.8 	1.9 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,SI	-1.9 	-2.3 	-2.4 	-1.5 	-1.7 	-1.7 	-1.6 	0.0 	0.6 	0.6 	1.1 	: 
IMPR,MIG_DCOG,NSA,PCH_M12_NSA,SK	-3.9 	-4.0 	-4.5 	-9.9 	-11.7 	-11.6 	-17.1 	-17.2 	-17.0 	-16.0 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,CH	1.4 	-0.1 	0.9 	0.4 	0.0 	-0.5 	0.2 	0.1 	0.3 	0.7 	0.0 	-0.3 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,DE	0.4 	-0.1 	0.0 	-0.6 	-0.4 	0.1 	0.1 	0.6 	0.4 	-0.2 	0.0 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,DK	-0.5 	0.0 	0.2 	0.0 	-0.6 	0.0 	0.2 	-0.2 	1.0 	0.1 	0.1 	0.1 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,EA19	-0.1 	0.1 	-0.1 	-0.8 	-0.3 	0.0 	-0.2 	0.4 	0.2 	0.0 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,EE	-0.4 	0.2 	-0.7 	1.2 	-2.4 	0.1 	0.4 	-0.5 	0.2 	-0.6 	-0.6 	-0.6 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,EL	-0.3 	0.0 	0.5 	-0.1 	0.0 	0.0 	0.0 	0.1 	0.4 	0.1 	0.0 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,ES	0.8 	0.0 	-0.1 	-0.8 	-0.2 	-0.1 	0.1 	0.8 	0.3 p	0.0 p	0.2 p	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,FI	0.0 	-0.8 	-0.1 	0.1 	-0.4 	0.0 	-0.3 	0.4 	0.6 	0.0 	-0.5 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,FR	-0.1 	0.2 	-0.2 	-0.1 	-0.2 	0.1 	0.0 	0.2 	-0.1 p	-0.1 p	0.0 p	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,IT	0.0 	0.4 	0.1 	-0.4 	-0.4 	-0.5 	-0.2 	0.0 	0.0 	0.3 	0.2 p	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,LT	-0.2 	0.8 	-0.4 	-1.2 	0.5 	0.8 	-1.0 	0.4 	0.1 	-0.2 	: 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,LV	1.2 	-0.3 	-1.4 	0.6 	0.5 	-1.0 	2.1 	0.3 	-0.7 	-0.6 	-1.3 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,NL	-0.8 	0.0 	0.1 	-1.5 	-0.3 	-0.1 	0.3 p	0.3 p	0.0 p	-0.2 p	0.2 p	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,NO	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,SE	-0.1 	-0.3 	2.3 	-1.0 	-1.6 	2.1 	0.4 	2.2 	0.4 	-0.3 	-1.5 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,SI	0.1 	-0.3 	0.0 	-0.7 	-0.2 	0.0 	0.2 	1.4 	0.4 	-0.3 	0.4 	: 
IMPR,MIG_DCOG,NSA,PCH_M1_NSA,SK	-1.6 	-0.3 	-0.4 	-5.2 	-1.4 	-0.3 	-5.4 	-0.1 	-0.1 	1.0 	: 	: 
