indic_bt,nace_r2,s_adj,unit,geo\time	2017M10 	2017M11 	2017M12 	2018M01 	2018M02 	2018M03 	2018M04 	2018M05 	2018M06 	2018M07 	2018M08 	2018M09 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,IT	-0.2 	0.1 	0.0 	0.1 	0.1 	-0.1 	-0.1 	0.2 	0.5 	0.7 	0.9 p	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,LT	1.2 	0.3 	1.3 	3.7 	6.2 	6.3 	5.8 	5.8 	6.1 	7.2 	8.0 	7.6 p
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,LV	-0.1 	0.1 	0.3 	0.8 	1.0 	1.2 	0.8 	1.5 	1.9 	2.1 	0.9 	2.7 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,MK	0.2 	0.2 	0.2 	1.7 	1.7 	1.6 	1.9 	1.7 	1.7 	1.7 	1.7 	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p	0.0 p	0.0 p	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,NL	1.6 	1.6 	1.5 	2.1 	2.0 	2.2 	2.1 p	3.4 p	2.9 p	3.7 p	2.7 p	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,NO	2.6 	1.5 	2.3 	3.0 	1.9 	2.3 	3.3 	4.5 	1.6 	1.5 	2.6 	2.5 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,PL	-0.5 	-0.3 	-0.4 	0.4 	0.2 	-0.3 	-0.2 	0.5 	0.8 	1.6 	1.8 	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,PT	-1.3 	-0.9 	-0.7 	-0.5 	-0.9 	-1.3 	-1.1 	-0.7 	-0.8 	-0.7 	-0.8 	: c
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,RO	3.8 	3.8 	3.8 	3.6 	3.6 	3.4 	3.1 	3.3 	3.3 	4.2 	4.1 p	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,RS	-0.8 	-0.8 	0.1 	0.1 	-0.6 	-1.2 	-3.8 	-4.1 	-3.8 	-3.8 	-3.5 	-3.3 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,SE	2.6 	2.6 	3.4 	1.6 	2.9 	4.3 	2.7 	2.4 	3.2 	3.0 	2.5 	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,SI	0.4 	3.0 	3.9 	1.8 	2.5 	2.5 	3.2 	2.0 	0.3 	1.3 	1.9 	0.9 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,SK	2.6 	2.2 	2.3 	2.2 	2.0 	0.3 	0.3 	-1.4 	-1.3 	-1.2 	-0.7 	: 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,TR	14.8 	15.5 	16.4 	14.1 	13.2 	13.2 	15.2 	14.3 	16.7 	18.1 	22.6 	31.4 
PRIN,MIG_DCOG,NSA,PCH_M12_NSA,UK	3.5 	3.8 	3.0 	1.9 	2.4 	2.5 	1.1 	2.3 	2.1 	1.9 	2.1 	1.6 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,AT	-0.1 	-0.1 	0.0 	0.1 	-0.2 	0.2 	0.2 	0.3 	0.1 	-0.1 	0.1 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,BE	0.1 	0.0 	0.0 	0.4 	0.2 	0.1 	0.3 	0.0 	0.7 	0.4 	0.5 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,BG	0.4 	-0.3 	0.4 	0.0 	0.0 	0.7 	0.6 	0.1 	0.7 	-0.4 	0.4 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,CH	0.1 	0.0 	0.0 	0.4 	0.0 	0.0 	0.0 	0.0 	0.0 	0.2 	0.0 	0.0 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,CY	0.0 	0.3 	0.0 	0.5 	-0.1 	0.5 	0.0 	0.2 	-0.4 	-0.6 	-0.1 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,CZ	-0.2 	-0.2 	0.1 	0.4 	0.0 	0.2 	0.7 	0.6 	0.1 	0.1 	-0.2 	0.2 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,DE	0.1 	0.0 	0.1 	0.6 	0.1 	0.1 	0.2 	0.2 	0.1 	0.1 	0.0 	0.1 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,DK	0.1 	0.0 	0.0 	0.3 	0.0 	0.2 	0.4 	-0.1 	0.4 	0.3 	-0.1 	0.0 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,EA19	0.0 	0.1 	0.1 	0.3 	0.1 	0.1 	0.1 	0.1 	0.1 	0.0 	0.2 s	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,EE	0.8 	-0.8 	1.0 	3.9 	0.2 	-0.1 	0.4 	-0.5 	-0.4 	1.9 	-1.1 	0.0 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,EL	-0.3 	0.0 	-0.1 	0.0 	0.0 	0.0 	0.0 	0.1 	0.0 	0.6 	0.0 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,ES	0.0 	0.0 	0.2 	0.1 	0.3 	0.2 	0.1 	0.2 	0.0 p	-0.1 p	0.1 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,EU28	0.0 	0.1 	0.1 	0.3 	0.0 	0.2 	0.1 	0.3 	0.1 	0.1 	0.1 s	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,FI	0.1 	0.0 	1.3 	0.0 	0.1 	0.1 	0.2 	0.0 	0.2 	0.2 	0.0 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,FR	-0.3 	0.0 	-0.2 	0.3 	-0.1 	0.3 	-0.1 	0.2 	-0.3 p	-0.1 p	0.1 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,HR	0.0 	0.0 	0.0 	0.3 	-1.4 	0.1 	0.1 	0.0 	0.1 	0.1 	0.1 	0.0 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,HU	0.7 	0.2 	-0.3 	-0.3 	1.0 	0.4 	0.9 	0.6 	0.2 	0.5 	0.4 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,IE	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,IT	0.1 	0.1 	0.0 	0.2 	-0.1 	0.1 	0.0 	0.1 	0.1 	-0.1 	0.2 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,LT	-0.1 	0.1 	0.0 	0.5 	4.3 	0.1 	0.1 	0.1 	0.2 	1.2 	1.3 	-0.3 p
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,LV	0.0 	0.0 	0.3 	0.6 	-0.1 	0.3 	-0.4 	0.7 	0.4 	0.2 	-0.9 	1.6 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,MK	0.0 	0.1 	0.0 	1.5 	0.0 	-0.1 	0.3 	-0.2 	0.0 	0.0 	0.0 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,MT	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 	0.0 p	0.0 p	0.0 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,NL	0.3 	0.1 	0.0 	1.4 	0.0 	0.2 	0.1 p	0.1 p	0.1 p	0.7 p	-0.1 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,NO	-0.2 	0.4 	-0.2 	1.9 	-0.6 	0.2 	1.5 	0.6 	-0.9 	-0.4 	0.5 	-0.3 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,PL	-0.5 	0.8 	0.2 	0.4 	0.2 	0.2 	-0.1 	-0.1 	0.7 	0.1 	0.0 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,PT	-0.6 	0.1 	0.3 	0.1 	-1.2 	-0.3 	0.6 	0.7 	-0.1 	-0.2 	0.0 	: c
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,RO	0.5 	0.4 	0.1 	0.7 	0.5 	0.2 	0.1 	0.2 	0.5 	1.1 	0.3 p	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,RS	0.0 	0.0 	-0.3 	-0.1 	0.0 	-0.3 	-2.6 	-0.1 	0.0 	0.0 	0.0 	0.1 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,SE	0.0 	-0.2 	1.1 	-1.7 	1.5 	1.0 	0.4 	-0.4 	0.6 	-0.7 	-0.4 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,SI	-0.4 	1.2 	1.2 	-1.0 	-0.1 	0.0 	0.9 	-0.7 	-2.0 	1.5 	0.2 	0.1 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,SK	-0.1 	-0.4 	0.1 	0.0 	-0.3 	0.0 	0.2 	-0.7 	0.0 	0.2 	0.1 	: 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,TR	0.5 	2.1 	0.8 	2.0 	0.8 	0.7 	2.3 	1.9 	2.3 	1.1 	5.6 	7.6 
PRIN,MIG_DCOG,NSA,PCH_M1_NSA,UK	-0.3 	0.4 	-0.3 	0.0 	0.2 	0.2 	0.0 	1.3 	0.1 	-0.1 	0.4 	-0.3 
