unit,s_adj,bop_item,stk_flow,partner,geo\time,date,value
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2002-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2003-01-01,10.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2004-01-01,11.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2005-01-01,12.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2006-01-01,14.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2007-01-01,16.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2008-01-01,12.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2009-01-01,13.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2010-01-01,13.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2011-01-01,12.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2012-01-01,11.5
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2013-01-01,12.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2014-01-01,11.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2015-01-01,14.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2016-01-01,15.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,EL,2017-01-01,17.6
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,1995-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,1996-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,1997-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,1998-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,1999-01-01,23.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2000-01-01,30.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2001-01-01,33.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2002-01-01,37.9 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2003-01-01,40.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2004-01-01,42.3 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2005-01-01,41.9 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2006-01-01,42.3 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2007-01-01,44.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2008-01-01,45.1
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2009-01-01,49.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2010-01-01,50.5
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2011-01-01,51.6
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2012-01-01,53.3
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2013-01-01,56.4
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2014-01-01,58.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2015-01-01,58.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2016-01-01,60.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,ES,2017-01-01,58.6
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,1995-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,1996-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,1997-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,1998-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,1999-01-01,20.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2000-01-01,28.5 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2001-01-01,27.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2002-01-01,29.4 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2003-01-01,35.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2004-01-01,36.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2005-01-01,40.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2006-01-01,41.6 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2007-01-01,46.4 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2008-01-01,50.9
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2009-01-01,50.7
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2010-01-01,54.7
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2011-01-01,50.6
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2012-01-01,52.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2013-01-01,46.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2014-01-01,52.4
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2015-01-01,57.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2016-01-01,54.1
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FI,2017-01-01,55.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,1995-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,1996-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,1997-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,1998-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,1999-01-01,18.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2000-01-01,20.5 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2001-01-01,22.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2002-01-01,23.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2003-01-01,25.9 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2004-01-01,28.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2005-01-01,30.9 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2006-01-01,33.4 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2007-01-01,34.9 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2008-01-01,34.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2009-01-01,37.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2010-01-01,38.1
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2011-01-01,40.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2012-01-01,40.5
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2013-01-01,41.3
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2014-01-01,42.1
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2015-01-01,43.9
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2016-01-01,45.5
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,FR,2017-01-01,46.5
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,1995-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,1996-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,1997-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,1998-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,1999-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2000-01-01,12.2 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2001-01-01,14.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2002-01-01,17.8 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2003-01-01,19.3 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2004-01-01,25.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2005-01-01,31.0 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2006-01-01,46.3 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2007-01-01,64.5 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2008-01-01,42.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2009-01-01,50.8
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2010-01-01,53.9
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2011-01-01,49.7
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2012-01-01,51.7
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2013-01-01,50.4
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2014-01-01,56.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2015-01-01,54.3
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2016-01-01,57.2
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HR,2017-01-01,58.7
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,1995-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,1996-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,1997-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,1998-01-01,: 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,1999-01-01,50.6 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2000-01-01,49.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2001-01-01,50.1 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2002-01-01,49.5 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2003-01-01,57.6 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2004-01-01,57.4 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2005-01-01,63.3 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2006-01-01,144.5 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2007-01-01,176.7 
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2008-01-01,218.0
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2009-01-01,226.9
PC_GDP,NSA,FA__D__F,L_LE,WRL_REST,HU,2010-01-01,214.3
