unit,bop_item,stk_flow,partner,geo\time,date,value
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2010-01-01,16.83 
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2011-01-01,21.34 
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2012-01-01,10.85 
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2013-01-01,7.01
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2014-01-01,12.71
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2015-01-01,13.06
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2016-01-01,5.13
PCH_OECD_5Y,GS,CRE,WRL_REST,BG,2017-01-01,13.98
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2000-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2001-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2002-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2003-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2004-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2005-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2006-01-01,-16.19 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2007-01-01,-10.73 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2008-01-01,-16.89 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2009-01-01,-1.50 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2010-01-01,-9.03 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2011-01-01,-3.54 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2012-01-01,-12.76 e
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2013-01-01,-9.17
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2014-01-01,-19.04
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2015-01-01,-11.25
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2016-01-01,-5.71
PCH_OECD_5Y,GS,CRE,WRL_REST,CY,2017-01-01,2.12
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,1998-01-01,8.95 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,1999-01-01,10.57 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2000-01-01,1.42 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2001-01-01,15.00 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2002-01-01,33.69 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2003-01-01,30.89 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2004-01-01,67.92 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2005-01-01,90.95 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2006-01-01,75.88 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2007-01-01,73.85 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2008-01-01,70.33 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2009-01-01,37.90 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2010-01-01,20.87 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2011-01-01,17.26 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2012-01-01,6.98 
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2013-01-01,-3.3
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2014-01-01,0.08
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2015-01-01,-1.07
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2016-01-01,-0.01
PCH_OECD_5Y,GS,CRE,WRL_REST,CZ,2017-01-01,3.3
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,1996-01-01,-17.79 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,1997-01-01,-18.00 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,1998-01-01,-1.29 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,1999-01-01,-3.34 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2000-01-01,-8.96 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2001-01-01,-1.34 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2002-01-01,6.37 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2003-01-01,7.13 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2004-01-01,13.95 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2005-01-01,19.40 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2006-01-01,13.76 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2007-01-01,12.06 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2008-01-01,6.26 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2009-01-01,1.19 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2010-01-01,-0.21 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2011-01-01,-0.77 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2012-01-01,-6.63 
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2013-01-01,-6.13
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2014-01-01,-2.77
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2015-01-01,-1.54
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2016-01-01,-0.28
PCH_OECD_5Y,GS,CRE,WRL_REST,DE,2017-01-01,1.71
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2000-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2001-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2002-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2003-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2004-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2005-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2006-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2007-01-01,3.23 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2008-01-01,6.75 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2009-01-01,7.23 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2010-01-01,-3.30 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2011-01-01,-5.85 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2012-01-01,-7.86 
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2013-01-01,-11.91
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2014-01-01,-10.22
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2015-01-01,-7.47
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2016-01-01,-6.9
PCH_OECD_5Y,GS,CRE,WRL_REST,DK,2017-01-01,-4.02
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,1998-01-01,154.14 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,1999-01-01,75.82 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2000-01-01,17.58 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2001-01-01,18.93 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2002-01-01,3.99 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2003-01-01,5.21 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2004-01-01,24.96 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2005-01-01,75.09 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2006-01-01,60.81 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2007-01-01,68.96 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2008-01-01,52.44 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2009-01-01,26.14 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2010-01-01,18.33 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2011-01-01,35.67 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2012-01-01,19.56 
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2013-01-01,17.56
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2014-01-01,28.61
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2015-01-01,8.61
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2016-01-01,-3.5
PCH_OECD_5Y,GS,CRE,WRL_REST,EE,2017-01-01,-2.04
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2000-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2001-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2002-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2003-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2004-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2005-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2006-01-01,7.19 e
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2007-01-01,19.97 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2008-01-01,16.66 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2009-01-01,-2.77 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2010-01-01,-7.24 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2011-01-01,-8.13 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2012-01-01,-16.32 
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2013-01-01,-20.36
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2014-01-01,-13.0
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2015-01-01,-20.13
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2016-01-01,-21.21
PCH_OECD_5Y,GS,CRE,WRL_REST,EL,2017-01-01,-14.08
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,1998-01-01,34.05 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,1999-01-01,21.40 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2000-01-01,6.90 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2001-01-01,8.27 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2002-01-01,9.74 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2003-01-01,11.40 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2004-01-01,9.30 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2005-01-01,11.48 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2006-01-01,3.04 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2007-01-01,4.45 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2008-01-01,-4.62 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2009-01-01,-1.28 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2010-01-01,-4.42 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2011-01-01,-0.19 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2012-01-01,-8.44 
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2013-01-01,-4.84
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2014-01-01,-6.38
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2015-01-01,-2.97
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2016-01-01,-0.67
PCH_OECD_5Y,GS,CRE,WRL_REST,ES,2017-01-01,4.84
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2000-01-01,-3.76 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2001-01-01,-1.39 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2002-01-01,3.37 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2003-01-01,-0.45 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2004-01-01,6.16 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2005-01-01,2.20 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2006-01-01,2.62 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2007-01-01,4.69 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2008-01-01,6.40 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2009-01-01,-5.99 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2010-01-01,-13.06 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2011-01-01,-16.46 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2012-01-01,-23.49 
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2013-01-01,-26.51
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2014-01-01,-21.43
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2015-01-01,-20.56
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2016-01-01,-16.74
PCH_OECD_5Y,GS,CRE,WRL_REST,FI,2017-01-01,-8.61
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2000-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2001-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2002-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2003-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2004-01-01,-5.75 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2005-01-01,1.59 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2006-01-01,-4.42 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2007-01-01,-8.43 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2008-01-01,-9.27 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2009-01-01,-6.33 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2010-01-01,-10.38 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2011-01-01,-7.67 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2012-01-01,-8.51 
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2013-01-01,-8.07
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2014-01-01,-8.77
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2015-01-01,-2.6
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2016-01-01,-6.0
PCH_OECD_5Y,GS,CRE,WRL_REST,FR,2017-01-01,-1.93
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2000-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2001-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2002-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2003-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2004-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2005-01-01,55.56 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2006-01-01,32.49 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2007-01-01,23.88 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2008-01-01,4.90 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2009-01-01,2.83 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2010-01-01,-6.03 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2011-01-01,-8.36 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2012-01-01,-14.98 
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2013-01-01,-17.81
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2014-01-01,-14.89
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2015-01-01,-5.09
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2016-01-01,5.0
PCH_OECD_5Y,GS,CRE,WRL_REST,HR,2017-01-01,14.55
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2000-01-01,48.17 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2001-01-01,61.90 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2002-01-01,55.88 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2003-01-01,49.11 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2004-01-01,56.33 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2005-01-01,52.29 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2006-01-01,38.71 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2007-01-01,41.25 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2008-01-01,39.42 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2009-01-01,22.41 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2010-01-01,11.82 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2011-01-01,6.55 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2012-01-01,-11.90 
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2013-01-01,-17.26
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2014-01-01,-11.08
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2015-01-01,-8.21
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2016-01-01,-3.15
PCH_OECD_5Y,GS,CRE,WRL_REST,HU,2017-01-01,6.26
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,1995-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,1996-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,1997-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,1998-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,1999-01-01,: 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2000-01-01,48.31 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2001-01-01,61.70 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2002-01-01,69.67 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2003-01-01,37.03 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2004-01-01,23.63 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2005-01-01,18.66 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2006-01-01,0.79 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2007-01-01,-3.38 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2008-01-01,-7.32 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2009-01-01,10.45 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2010-01-01,1.42 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2011-01-01,-2.04 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2012-01-01,-6.23 
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2013-01-01,-4.16
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2014-01-01,-8.89
PCH_OECD_5Y,GS,CRE,WRL_REST,IE,2015-01-01,39.38
