na_item,co_nco,sector,finpos,unit,geotime,date,value
F,NCO,S12,LIAB,PC_GDP,BG,2013-01-01,175.3 
F,NCO,S12,LIAB,PC_GDP,BG,2014-01-01,181.0 
F,NCO,S12,LIAB,PC_GDP,BG,2015-01-01,181.8 
F,NCO,S12,LIAB,PC_GDP,BG,2016-01-01,190.2 
F,NCO,S12,LIAB,PC_GDP,BG,2017-01-01,179.1 
F,NCO,S12,LIAB,PC_GDP,CY,1995-01-01,273.0 
F,NCO,S12,LIAB,PC_GDP,CY,1996-01-01,307.6 
F,NCO,S12,LIAB,PC_GDP,CY,1997-01-01,314.4 
F,NCO,S12,LIAB,PC_GDP,CY,1998-01-01,330.0 
F,NCO,S12,LIAB,PC_GDP,CY,1999-01-01,471.5 
F,NCO,S12,LIAB,PC_GDP,CY,2000-01-01,376.7 
F,NCO,S12,LIAB,PC_GDP,CY,2001-01-01,377.6 
F,NCO,S12,LIAB,PC_GDP,CY,2002-01-01,372.3 
F,NCO,S12,LIAB,PC_GDP,CY,2003-01-01,384.7 
F,NCO,S12,LIAB,PC_GDP,CY,2004-01-01,428.7 
F,NCO,S12,LIAB,PC_GDP,CY,2005-01-01,537.6 
F,NCO,S12,LIAB,PC_GDP,CY,2006-01-01,644.8 
F,NCO,S12,LIAB,PC_GDP,CY,2007-01-01,749.2 
F,NCO,S12,LIAB,PC_GDP,CY,2008-01-01,1488.5 
F,NCO,S12,LIAB,PC_GDP,CY,2009-01-01,1691.8 
F,NCO,S12,LIAB,PC_GDP,CY,2010-01-01,1774.7 
F,NCO,S12,LIAB,PC_GDP,CY,2011-01-01,1629.9 
F,NCO,S12,LIAB,PC_GDP,CY,2012-01-01,1755.4 
F,NCO,S12,LIAB,PC_GDP,CY,2013-01-01,1598.0 
F,NCO,S12,LIAB,PC_GDP,CY,2014-01-01,1586.2 
F,NCO,S12,LIAB,PC_GDP,CY,2015-01-01,1748.0 
F,NCO,S12,LIAB,PC_GDP,CY,2016-01-01,1708.7 
F,NCO,S12,LIAB,PC_GDP,CY,2017-01-01,1577.5 
F,NCO,S12,LIAB,PC_GDP,CZ,1995-01-01,149.5 
F,NCO,S12,LIAB,PC_GDP,CZ,1996-01-01,143.2 
F,NCO,S12,LIAB,PC_GDP,CZ,1997-01-01,157.1 
F,NCO,S12,LIAB,PC_GDP,CZ,1998-01-01,153.0 
F,NCO,S12,LIAB,PC_GDP,CZ,1999-01-01,155.0 
F,NCO,S12,LIAB,PC_GDP,CZ,2000-01-01,151.9 
F,NCO,S12,LIAB,PC_GDP,CZ,2001-01-01,141.8 
F,NCO,S12,LIAB,PC_GDP,CZ,2002-01-01,148.0 
F,NCO,S12,LIAB,PC_GDP,CZ,2003-01-01,147.4 
F,NCO,S12,LIAB,PC_GDP,CZ,2004-01-01,143.0 
F,NCO,S12,LIAB,PC_GDP,CZ,2005-01-01,148.9 
F,NCO,S12,LIAB,PC_GDP,CZ,2006-01-01,143.2 
F,NCO,S12,LIAB,PC_GDP,CZ,2007-01-01,151.3 
F,NCO,S12,LIAB,PC_GDP,CZ,2008-01-01,153.0 
F,NCO,S12,LIAB,PC_GDP,CZ,2009-01-01,160.6 
F,NCO,S12,LIAB,PC_GDP,CZ,2010-01-01,164.4 
F,NCO,S12,LIAB,PC_GDP,CZ,2011-01-01,168.4 
F,NCO,S12,LIAB,PC_GDP,CZ,2012-01-01,176.1 
F,NCO,S12,LIAB,PC_GDP,CZ,2013-01-01,194.3 
F,NCO,S12,LIAB,PC_GDP,CZ,2014-01-01,194.1 
F,NCO,S12,LIAB,PC_GDP,CZ,2015-01-01,196.9 
F,NCO,S12,LIAB,PC_GDP,CZ,2016-01-01,220.7 
F,NCO,S12,LIAB,PC_GDP,CZ,2017-01-01,256.4 
F,NCO,S12,LIAB,PC_GDP,DE,1995-01-01,294.2 
F,NCO,S12,LIAB,PC_GDP,DE,1996-01-01,319.5 
F,NCO,S12,LIAB,PC_GDP,DE,1997-01-01,353.2 
F,NCO,S12,LIAB,PC_GDP,DE,1998-01-01,388.2 
F,NCO,S12,LIAB,PC_GDP,DE,1999-01-01,424.1 
F,NCO,S12,LIAB,PC_GDP,DE,2000-01-01,446.4 
F,NCO,S12,LIAB,PC_GDP,DE,2001-01-01,456.9 
F,NCO,S12,LIAB,PC_GDP,DE,2002-01-01,455.3 
F,NCO,S12,LIAB,PC_GDP,DE,2003-01-01,467.4 
F,NCO,S12,LIAB,PC_GDP,DE,2004-01-01,475.0 
F,NCO,S12,LIAB,PC_GDP,DE,2005-01-01,498.4 
F,NCO,S12,LIAB,PC_GDP,DE,2006-01-01,502.2 
F,NCO,S12,LIAB,PC_GDP,DE,2007-01-01,517.5 
F,NCO,S12,LIAB,PC_GDP,DE,2008-01-01,531.0 
F,NCO,S12,LIAB,PC_GDP,DE,2009-01-01,517.8 
F,NCO,S12,LIAB,PC_GDP,DE,2010-01-01,488.6 
F,NCO,S12,LIAB,PC_GDP,DE,2011-01-01,479.8 
F,NCO,S12,LIAB,PC_GDP,DE,2012-01-01,485.7 
F,NCO,S12,LIAB,PC_GDP,DE,2013-01-01,444.5 
F,NCO,S12,LIAB,PC_GDP,DE,2014-01-01,447.1 
F,NCO,S12,LIAB,PC_GDP,DE,2015-01-01,443.5 
F,NCO,S12,LIAB,PC_GDP,DE,2016-01-01,449.6 
F,NCO,S12,LIAB,PC_GDP,DE,2017-01-01,450.8 
F,NCO,S12,LIAB,PC_GDP,DK,1995-01-01,343.4 
F,NCO,S12,LIAB,PC_GDP,DK,1996-01-01,368.6 
F,NCO,S12,LIAB,PC_GDP,DK,1997-01-01,417.2 
F,NCO,S12,LIAB,PC_GDP,DK,1998-01-01,465.9 
F,NCO,S12,LIAB,PC_GDP,DK,1999-01-01,493.6 
F,NCO,S12,LIAB,PC_GDP,DK,2000-01-01,506.7 
F,NCO,S12,LIAB,PC_GDP,DK,2001-01-01,496.5 
F,NCO,S12,LIAB,PC_GDP,DK,2002-01-01,482.6 
F,NCO,S12,LIAB,PC_GDP,DK,2003-01-01,510.7 
F,NCO,S12,LIAB,PC_GDP,DK,2004-01-01,525.2 
F,NCO,S12,LIAB,PC_GDP,DK,2005-01-01,625.9 
F,NCO,S12,LIAB,PC_GDP,DK,2006-01-01,660.4 
F,NCO,S12,LIAB,PC_GDP,DK,2007-01-01,704.0 
F,NCO,S12,LIAB,PC_GDP,DK,2008-01-01,679.2 
F,NCO,S12,LIAB,PC_GDP,DK,2009-01-01,750.5 
F,NCO,S12,LIAB,PC_GDP,DK,2010-01-01,783.0 
F,NCO,S12,LIAB,PC_GDP,DK,2011-01-01,780.2 
F,NCO,S12,LIAB,PC_GDP,DK,2012-01-01,779.7 
F,NCO,S12,LIAB,PC_GDP,DK,2013-01-01,779.4 
F,NCO,S12,LIAB,PC_GDP,DK,2014-01-01,814.7 
F,NCO,S12,LIAB,PC_GDP,DK,2015-01-01,787.3 
F,NCO,S12,LIAB,PC_GDP,DK,2016-01-01,806.5 
F,NCO,S12,LIAB,PC_GDP,DK,2017-01-01,806.5 
F,NCO,S12,LIAB,PC_GDP,EE,1995-01-01,59.0 
F,NCO,S12,LIAB,PC_GDP,EE,1996-01-01,74.8 
F,NCO,S12,LIAB,PC_GDP,EE,1997-01-01,109.9 
F,NCO,S12,LIAB,PC_GDP,EE,1998-01-01,94.3 
F,NCO,S12,LIAB,PC_GDP,EE,1999-01-01,108.1 
F,NCO,S12,LIAB,PC_GDP,EE,2000-01-01,133.5 
F,NCO,S12,LIAB,PC_GDP,EE,2001-01-01,133.6 
F,NCO,S12,LIAB,PC_GDP,EE,2002-01-01,149.0 
F,NCO,S12,LIAB,PC_GDP,EE,2003-01-01,150.9 
F,NCO,S12,LIAB,PC_GDP,EE,2004-01-01,181.9 
F,NCO,S12,LIAB,PC_GDP,EE,2005-01-01,193.5 
F,NCO,S12,LIAB,PC_GDP,EE,2006-01-01,185.4 
F,NCO,S12,LIAB,PC_GDP,EE,2007-01-01,197.0 
F,NCO,S12,LIAB,PC_GDP,EE,2008-01-01,202.0 
F,NCO,S12,LIAB,PC_GDP,EE,2009-01-01,217.4 
F,NCO,S12,LIAB,PC_GDP,EE,2010-01-01,190.3 
F,NCO,S12,LIAB,PC_GDP,EE,2011-01-01,167.8 
F,NCO,S12,LIAB,PC_GDP,EE,2012-01-01,172.3 
F,NCO,S12,LIAB,PC_GDP,EE,2013-01-01,180.2 
F,NCO,S12,LIAB,PC_GDP,EE,2014-01-01,192.5 
F,NCO,S12,LIAB,PC_GDP,EE,2015-01-01,203.1 
F,NCO,S12,LIAB,PC_GDP,EE,2016-01-01,206.8 
F,NCO,S12,LIAB,PC_GDP,EE,2017-01-01,208.2 
F,NCO,S12,LIAB,PC_GDP,EL,1995-01-01,139.7 
F,NCO,S12,LIAB,PC_GDP,EL,1996-01-01,140.6 
F,NCO,S12,LIAB,PC_GDP,EL,1997-01-01,141.1 
F,NCO,S12,LIAB,PC_GDP,EL,1998-01-01,150.9 
F,NCO,S12,LIAB,PC_GDP,EL,1999-01-01,204.2 
F,NCO,S12,LIAB,PC_GDP,EL,2000-01-01,189.9 
F,NCO,S12,LIAB,PC_GDP,EL,2001-01-01,178.0 
F,NCO,S12,LIAB,PC_GDP,EL,2002-01-01,165.9 
F,NCO,S12,LIAB,PC_GDP,EL,2003-01-01,165.8 
F,NCO,S12,LIAB,PC_GDP,EL,2004-01-01,166.2 
F,NCO,S12,LIAB,PC_GDP,EL,2005-01-01,189.1 
F,NCO,S12,LIAB,PC_GDP,EL,2006-01-01,197.7 
F,NCO,S12,LIAB,PC_GDP,EL,2007-01-01,226.2 
F,NCO,S12,LIAB,PC_GDP,EL,2008-01-01,227.1 
F,NCO,S12,LIAB,PC_GDP,EL,2009-01-01,254.7 
F,NCO,S12,LIAB,PC_GDP,EL,2010-01-01,290.3 
F,NCO,S12,LIAB,PC_GDP,EL,2011-01-01,305.3 
F,NCO,S12,LIAB,PC_GDP,EL,2012-01-01,322.5 
F,NCO,S12,LIAB,PC_GDP,EL,2013-01-01,281.3 
F,NCO,S12,LIAB,PC_GDP,EL,2014-01-01,261.2 
F,NCO,S12,LIAB,PC_GDP,EL,2015-01-01,305.3 
F,NCO,S12,LIAB,PC_GDP,EL,2016-01-01,257.7 
F,NCO,S12,LIAB,PC_GDP,EL,2017-01-01,220.0 
F,NCO,S12,LIAB,PC_GDP,ES,1995-01-01,212.3 
F,NCO,S12,LIAB,PC_GDP,ES,1996-01-01,222.6 
F,NCO,S12,LIAB,PC_GDP,ES,1997-01-01,239.6 
F,NCO,S12,LIAB,PC_GDP,ES,1998-01-01,250.9 
F,NCO,S12,LIAB,PC_GDP,ES,1999-01-01,262.2 
F,NCO,S12,LIAB,PC_GDP,ES,2000-01-01,260.7 
F,NCO,S12,LIAB,PC_GDP,ES,2001-01-01,259.1 
F,NCO,S12,LIAB,PC_GDP,ES,2002-01-01,255.1 
F,NCO,S12,LIAB,PC_GDP,ES,2003-01-01,278.0 
F,NCO,S12,LIAB,PC_GDP,ES,2004-01-01,301.4 
F,NCO,S12,LIAB,PC_GDP,ES,2005-01-01,349.5 
F,NCO,S12,LIAB,PC_GDP,ES,2006-01-01,387.3 
F,NCO,S12,LIAB,PC_GDP,ES,2007-01-01,421.8 
F,NCO,S12,LIAB,PC_GDP,ES,2008-01-01,424.1 
F,NCO,S12,LIAB,PC_GDP,ES,2009-01-01,455.6 
F,NCO,S12,LIAB,PC_GDP,ES,2010-01-01,446.6 
F,NCO,S12,LIAB,PC_GDP,ES,2011-01-01,464.5 
F,NCO,S12,LIAB,PC_GDP,ES,2012-01-01,491.9 
F,NCO,S12,LIAB,PC_GDP,ES,2013-01-01,444.2 
F,NCO,S12,LIAB,PC_GDP,ES,2014-01-01,437.4 
F,NCO,S12,LIAB,PC_GDP,ES,2015-01-01,414.6 
F,NCO,S12,LIAB,PC_GDP,ES,2016-01-01,403.7 
F,NCO,S12,LIAB,PC_GDP,ES,2017-01-01,402.6 
F,NCO,S12,LIAB,PC_GDP,FI,1995-01-01,154.8 
F,NCO,S12,LIAB,PC_GDP,FI,1996-01-01,148.5 
F,NCO,S12,LIAB,PC_GDP,FI,1997-01-01,153.7 
F,NCO,S12,LIAB,PC_GDP,FI,1998-01-01,148.2 
F,NCO,S12,LIAB,PC_GDP,FI,1999-01-01,163.1 
F,NCO,S12,LIAB,PC_GDP,FI,2000-01-01,157.9 
F,NCO,S12,LIAB,PC_GDP,FI,2001-01-01,163.9 
F,NCO,S12,LIAB,PC_GDP,FI,2002-01-01,166.5 
F,NCO,S12,LIAB,PC_GDP,FI,2003-01-01,185.5 
F,NCO,S12,LIAB,PC_GDP,FI,2004-01-01,201.3 
F,NCO,S12,LIAB,PC_GDP,FI,2005-01-01,221.1 
F,NCO,S12,LIAB,PC_GDP,FI,2006-01-01,235.8 
F,NCO,S12,LIAB,PC_GDP,FI,2007-01-01,240.4 
F,NCO,S12,LIAB,PC_GDP,FI,2008-01-01,270.3 
F,NCO,S12,LIAB,PC_GDP,FI,2009-01-01,311.7 
F,NCO,S12,LIAB,PC_GDP,FI,2010-01-01,361.7 
F,NCO,S12,LIAB,PC_GDP,FI,2011-01-01,442.7 
F,NCO,S12,LIAB,PC_GDP,FI,2012-01-01,430.3 
F,NCO,S12,LIAB,PC_GDP,FI,2013-01-01,373.8 
F,NCO,S12,LIAB,PC_GDP,FI,2014-01-01,404.1 
F,NCO,S12,LIAB,PC_GDP,FI,2015-01-01,401.5 
F,NCO,S12,LIAB,PC_GDP,FI,2016-01-01,404.5 
F,NCO,S12,LIAB,PC_GDP,FI,2017-01-01,375.6 
F,NCO,S12,LIAB,PC_GDP,FR,1995-01-01,315.3 
F,NCO,S12,LIAB,PC_GDP,FR,1996-01-01,327.0 
F,NCO,S12,LIAB,PC_GDP,FR,1997-01-01,348.1 
F,NCO,S12,LIAB,PC_GDP,FR,1998-01-01,351.7 
F,NCO,S12,LIAB,PC_GDP,FR,1999-01-01,389.4 
F,NCO,S12,LIAB,PC_GDP,FR,2000-01-01,393.5 
F,NCO,S12,LIAB,PC_GDP,FR,2001-01-01,396.3 
F,NCO,S12,LIAB,PC_GDP,FR,2002-01-01,388.8 
F,NCO,S12,LIAB,PC_GDP,FR,2003-01-01,404.5 
F,NCO,S12,LIAB,PC_GDP,FR,2004-01-01,425.2 
F,NCO,S12,LIAB,PC_GDP,FR,2005-01-01,471.8 
F,NCO,S12,LIAB,PC_GDP,FR,2006-01-01,519.8 
F,NCO,S12,LIAB,PC_GDP,FR,2007-01-01,558.4 
F,NCO,S12,LIAB,PC_GDP,FR,2008-01-01,555.4 
F,NCO,S12,LIAB,PC_GDP,FR,2009-01-01,568.0 
F,NCO,S12,LIAB,PC_GDP,FR,2010-01-01,570.8 
F,NCO,S12,LIAB,PC_GDP,FR,2011-01-01,591.7 
F,NCO,S12,LIAB,PC_GDP,FR,2012-01-01,591.4 
F,NCO,S12,LIAB,PC_GDP,FR,2013-01-01,586.3 
F,NCO,S12,LIAB,PC_GDP,FR,2014-01-01,609.5 
F,NCO,S12,LIAB,PC_GDP,FR,2015-01-01,609.0 
F,NCO,S12,LIAB,PC_GDP,FR,2016-01-01,627.8 
F,NCO,S12,LIAB,PC_GDP,FR,2017-01-01,636.7 
F,NCO,S12,LIAB,PC_GDP,HR,1995-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,1996-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,1997-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,1998-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,1999-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,2000-01-01,
F,NCO,S12,LIAB,PC_GDP,HR,2001-01-01,106.1 
F,NCO,S12,LIAB,PC_GDP,HR,2002-01-01,120.4 
F,NCO,S12,LIAB,PC_GDP,HR,2003-01-01,131.0 
F,NCO,S12,LIAB,PC_GDP,HR,2004-01-01,139.2 
F,NCO,S12,LIAB,PC_GDP,HR,2005-01-01,146.2 
F,NCO,S12,LIAB,PC_GDP,HR,2006-01-01,169.3 
F,NCO,S12,LIAB,PC_GDP,HR,2007-01-01,190.8 
F,NCO,S12,LIAB,PC_GDP,HR,2008-01-01,162.7 
F,NCO,S12,LIAB,PC_GDP,HR,2009-01-01,178.3 
F,NCO,S12,LIAB,PC_GDP,HR,2010-01-01,185.9 
F,NCO,S12,LIAB,PC_GDP,HR,2011-01-01,187.1 
F,NCO,S12,LIAB,PC_GDP,HR,2012-01-01,190.9 
F,NCO,S12,LIAB,PC_GDP,HR,2013-01-01,195.7 
F,NCO,S12,LIAB,PC_GDP,HR,2014-01-01,197.3 
F,NCO,S12,LIAB,PC_GDP,HR,2015-01-01,196.3 
F,NCO,S12,LIAB,PC_GDP,HR,2016-01-01,196.1 
F,NCO,S12,LIAB,PC_GDP,HR,2017-01-01,195.8 
F,NCO,S12,LIAB,PC_GDP,HU,1995-01-01,161.5 
F,NCO,S12,LIAB,PC_GDP,HU,1996-01-01,144.3 
F,NCO,S12,LIAB,PC_GDP,HU,1997-01-01,134.7 
F,NCO,S12,LIAB,PC_GDP,HU,1998-01-01,131.8 
F,NCO,S12,LIAB,PC_GDP,HU,1999-01-01,149.4 
F,NCO,S12,LIAB,PC_GDP,HU,2000-01-01,174.1 
F,NCO,S12,LIAB,PC_GDP,HU,2001-01-01,187.0 
F,NCO,S12,LIAB,PC_GDP,HU,2002-01-01,170.4 
F,NCO,S12,LIAB,PC_GDP,HU,2003-01-01,174.6 
F,NCO,S12,LIAB,PC_GDP,HU,2004-01-01,171.3 
F,NCO,S12,LIAB,PC_GDP,HU,2005-01-01,216.4 
F,NCO,S12,LIAB,PC_GDP,HU,2006-01-01,237.3 
F,NCO,S12,LIAB,PC_GDP,HU,2007-01-01,277.1 
F,NCO,S12,LIAB,PC_GDP,HU,2008-01-01,330.0 
F,NCO,S12,LIAB,PC_GDP,HU,2009-01-01,346.0 
F,NCO,S12,LIAB,PC_GDP,HU,2010-01-01,334.9 
F,NCO,S12,LIAB,PC_GDP,HU,2011-01-01,342.3 
F,NCO,S12,LIAB,PC_GDP,HU,2012-01-01,317.0 
F,NCO,S12,LIAB,PC_GDP,HU,2013-01-01,297.6 
F,NCO,S12,LIAB,PC_GDP,HU,2014-01-01,299.5 
F,NCO,S12,LIAB,PC_GDP,HU,2015-01-01,285.1 
F,NCO,S12,LIAB,PC_GDP,HU,2016-01-01,329.7 
F,NCO,S12,LIAB,PC_GDP,HU,2017-01-01,280.6 
F,NCO,S12,LIAB,PC_GDP,IE,1995-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,1996-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,1997-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,1998-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,1999-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,2000-01-01,
F,NCO,S12,LIAB,PC_GDP,IE,2001-01-01,883.4 
F,NCO,S12,LIAB,PC_GDP,IE,2002-01-01,875.4 
F,NCO,S12,LIAB,PC_GDP,IE,2003-01-01,1001.7 
F,NCO,S12,LIAB,PC_GDP,IE,2004-01-01,1121.6 
F,NCO,S12,LIAB,PC_GDP,IE,2005-01-01,1390.6 
F,NCO,S12,LIAB,PC_GDP,IE,2006-01-01,1555.4 
F,NCO,S12,LIAB,PC_GDP,IE,2007-01-01,1599.8 
F,NCO,S12,LIAB,PC_GDP,IE,2008-01-01,1788.8 
F,NCO,S12,LIAB,PC_GDP,IE,2009-01-01,2041.0 
F,NCO,S12,LIAB,PC_GDP,IE,2010-01-01,2201.1 
F,NCO,S12,LIAB,PC_GDP,IE,2011-01-01,2107.9 
F,NCO,S12,LIAB,PC_GDP,IE,2012-01-01,2021.9 
F,NCO,S12,LIAB,PC_GDP,IE,2013-01-01,2007.4 
F,NCO,S12,LIAB,PC_GDP,IE,2014-01-01,2210.9 
F,NCO,S12,LIAB,PC_GDP,IE,2015-01-01,1803.0 
F,NCO,S12,LIAB,PC_GDP,IE,2016-01-01,1758.7 
F,NCO,S12,LIAB,PC_GDP,IE,2017-01-01,1704.3 
F,NCO,S12,LIAB,PC_GDP,IT,1995-01-01,167.0 
F,NCO,S12,LIAB,PC_GDP,IT,1996-01-01,172.4 
F,NCO,S12,LIAB,PC_GDP,IT,1997-01-01,193.6 
F,NCO,S12,LIAB,PC_GDP,IT,1998-01-01,222.1 
F,NCO,S12,LIAB,PC_GDP,IT,1999-01-01,244.8 
F,NCO,S12,LIAB,PC_GDP,IT,2000-01-01,259.3 
F,NCO,S12,LIAB,PC_GDP,IT,2001-01-01,240.0 
F,NCO,S12,LIAB,PC_GDP,IT,2002-01-01,239.6 
F,NCO,S12,LIAB,PC_GDP,IT,2003-01-01,258.9 
F,NCO,S12,LIAB,PC_GDP,IT,2004-01-01,266.6 
F,NCO,S12,LIAB,PC_GDP,IT,2005-01-01,290.5 
F,NCO,S12,LIAB,PC_GDP,IT,2006-01-01,308.7 
F,NCO,S12,LIAB,PC_GDP,IT,2007-01-01,298.7 
F,NCO,S12,LIAB,PC_GDP,IT,2008-01-01,290.1 
F,NCO,S12,LIAB,PC_GDP,IT,2009-01-01,316.4 
F,NCO,S12,LIAB,PC_GDP,IT,2010-01-01,323.1 
F,NCO,S12,LIAB,PC_GDP,IT,2011-01-01,332.9 
F,NCO,S12,LIAB,PC_GDP,IT,2012-01-01,362.4 
F,NCO,S12,LIAB,PC_GDP,IT,2013-01-01,354.4 
F,NCO,S12,LIAB,PC_GDP,IT,2014-01-01,352.7 
F,NCO,S12,LIAB,PC_GDP,IT,2015-01-01,350.7 
F,NCO,S12,LIAB,PC_GDP,IT,2016-01-01,356.3 
F,NCO,S12,LIAB,PC_GDP,IT,2017-01-01,363.7 
F,NCO,S12,LIAB,PC_GDP,LT,1995-01-01,40.3 
F,NCO,S12,LIAB,PC_GDP,LT,1996-01-01,34.7 
F,NCO,S12,LIAB,PC_GDP,LT,1997-01-01,36.0 
F,NCO,S12,LIAB,PC_GDP,LT,1998-01-01,41.3 
F,NCO,S12,LIAB,PC_GDP,LT,1999-01-01,42.9 
F,NCO,S12,LIAB,PC_GDP,LT,2000-01-01,45.4 
F,NCO,S12,LIAB,PC_GDP,LT,2001-01-01,50.6 
F,NCO,S12,LIAB,PC_GDP,LT,2002-01-01,54.9 
F,NCO,S12,LIAB,PC_GDP,LT,2003-01-01,64.9 
F,NCO,S12,LIAB,PC_GDP,LT,2004-01-01,74.2 
F,NCO,S12,LIAB,PC_GDP,LT,2005-01-01,95.7 
F,NCO,S12,LIAB,PC_GDP,LT,2006-01-01,110.9 
F,NCO,S12,LIAB,PC_GDP,LT,2007-01-01,123.4 
F,NCO,S12,LIAB,PC_GDP,LT,2008-01-01,114.7 
F,NCO,S12,LIAB,PC_GDP,LT,2009-01-01,133.2 
F,NCO,S12,LIAB,PC_GDP,LT,2010-01-01,128.1 
F,NCO,S12,LIAB,PC_GDP,LT,2011-01-01,117.0 
F,NCO,S12,LIAB,PC_GDP,LT,2012-01-01,108.9 
F,NCO,S12,LIAB,PC_GDP,LT,2013-01-01,102.5 
