unit,s_adj,partner,stk_flow,bop_item,geotime,date,value
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2009-01-01,-7.7
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2010-01-01,-11.3
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2011-01-01,-4.1
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2012-01-01,-6.0
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2013-01-01,-4.9
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2014-01-01,-4.3
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2015-01-01,-1.5
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2016-01-01,-5.1
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2017-01-01,-8.4
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,1995-01-01,-2.3
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,1996-01-01,-6.2
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,1997-01-01,-5.8
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,1998-01-01,-1.9
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,1999-01-01,-2.3
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2000-01-01,-4.4
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2001-01-01,-4.8
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2002-01-01,-5.1
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2003-01-01,-5.7
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2004-01-01,-3.7
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2005-01-01,-2.1
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2006-01-01,-2.5
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2007-01-01,-4.6
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2008-01-01,-1.9
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2009-01-01,-2.3
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2010-01-01,-3.6
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2011-01-01,-2.1
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2012-01-01,-1.6
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2013-01-01,-0.5
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2014-01-01,0.2
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2015-01-01,0.2
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2016-01-01,1.6
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2017-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,DE,1995-01-01,-1.2
PC_GDP,NSA,WRL_REST,BAL,CA,DE,1996-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,1997-01-01,-0.5
PC_GDP,NSA,WRL_REST,BAL,CA,DE,1998-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,1999-01-01,-1.4
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2000-01-01,-1.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2001-01-01,-0.4
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2002-01-01,1.9
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2003-01-01,1.4
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2004-01-01,4.5
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2005-01-01,4.6
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2006-01-01,5.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2007-01-01,6.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2008-01-01,5.6
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2009-01-01,5.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2010-01-01,5.6
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2011-01-01,6.1
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2012-01-01,7.0
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2013-01-01,6.7
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2014-01-01,7.5
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2015-01-01,8.9
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2016-01-01,8.5
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2017-01-01,7.9
PC_GDP,NSA,WRL_REST,BAL,CA,DK,1995-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,1996-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,1997-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,1998-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,1999-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2000-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2001-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2002-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2003-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2004-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2005-01-01,4.2
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2006-01-01,3.3
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2007-01-01,1.4
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2008-01-01,2.9
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2009-01-01,3.5
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2010-01-01,6.6
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2011-01-01,6.6
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2012-01-01,6.3
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2013-01-01,7.8
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2014-01-01,8.9
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2015-01-01,8.3
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2016-01-01,8.0
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2017-01-01,8.1
PC_GDP,NSA,WRL_REST,BAL,CA,EE,1995-01-01,-4.0
PC_GDP,NSA,WRL_REST,BAL,CA,EE,1996-01-01,-8.2
PC_GDP,NSA,WRL_REST,BAL,CA,EE,1997-01-01,-11.2
PC_GDP,NSA,WRL_REST,BAL,CA,EE,1998-01-01,-8.6
PC_GDP,NSA,WRL_REST,BAL,CA,EE,1999-01-01,-4.3
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2000-01-01,-5.4
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2001-01-01,-7.1
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2002-01-01,-11.1
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2003-01-01,-12.9
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2004-01-01,-12.0
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2005-01-01,-8.7
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2006-01-01,-15.0
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2007-01-01,-15.0
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2008-01-01,-8.7
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2009-01-01,2.5
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2010-01-01,1.8
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2011-01-01,1.3
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2012-01-01,-1.9
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2013-01-01,0.5
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2014-01-01,0.8
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2015-01-01,1.8
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2016-01-01,2.0
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2017-01-01,3.2
PC_GDP,NSA,WRL_REST,BAL,CA,EL,1995-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,1996-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,1997-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,1998-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,1999-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2000-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2001-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2002-01-01,-6.8
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2003-01-01,-8.5
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2004-01-01,-7.7
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2005-01-01,-8.9
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2006-01-01,-11.5
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2007-01-01,-15.2
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2008-01-01,-15.1
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2009-01-01,-12.3
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2010-01-01,-11.4
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2011-01-01,-10.0
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2012-01-01,-3.8
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2013-01-01,-2.0
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2014-01-01,-1.6
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2015-01-01,-0.2
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2016-01-01,-1.3
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2017-01-01,-1.0
PC_GDP,NSA,WRL_REST,BAL,CA,ES,1995-01-01,-0.9
PC_GDP,NSA,WRL_REST,BAL,CA,ES,1996-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,ES,1997-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,ES,1998-01-01,-1.7
PC_GDP,NSA,WRL_REST,BAL,CA,ES,1999-01-01,-3.3
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2000-01-01,-4.4
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2001-01-01,-4.4
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2002-01-01,-3.7
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2003-01-01,-3.9
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2004-01-01,-5.6
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2005-01-01,-7.5
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2006-01-01,-9.0
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2007-01-01,-9.6
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2008-01-01,-9.3
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2009-01-01,-4.3
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2010-01-01,-3.9
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2011-01-01,-3.2
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2012-01-01,-0.2
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2013-01-01,1.5
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2014-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2015-01-01,1.2
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2016-01-01,2.3
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2017-01-01,1.8
PC_GDP,NSA,WRL_REST,BAL,CA,FI,1995-01-01,4.0
PC_GDP,NSA,WRL_REST,BAL,CA,FI,1996-01-01,3.8
PC_GDP,NSA,WRL_REST,BAL,CA,FI,1997-01-01,5.1
PC_GDP,NSA,WRL_REST,BAL,CA,FI,1998-01-01,5.2
PC_GDP,NSA,WRL_REST,BAL,CA,FI,1999-01-01,5.2
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2000-01-01,7.5
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2001-01-01,8.1
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2002-01-01,8.2
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2003-01-01,4.6
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2004-01-01,5.8
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2005-01-01,3.0
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2006-01-01,3.7
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2007-01-01,3.7
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2008-01-01,2.1
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2009-01-01,1.6
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2010-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2011-01-01,-1.7
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2012-01-01,-2.3
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2013-01-01,-2.2
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2014-01-01,-1.8
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2015-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2016-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2017-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,FR,1995-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,1996-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,1997-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,1998-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,1999-01-01,3.4
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2000-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2001-01-01,1.6
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2002-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2003-01-01,0.8
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2004-01-01,0.5
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2005-01-01,0.1
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2006-01-01,0.3
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2007-01-01,-0.1
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2008-01-01,-0.7
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2009-01-01,-0.6
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2010-01-01,-0.6
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2011-01-01,-0.9
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2012-01-01,-1.0
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2013-01-01,-0.5
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2014-01-01,-1.0
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2015-01-01,-0.4
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2016-01-01,-0.8
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2017-01-01,-0.6
PC_GDP,NSA,WRL_REST,BAL,CA,HR,1995-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,1996-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,1997-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,1998-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,1999-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2000-01-01,-2.3
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2001-01-01,-3.1
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2002-01-01,-7.2
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2003-01-01,-6.1
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2004-01-01,-4.3
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2005-01-01,-5.3
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2006-01-01,-6.7
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2007-01-01,-7.3
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2008-01-01,-9.0
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2009-01-01,-5.3
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2010-01-01,-1.2
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2011-01-01,-0.8
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2012-01-01,-0.2
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2013-01-01,0.9
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2014-01-01,1.9
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2015-01-01,4.4
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2016-01-01,2.5
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2017-01-01,3.9
PC_GDP,NSA,WRL_REST,BAL,CA,HU,1995-01-01,-3.1
PC_GDP,NSA,WRL_REST,BAL,CA,HU,1996-01-01,-3.7
PC_GDP,NSA,WRL_REST,BAL,CA,HU,1997-01-01,-4.0
PC_GDP,NSA,WRL_REST,BAL,CA,HU,1998-01-01,-7.1
PC_GDP,NSA,WRL_REST,BAL,CA,HU,1999-01-01,-7.9
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2000-01-01,-8.5
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2001-01-01,-5.8
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2002-01-01,-6.3
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2003-01-01,-8.0
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2004-01-01,-8.5
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2005-01-01,-7.0
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2006-01-01,-7.0
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2007-01-01,-7.1
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2008-01-01,-7.0
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2009-01-01,-0.8
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2010-01-01,0.3
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2011-01-01,0.8
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2012-01-01,1.7
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2013-01-01,3.8
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2014-01-01,1.5
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2015-01-01,2.7
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2016-01-01,6.2
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2017-01-01,3.2
PC_GDP,NSA,WRL_REST,BAL,CA,IE,1995-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,1996-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,1997-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,1998-01-01,0.8
PC_GDP,NSA,WRL_REST,BAL,CA,IE,1999-01-01,0.2
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2000-01-01,0.6
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2001-01-01,0.2
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2002-01-01,0.2
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2003-01-01,0.5
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2004-01-01,-0.1
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2005-01-01,-3.5
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2006-01-01,-5.4
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2007-01-01,-6.5
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2008-01-01,-6.9
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2009-01-01,-5.6
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2010-01-01,-2.0
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2011-01-01,-2.4
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2012-01-01,-2.6
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2013-01-01,1.5
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2014-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2015-01-01,4.4
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2016-01-01,-4.2
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2017-01-01,8.5
PC_GDP,NSA,WRL_REST,BAL,CA,IT,1995-01-01,2.1
PC_GDP,NSA,WRL_REST,BAL,CA,IT,1996-01-01,2.9
PC_GDP,NSA,WRL_REST,BAL,CA,IT,1997-01-01,2.6
PC_GDP,NSA,WRL_REST,BAL,CA,IT,1998-01-01,1.7
PC_GDP,NSA,WRL_REST,BAL,CA,IT,1999-01-01,1.1
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2000-01-01,0.1
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2001-01-01,0.5
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2002-01-01,-0.3
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2003-01-01,-0.6
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2004-01-01,-0.3
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2005-01-01,-0.9
