unit,indic_eu,geotime,date,value
PC_GDP,T2020_20,BA,2012-01-01,0
PC_GDP,T2020_20,BA,2013-01-01,0
PC_GDP,T2020_20,BA,2014-01-01,0
PC_GDP,T2020_20,BA,2015-01-01,
PC_GDP,T2020_20,BA,2016-01-01,
PC_GDP,T2020_20,BE,1990-01-01,
PC_GDP,T2020_20,BE,1991-01-01,
PC_GDP,T2020_20,BE,1992-01-01,
PC_GDP,T2020_20,BE,1993-01-01,
PC_GDP,T2020_20,BE,1994-01-01,
PC_GDP,T2020_20,BE,1995-01-01,1
PC_GDP,T2020_20,BE,1996-01-01,1
PC_GDP,T2020_20,BE,1997-01-01,1
PC_GDP,T2020_20,BE,1998-01-01,1
PC_GDP,T2020_20,BE,1999-01-01,1
PC_GDP,T2020_20,BE,2000-01-01,1
PC_GDP,T2020_20,BE,2001-01-01,2
PC_GDP,T2020_20,BE,2002-01-01,1
PC_GDP,T2020_20,BE,2003-01-01,1
PC_GDP,T2020_20,BE,2004-01-01,1
PC_GDP,T2020_20,BE,2005-01-01,1
PC_GDP,T2020_20,BE,2006-01-01,1
PC_GDP,T2020_20,BE,2007-01-01,1
PC_GDP,T2020_20,BE,2008-01-01,1
PC_GDP,T2020_20,BE,2009-01-01,1
PC_GDP,T2020_20,BE,2010-01-01,2
PC_GDP,T2020_20,BE,2011-01-01,2
PC_GDP,T2020_20,BE,2012-01-01,2
PC_GDP,T2020_20,BE,2013-01-01,2
PC_GDP,T2020_20,BE,2014-01-01,2
PC_GDP,T2020_20,BE,2015-01-01,2
PC_GDP,T2020_20,BE,2016-01-01,2
PC_GDP,T2020_20,BG,1990-01-01,
PC_GDP,T2020_20,BG,1991-01-01,
PC_GDP,T2020_20,BG,1992-01-01,
PC_GDP,T2020_20,BG,1993-01-01,
PC_GDP,T2020_20,BG,1994-01-01,
PC_GDP,T2020_20,BG,1995-01-01,0
PC_GDP,T2020_20,BG,1996-01-01,0
PC_GDP,T2020_20,BG,1997-01-01,0
PC_GDP,T2020_20,BG,1998-01-01,0
PC_GDP,T2020_20,BG,1999-01-01,0
PC_GDP,T2020_20,BG,2000-01-01,0
PC_GDP,T2020_20,BG,2001-01-01,0
PC_GDP,T2020_20,BG,2002-01-01,0
PC_GDP,T2020_20,BG,2003-01-01,0
PC_GDP,T2020_20,BG,2004-01-01,0
PC_GDP,T2020_20,BG,2005-01-01,0
PC_GDP,T2020_20,BG,2006-01-01,0
PC_GDP,T2020_20,BG,2007-01-01,0
PC_GDP,T2020_20,BG,2008-01-01,0
PC_GDP,T2020_20,BG,2009-01-01,0
PC_GDP,T2020_20,BG,2010-01-01,0
PC_GDP,T2020_20,BG,2011-01-01,0
PC_GDP,T2020_20,BG,2012-01-01,0
PC_GDP,T2020_20,BG,2013-01-01,0
PC_GDP,T2020_20,BG,2014-01-01,0
PC_GDP,T2020_20,BG,2015-01-01,0
PC_GDP,T2020_20,BG,2016-01-01,0
PC_GDP,T2020_20,CH,1990-01-01,
PC_GDP,T2020_20,CH,1991-01-01,
PC_GDP,T2020_20,CH,1992-01-01,2
PC_GDP,T2020_20,CH,1993-01-01,
PC_GDP,T2020_20,CH,1994-01-01,
PC_GDP,T2020_20,CH,1995-01-01,
PC_GDP,T2020_20,CH,1996-01-01,2
PC_GDP,T2020_20,CH,1997-01-01,
PC_GDP,T2020_20,CH,1998-01-01,
PC_GDP,T2020_20,CH,1999-01-01,
PC_GDP,T2020_20,CH,2000-01-01,2
PC_GDP,T2020_20,CH,2001-01-01,
PC_GDP,T2020_20,CH,2002-01-01,
PC_GDP,T2020_20,CH,2003-01-01,
PC_GDP,T2020_20,CH,2004-01-01,2
PC_GDP,T2020_20,CH,2005-01-01,
PC_GDP,T2020_20,CH,2006-01-01,
PC_GDP,T2020_20,CH,2007-01-01,
PC_GDP,T2020_20,CH,2008-01-01,2
PC_GDP,T2020_20,CH,2009-01-01,
PC_GDP,T2020_20,CH,2010-01-01,
PC_GDP,T2020_20,CH,2011-01-01,
PC_GDP,T2020_20,CH,2012-01-01,3
PC_GDP,T2020_20,CH,2013-01-01,
PC_GDP,T2020_20,CH,2014-01-01,
PC_GDP,T2020_20,CH,2015-01-01,3
PC_GDP,T2020_20,CH,2016-01-01,
PC_GDP,T2020_20,CY,1990-01-01,
PC_GDP,T2020_20,CY,1991-01-01,
PC_GDP,T2020_20,CY,1992-01-01,
PC_GDP,T2020_20,CY,1993-01-01,
PC_GDP,T2020_20,CY,1994-01-01,
PC_GDP,T2020_20,CY,1995-01-01,
PC_GDP,T2020_20,CY,1996-01-01,
PC_GDP,T2020_20,CY,1997-01-01,
PC_GDP,T2020_20,CY,1998-01-01,0
PC_GDP,T2020_20,CY,1999-01-01,0
PC_GDP,T2020_20,CY,2000-01-01,0
PC_GDP,T2020_20,CY,2001-01-01,0
PC_GDP,T2020_20,CY,2002-01-01,0
PC_GDP,T2020_20,CY,2003-01-01,0
PC_GDP,T2020_20,CY,2004-01-01,0
PC_GDP,T2020_20,CY,2005-01-01,0
PC_GDP,T2020_20,CY,2006-01-01,0
PC_GDP,T2020_20,CY,2007-01-01,0
PC_GDP,T2020_20,CY,2008-01-01,0
PC_GDP,T2020_20,CY,2009-01-01,0
PC_GDP,T2020_20,CY,2010-01-01,0
PC_GDP,T2020_20,CY,2011-01-01,0
PC_GDP,T2020_20,CY,2012-01-01,0
PC_GDP,T2020_20,CY,2013-01-01,0
PC_GDP,T2020_20,CY,2014-01-01,0
PC_GDP,T2020_20,CY,2015-01-01,0
PC_GDP,T2020_20,CY,2016-01-01,0
PC_GDP,T2020_20,CZ,1990-01-01,
PC_GDP,T2020_20,CZ,1991-01-01,
PC_GDP,T2020_20,CZ,1992-01-01,
PC_GDP,T2020_20,CZ,1993-01-01,
PC_GDP,T2020_20,CZ,1994-01-01,
PC_GDP,T2020_20,CZ,1995-01-01,0
PC_GDP,T2020_20,CZ,1996-01-01,0
PC_GDP,T2020_20,CZ,1997-01-01,0
PC_GDP,T2020_20,CZ,1998-01-01,1
PC_GDP,T2020_20,CZ,1999-01-01,1
PC_GDP,T2020_20,CZ,2000-01-01,1
PC_GDP,T2020_20,CZ,2001-01-01,1
PC_GDP,T2020_20,CZ,2002-01-01,1
PC_GDP,T2020_20,CZ,2003-01-01,1
PC_GDP,T2020_20,CZ,2004-01-01,1
PC_GDP,T2020_20,CZ,2005-01-01,1
PC_GDP,T2020_20,CZ,2006-01-01,1
PC_GDP,T2020_20,CZ,2007-01-01,1
PC_GDP,T2020_20,CZ,2008-01-01,1
PC_GDP,T2020_20,CZ,2009-01-01,1
PC_GDP,T2020_20,CZ,2010-01-01,1
PC_GDP,T2020_20,CZ,2011-01-01,1
PC_GDP,T2020_20,CZ,2012-01-01,1
PC_GDP,T2020_20,CZ,2013-01-01,1
PC_GDP,T2020_20,CZ,2014-01-01,1
PC_GDP,T2020_20,CZ,2015-01-01,1
PC_GDP,T2020_20,CZ,2016-01-01,1
PC_GDP,T2020_20,DE,1990-01-01,
PC_GDP,T2020_20,DE,1991-01-01,2
PC_GDP,T2020_20,DE,1992-01-01,2
PC_GDP,T2020_20,DE,1993-01-01,2
PC_GDP,T2020_20,DE,1994-01-01,2
PC_GDP,T2020_20,DE,1995-01-01,2
PC_GDP,T2020_20,DE,1996-01-01,2
PC_GDP,T2020_20,DE,1997-01-01,2
PC_GDP,T2020_20,DE,1998-01-01,2
PC_GDP,T2020_20,DE,1999-01-01,2
PC_GDP,T2020_20,DE,2000-01-01,2
PC_GDP,T2020_20,DE,2001-01-01,2
PC_GDP,T2020_20,DE,2002-01-01,2
PC_GDP,T2020_20,DE,2003-01-01,2
PC_GDP,T2020_20,DE,2004-01-01,2
PC_GDP,T2020_20,DE,2005-01-01,2
PC_GDP,T2020_20,DE,2006-01-01,2
PC_GDP,T2020_20,DE,2007-01-01,2
PC_GDP,T2020_20,DE,2008-01-01,2
PC_GDP,T2020_20,DE,2009-01-01,2
PC_GDP,T2020_20,DE,2010-01-01,2
PC_GDP,T2020_20,DE,2011-01-01,2
PC_GDP,T2020_20,DE,2012-01-01,2
PC_GDP,T2020_20,DE,2013-01-01,2
PC_GDP,T2020_20,DE,2014-01-01,2
PC_GDP,T2020_20,DE,2015-01-01,2
PC_GDP,T2020_20,DE,2016-01-01,2
PC_GDP,T2020_20,DK,1990-01-01,1
PC_GDP,T2020_20,DK,1991-01-01,1
PC_GDP,T2020_20,DK,1992-01-01,1
PC_GDP,T2020_20,DK,1993-01-01,1
PC_GDP,T2020_20,DK,1994-01-01,
PC_GDP,T2020_20,DK,1995-01-01,1
PC_GDP,T2020_20,DK,1996-01-01,1
PC_GDP,T2020_20,DK,1997-01-01,1
PC_GDP,T2020_20,DK,1998-01-01,2
PC_GDP,T2020_20,DK,1999-01-01,2
PC_GDP,T2020_20,DK,2000-01-01,2
PC_GDP,T2020_20,DK,2001-01-01,2
PC_GDP,T2020_20,DK,2002-01-01,2
PC_GDP,T2020_20,DK,2003-01-01,2
PC_GDP,T2020_20,DK,2004-01-01,2
PC_GDP,T2020_20,DK,2005-01-01,2
PC_GDP,T2020_20,DK,2006-01-01,2
PC_GDP,T2020_20,DK,2007-01-01,2
PC_GDP,T2020_20,DK,2008-01-01,2
PC_GDP,T2020_20,DK,2009-01-01,3
PC_GDP,T2020_20,DK,2010-01-01,2
PC_GDP,T2020_20,DK,2011-01-01,2
PC_GDP,T2020_20,DK,2012-01-01,2
PC_GDP,T2020_20,DK,2013-01-01,2
PC_GDP,T2020_20,DK,2014-01-01,2
PC_GDP,T2020_20,DK,2015-01-01,2
PC_GDP,T2020_20,DK,2016-01-01,2
PC_GDP,T2020_20,EA19,1990-01-01,
PC_GDP,T2020_20,EA19,1991-01-01,
PC_GDP,T2020_20,EA19,1992-01-01,
PC_GDP,T2020_20,EA19,1993-01-01,
PC_GDP,T2020_20,EA19,1994-01-01,
PC_GDP,T2020_20,EA19,1995-01-01,
PC_GDP,T2020_20,EA19,1996-01-01,
PC_GDP,T2020_20,EA19,1997-01-01,
PC_GDP,T2020_20,EA19,1998-01-01,
PC_GDP,T2020_20,EA19,1999-01-01,
PC_GDP,T2020_20,EA19,2000-01-01,1
PC_GDP,T2020_20,EA19,2001-01-01,1
PC_GDP,T2020_20,EA19,2002-01-01,1
PC_GDP,T2020_20,EA19,2003-01-01,1
PC_GDP,T2020_20,EA19,2004-01-01,1
PC_GDP,T2020_20,EA19,2005-01-01,1
PC_GDP,T2020_20,EA19,2006-01-01,1
PC_GDP,T2020_20,EA19,2007-01-01,1
PC_GDP,T2020_20,EA19,2008-01-01,1
PC_GDP,T2020_20,EA19,2009-01-01,1
PC_GDP,T2020_20,EA19,2010-01-01,1
PC_GDP,T2020_20,EA19,2011-01-01,2
PC_GDP,T2020_20,EA19,2012-01-01,2
PC_GDP,T2020_20,EA19,2013-01-01,2
PC_GDP,T2020_20,EA19,2014-01-01,2
PC_GDP,T2020_20,EA19,2015-01-01,2
PC_GDP,T2020_20,EA19,2016-01-01,2
PC_GDP,T2020_20,EE,1990-01-01,
PC_GDP,T2020_20,EE,1991-01-01,
PC_GDP,T2020_20,EE,1992-01-01,
PC_GDP,T2020_20,EE,1993-01-01,
PC_GDP,T2020_20,EE,1994-01-01,
PC_GDP,T2020_20,EE,1995-01-01,
PC_GDP,T2020_20,EE,1996-01-01,
PC_GDP,T2020_20,EE,1997-01-01,
PC_GDP,T2020_20,EE,1998-01-01,0
PC_GDP,T2020_20,EE,1999-01-01,0
PC_GDP,T2020_20,EE,2000-01-01,0
PC_GDP,T2020_20,EE,2001-01-01,0
PC_GDP,T2020_20,EE,2002-01-01,0
PC_GDP,T2020_20,EE,2003-01-01,0
PC_GDP,T2020_20,EE,2004-01-01,0
PC_GDP,T2020_20,EE,2005-01-01,0
PC_GDP,T2020_20,EE,2006-01-01,1
PC_GDP,T2020_20,EE,2007-01-01,1
PC_GDP,T2020_20,EE,2008-01-01,1
PC_GDP,T2020_20,EE,2009-01-01,1
PC_GDP,T2020_20,EE,2010-01-01,1
PC_GDP,T2020_20,EE,2011-01-01,2
PC_GDP,T2020_20,EE,2012-01-01,2
PC_GDP,T2020_20,EE,2013-01-01,1
PC_GDP,T2020_20,EE,2014-01-01,1
PC_GDP,T2020_20,EE,2015-01-01,1
PC_GDP,T2020_20,EE,2016-01-01,1
PC_GDP,T2020_20,EL,1990-01-01,
PC_GDP,T2020_20,EL,1991-01-01,
PC_GDP,T2020_20,EL,1992-01-01,
PC_GDP,T2020_20,EL,1993-01-01,
PC_GDP,T2020_20,EL,1994-01-01,
PC_GDP,T2020_20,EL,1995-01-01,0
PC_GDP,T2020_20,EL,1996-01-01,
PC_GDP,T2020_20,EL,1997-01-01,0
PC_GDP,T2020_20,EL,1998-01-01,
PC_GDP,T2020_20,EL,1999-01-01,0
PC_GDP,T2020_20,EL,2000-01-01,
PC_GDP,T2020_20,EL,2001-01-01,0
PC_GDP,T2020_20,EL,2002-01-01,
PC_GDP,T2020_20,EL,2003-01-01,0
PC_GDP,T2020_20,EL,2004-01-01,0
PC_GDP,T2020_20,EL,2005-01-01,0
PC_GDP,T2020_20,EL,2006-01-01,0
PC_GDP,T2020_20,EL,2007-01-01,0
PC_GDP,T2020_20,EL,2008-01-01,0
PC_GDP,T2020_20,EL,2009-01-01,0
PC_GDP,T2020_20,EL,2010-01-01,0
PC_GDP,T2020_20,EL,2011-01-01,0
PC_GDP,T2020_20,EL,2012-01-01,0
PC_GDP,T2020_20,EL,2013-01-01,0
PC_GDP,T2020_20,EL,2014-01-01,0
PC_GDP,T2020_20,EL,2015-01-01,0
PC_GDP,T2020_20,EL,2016-01-01,1
PC_GDP,T2020_20,ES,1990-01-01,
PC_GDP,T2020_20,ES,1991-01-01,
PC_GDP,T2020_20,ES,1992-01-01,
PC_GDP,T2020_20,ES,1993-01-01,
PC_GDP,T2020_20,ES,1994-01-01,
PC_GDP,T2020_20,ES,1995-01-01,0
PC_GDP,T2020_20,ES,1996-01-01,0
PC_GDP,T2020_20,ES,1997-01-01,0
PC_GDP,T2020_20,ES,1998-01-01,0
PC_GDP,T2020_20,ES,1999-01-01,0
PC_GDP,T2020_20,ES,2000-01-01,0
PC_GDP,T2020_20,ES,2001-01-01,0
PC_GDP,T2020_20,ES,2002-01-01,0
PC_GDP,T2020_20,ES,2003-01-01,1
PC_GDP,T2020_20,ES,2004-01-01,1
PC_GDP,T2020_20,ES,2005-01-01,1
PC_GDP,T2020_20,ES,2006-01-01,1
PC_GDP,T2020_20,ES,2007-01-01,1
PC_GDP,T2020_20,ES,2008-01-01,1
PC_GDP,T2020_20,ES,2009-01-01,1
PC_GDP,T2020_20,ES,2010-01-01,1
PC_GDP,T2020_20,ES,2011-01-01,1
PC_GDP,T2020_20,ES,2012-01-01,1
PC_GDP,T2020_20,ES,2013-01-01,1
PC_GDP,T2020_20,ES,2014-01-01,1
PC_GDP,T2020_20,ES,2015-01-01,1
PC_GDP,T2020_20,ES,2016-01-01,1
PC_GDP,T2020_20,EU27,1990-01-01,
PC_GDP,T2020_20,EU27,1991-01-01,
PC_GDP,T2020_20,EU27,1992-01-01,
PC_GDP,T2020_20,EU27,1993-01-01,
PC_GDP,T2020_20,EU27,1994-01-01,
PC_GDP,T2020_20,EU27,1995-01-01,
PC_GDP,T2020_20,EU27,1996-01-01,
PC_GDP,T2020_20,EU27,1997-01-01,
PC_GDP,T2020_20,EU27,1998-01-01,
PC_GDP,T2020_20,EU27,1999-01-01,
PC_GDP,T2020_20,EU27,2000-01-01,
PC_GDP,T2020_20,EU27,2001-01-01,
PC_GDP,T2020_20,EU27,2002-01-01,
PC_GDP,T2020_20,EU27,2003-01-01,
PC_GDP,T2020_20,EU27,2004-01-01,
PC_GDP,T2020_20,EU27,2005-01-01,
PC_GDP,T2020_20,EU27,2006-01-01,
PC_GDP,T2020_20,EU27,2007-01-01,
PC_GDP,T2020_20,EU27,2008-01-01,
PC_GDP,T2020_20,EU27,2009-01-01,
PC_GDP,T2020_20,EU27,2010-01-01,
PC_GDP,T2020_20,EU27,2011-01-01,
PC_GDP,T2020_20,EU27,2012-01-01,
PC_GDP,T2020_20,EU27,2013-01-01,
PC_GDP,T2020_20,EU27,2014-01-01,
PC_GDP,T2020_20,EU27,2015-01-01,
PC_GDP,T2020_20,EU27,2016-01-01,
PC_GDP,T2020_20,EU28,1990-01-01,
PC_GDP,T2020_20,EU28,1991-01-01,
PC_GDP,T2020_20,EU28,1992-01-01,
PC_GDP,T2020_20,EU28,1993-01-01,
PC_GDP,T2020_20,EU28,1994-01-01,
PC_GDP,T2020_20,EU28,1995-01-01,
PC_GDP,T2020_20,EU28,1996-01-01,
PC_GDP,T2020_20,EU28,1997-01-01,
PC_GDP,T2020_20,EU28,1998-01-01,
PC_GDP,T2020_20,EU28,1999-01-01,
PC_GDP,T2020_20,EU28,2000-01-01,1
PC_GDP,T2020_20,EU28,2001-01-01,1
PC_GDP,T2020_20,EU28,2002-01-01,1
PC_GDP,T2020_20,EU28,2003-01-01,1
PC_GDP,T2020_20,EU28,2004-01-01,1
PC_GDP,T2020_20,EU28,2005-01-01,1
PC_GDP,T2020_20,EU28,2006-01-01,1
PC_GDP,T2020_20,EU28,2007-01-01,1
PC_GDP,T2020_20,EU28,2008-01-01,1
PC_GDP,T2020_20,EU28,2009-01-01,1
PC_GDP,T2020_20,EU28,2010-01-01,1
PC_GDP,T2020_20,EU28,2011-01-01,1
PC_GDP,T2020_20,EU28,2012-01-01,2
PC_GDP,T2020_20,EU28,2013-01-01,2
PC_GDP,T2020_20,EU28,2014-01-01,2
PC_GDP,T2020_20,EU28,2015-01-01,2
PC_GDP,T2020_20,EU28,2016-01-01,2
PC_GDP,T2020_20,FI,1990-01-01,1
PC_GDP,T2020_20,FI,1991-01-01,1
PC_GDP,T2020_20,FI,1992-01-01,2
PC_GDP,T2020_20,FI,1993-01-01,2
PC_GDP,T2020_20,FI,1994-01-01,2
PC_GDP,T2020_20,FI,1995-01-01,2
PC_GDP,T2020_20,FI,1996-01-01,2
PC_GDP,T2020_20,FI,1997-01-01,2
PC_GDP,T2020_20,FI,1998-01-01,2
PC_GDP,T2020_20,FI,1999-01-01,3
PC_GDP,T2020_20,FI,2000-01-01,3
PC_GDP,T2020_20,FI,2001-01-01,3
PC_GDP,T2020_20,FI,2002-01-01,3
PC_GDP,T2020_20,FI,2003-01-01,3
PC_GDP,T2020_20,FI,2004-01-01,3
PC_GDP,T2020_20,FI,2005-01-01,3
PC_GDP,T2020_20,FI,2006-01-01,3
PC_GDP,T2020_20,FI,2007-01-01,3
PC_GDP,T2020_20,FI,2008-01-01,3
PC_GDP,T2020_20,FI,2009-01-01,3
PC_GDP,T2020_20,FI,2010-01-01,3
PC_GDP,T2020_20,FI,2011-01-01,3
PC_GDP,T2020_20,FI,2012-01-01,3
PC_GDP,T2020_20,FI,2013-01-01,3
PC_GDP,T2020_20,FI,2014-01-01,3
PC_GDP,T2020_20,FI,2015-01-01,2
PC_GDP,T2020_20,FI,2016-01-01,2
PC_GDP,T2020_20,FR,1990-01-01,2
PC_GDP,T2020_20,FR,1991-01-01,2
PC_GDP,T2020_20,FR,1992-01-01,2
PC_GDP,T2020_20,FR,1993-01-01,2
PC_GDP,T2020_20,FR,1994-01-01,2
PC_GDP,T2020_20,FR,1995-01-01,2
PC_GDP,T2020_20,FR,1996-01-01,2
PC_GDP,T2020_20,FR,1997-01-01,2
PC_GDP,T2020_20,FR,1998-01-01,2
PC_GDP,T2020_20,FR,1999-01-01,2
PC_GDP,T2020_20,FR,2000-01-01,2
PC_GDP,T2020_20,FR,2001-01-01,2
PC_GDP,T2020_20,FR,2002-01-01,2
PC_GDP,T2020_20,FR,2003-01-01,2
PC_GDP,T2020_20,FR,2004-01-01,2
PC_GDP,T2020_20,FR,2005-01-01,2
PC_GDP,T2020_20,FR,2006-01-01,2
PC_GDP,T2020_20,FR,2007-01-01,2
PC_GDP,T2020_20,FR,2008-01-01,2
PC_GDP,T2020_20,FR,2009-01-01,2
PC_GDP,T2020_20,FR,2010-01-01,2
PC_GDP,T2020_20,FR,2011-01-01,2
PC_GDP,T2020_20,FR,2012-01-01,2
PC_GDP,T2020_20,FR,2013-01-01,2
PC_GDP,T2020_20,FR,2014-01-01,2
PC_GDP,T2020_20,FR,2015-01-01,2
PC_GDP,T2020_20,FR,2016-01-01,2
PC_GDP,T2020_20,HR,1990-01-01,
PC_GDP,T2020_20,HR,1991-01-01,
PC_GDP,T2020_20,HR,1992-01-01,
PC_GDP,T2020_20,HR,1993-01-01,
PC_GDP,T2020_20,HR,1994-01-01,
PC_GDP,T2020_20,HR,1995-01-01,
PC_GDP,T2020_20,HR,1996-01-01,
PC_GDP,T2020_20,HR,1997-01-01,
PC_GDP,T2020_20,HR,1998-01-01,
PC_GDP,T2020_20,HR,1999-01-01,
PC_GDP,T2020_20,HR,2000-01-01,
PC_GDP,T2020_20,HR,2001-01-01,
PC_GDP,T2020_20,HR,2002-01-01,0
PC_GDP,T2020_20,HR,2003-01-01,0
PC_GDP,T2020_20,HR,2004-01-01,1
PC_GDP,T2020_20,HR,2005-01-01,0
PC_GDP,T2020_20,HR,2006-01-01,0
PC_GDP,T2020_20,HR,2007-01-01,0
PC_GDP,T2020_20,HR,2008-01-01,0
PC_GDP,T2020_20,HR,2009-01-01,0
PC_GDP,T2020_20,HR,2010-01-01,0
PC_GDP,T2020_20,HR,2011-01-01,0
PC_GDP,T2020_20,HR,2012-01-01,0
PC_GDP,T2020_20,HR,2013-01-01,0
PC_GDP,T2020_20,HR,2014-01-01,0
PC_GDP,T2020_20,HR,2015-01-01,0
PC_GDP,T2020_20,HR,2016-01-01,0
PC_GDP,T2020_20,HU,1990-01-01,
PC_GDP,T2020_20,HU,1991-01-01,
PC_GDP,T2020_20,HU,1992-01-01,
PC_GDP,T2020_20,HU,1993-01-01,
PC_GDP,T2020_20,HU,1994-01-01,
PC_GDP,T2020_20,HU,1995-01-01,0
PC_GDP,T2020_20,HU,1996-01-01,0
PC_GDP,T2020_20,HU,1997-01-01,0
PC_GDP,T2020_20,HU,1998-01-01,0
PC_GDP,T2020_20,HU,1999-01-01,0
PC_GDP,T2020_20,HU,2000-01-01,0
PC_GDP,T2020_20,HU,2001-01-01,0
PC_GDP,T2020_20,HU,2002-01-01,0
PC_GDP,T2020_20,HU,2003-01-01,0
PC_GDP,T2020_20,HU,2004-01-01,0
PC_GDP,T2020_20,HU,2005-01-01,0
PC_GDP,T2020_20,HU,2006-01-01,0
PC_GDP,T2020_20,HU,2007-01-01,0
PC_GDP,T2020_20,HU,2008-01-01,0
PC_GDP,T2020_20,HU,2009-01-01,1
PC_GDP,T2020_20,HU,2010-01-01,1
PC_GDP,T2020_20,HU,2011-01-01,1
PC_GDP,T2020_20,HU,2012-01-01,1
PC_GDP,T2020_20,HU,2013-01-01,1
PC_GDP,T2020_20,HU,2014-01-01,1
PC_GDP,T2020_20,HU,2015-01-01,1
PC_GDP,T2020_20,HU,2016-01-01,1
PC_GDP,T2020_20,IE,1990-01-01,
PC_GDP,T2020_20,IE,1991-01-01,
PC_GDP,T2020_20,IE,1992-01-01,
PC_GDP,T2020_20,IE,1993-01-01,
PC_GDP,T2020_20,IE,1994-01-01,
PC_GDP,T2020_20,IE,1995-01-01,1
PC_GDP,T2020_20,IE,1996-01-01,1
PC_GDP,T2020_20,IE,1997-01-01,1
PC_GDP,T2020_20,IE,1998-01-01,1
PC_GDP,T2020_20,IE,1999-01-01,1
PC_GDP,T2020_20,IE,2000-01-01,1
PC_GDP,T2020_20,IE,2001-01-01,1
PC_GDP,T2020_20,IE,2002-01-01,1
PC_GDP,T2020_20,IE,2003-01-01,1
PC_GDP,T2020_20,IE,2004-01-01,1
PC_GDP,T2020_20,IE,2005-01-01,1
PC_GDP,T2020_20,IE,2006-01-01,1
PC_GDP,T2020_20,IE,2007-01-01,1
PC_GDP,T2020_20,IE,2008-01-01,1
PC_GDP,T2020_20,IE,2009-01-01,1
PC_GDP,T2020_20,IE,2010-01-01,1
PC_GDP,T2020_20,IE,2011-01-01,1
PC_GDP,T2020_20,IE,2012-01-01,1
PC_GDP,T2020_20,IE,2013-01-01,1
PC_GDP,T2020_20,IE,2014-01-01,1
PC_GDP,T2020_20,IE,2015-01-01,1
PC_GDP,T2020_20,IE,2016-01-01,1
PC_GDP,T2020_20,IS,1990-01-01,
PC_GDP,T2020_20,IS,1991-01-01,
PC_GDP,T2020_20,IS,1992-01-01,
PC_GDP,T2020_20,IS,1993-01-01,
PC_GDP,T2020_20,IS,1994-01-01,
PC_GDP,T2020_20,IS,1995-01-01,1
PC_GDP,T2020_20,IS,1996-01-01,
PC_GDP,T2020_20,IS,1997-01-01,1
PC_GDP,T2020_20,IS,1998-01-01,1
PC_GDP,T2020_20,IS,1999-01-01,2
PC_GDP,T2020_20,IS,2000-01-01,2
PC_GDP,T2020_20,IS,2001-01-01,2
PC_GDP,T2020_20,IS,2002-01-01,2
PC_GDP,T2020_20,IS,2003-01-01,2
PC_GDP,T2020_20,IS,2004-01-01,
PC_GDP,T2020_20,IS,2005-01-01,2
PC_GDP,T2020_20,IS,2006-01-01,2
PC_GDP,T2020_20,IS,2007-01-01,2
PC_GDP,T2020_20,IS,2008-01-01,2
PC_GDP,T2020_20,IS,2009-01-01,2
PC_GDP,T2020_20,IS,2010-01-01,
