indic,s_adj,geotime,date,value
BS-ICU-PC,NSA,LU,2018-01-01,82.8
BS-ICU-PC,NSA,LU,2018-04-01,81.8
BS-ICU-PC,NSA,LU,2018-07-01,80.7
BS-ICU-PC,NSA,LV,2015-10-01,72.0
BS-ICU-PC,NSA,LV,2016-01-01,71.1
BS-ICU-PC,NSA,LV,2016-04-01,72.4
BS-ICU-PC,NSA,LV,2016-07-01,72.7
BS-ICU-PC,NSA,LV,2016-10-01,74.1
BS-ICU-PC,NSA,LV,2017-01-01,73.3
BS-ICU-PC,NSA,LV,2017-04-01,74.2
BS-ICU-PC,NSA,LV,2017-07-01,75.0
BS-ICU-PC,NSA,LV,2017-10-01,74.9
BS-ICU-PC,NSA,LV,2018-01-01,74.9
BS-ICU-PC,NSA,LV,2018-04-01,76.0
BS-ICU-PC,NSA,LV,2018-07-01,78.0
BS-ICU-PC,NSA,ME,2015-10-01,63.7
BS-ICU-PC,NSA,ME,2016-01-01,58.9
BS-ICU-PC,NSA,ME,2016-04-01,53.7
BS-ICU-PC,NSA,ME,2016-07-01,66.8
BS-ICU-PC,NSA,ME,2016-10-01,66.6
BS-ICU-PC,NSA,ME,2017-01-01,59.8
BS-ICU-PC,NSA,ME,2017-04-01,62.7
BS-ICU-PC,NSA,ME,2017-07-01,64.6
BS-ICU-PC,NSA,ME,2017-10-01,64.6
BS-ICU-PC,NSA,ME,2018-01-01,59.7
BS-ICU-PC,NSA,ME,2018-04-01,61.4
BS-ICU-PC,NSA,ME,2018-07-01,69.4
BS-ICU-PC,NSA,MK,2015-10-01,71.3
BS-ICU-PC,NSA,MK,2016-01-01,70.6
BS-ICU-PC,NSA,MK,2016-04-01,69.3
BS-ICU-PC,NSA,MK,2016-07-01,76.3
BS-ICU-PC,NSA,MK,2016-10-01,71.0
BS-ICU-PC,NSA,MK,2017-01-01,67.7
BS-ICU-PC,NSA,MK,2017-04-01,69.2
BS-ICU-PC,NSA,MK,2017-07-01,72.1
BS-ICU-PC,NSA,MK,2017-10-01,74.4
BS-ICU-PC,NSA,MK,2018-01-01,71.8
BS-ICU-PC,NSA,MK,2018-04-01,71.8
BS-ICU-PC,NSA,MK,2018-07-01,73.7
BS-ICU-PC,NSA,MT,2015-10-01,77.3
BS-ICU-PC,NSA,MT,2016-01-01,78.2
BS-ICU-PC,NSA,MT,2016-04-01,79.9
BS-ICU-PC,NSA,MT,2016-07-01,79.6
BS-ICU-PC,NSA,MT,2016-10-01,79.4
BS-ICU-PC,NSA,MT,2017-01-01,79.4
BS-ICU-PC,NSA,MT,2017-04-01,79.7
BS-ICU-PC,NSA,MT,2017-07-01,79.6
BS-ICU-PC,NSA,MT,2017-10-01,82.5
BS-ICU-PC,NSA,MT,2018-01-01,81.4
BS-ICU-PC,NSA,MT,2018-04-01,77.5
BS-ICU-PC,NSA,MT,2018-07-01,83.2
BS-ICU-PC,NSA,NL,2015-10-01,82.3
BS-ICU-PC,NSA,NL,2016-01-01,81.2
BS-ICU-PC,NSA,NL,2016-04-01,81.5
BS-ICU-PC,NSA,NL,2016-07-01,81.7
BS-ICU-PC,NSA,NL,2016-10-01,82.2
BS-ICU-PC,NSA,NL,2017-01-01,81.3
BS-ICU-PC,NSA,NL,2017-04-01,82.8
BS-ICU-PC,NSA,NL,2017-07-01,83.4
BS-ICU-PC,NSA,NL,2017-10-01,83.3
BS-ICU-PC,NSA,NL,2018-01-01,83.5
BS-ICU-PC,NSA,NL,2018-04-01,83.6
BS-ICU-PC,NSA,NL,2018-07-01,84.5
BS-ICU-PC,NSA,PL,2015-10-01,79.1
BS-ICU-PC,NSA,PL,2016-01-01,78.4
BS-ICU-PC,NSA,PL,2016-04-01,77.7
BS-ICU-PC,NSA,PL,2016-07-01,79.5
BS-ICU-PC,NSA,PL,2016-10-01,79.1
BS-ICU-PC,NSA,PL,2017-01-01,78.7
BS-ICU-PC,NSA,PL,2017-04-01,79.5
BS-ICU-PC,NSA,PL,2017-07-01,80.5
BS-ICU-PC,NSA,PL,2017-10-01,81.4
BS-ICU-PC,NSA,PL,2018-01-01,82.4
BS-ICU-PC,NSA,PL,2018-04-01,82.8
BS-ICU-PC,NSA,PL,2018-07-01,83.5
BS-ICU-PC,NSA,PT,2015-10-01,80.3
BS-ICU-PC,NSA,PT,2016-01-01,79.6
BS-ICU-PC,NSA,PT,2016-04-01,80.2
BS-ICU-PC,NSA,PT,2016-07-01,80.2
BS-ICU-PC,NSA,PT,2016-10-01,80.2
BS-ICU-PC,NSA,PT,2017-01-01,80.0
BS-ICU-PC,NSA,PT,2017-04-01,78.6
BS-ICU-PC,NSA,PT,2017-07-01,81.6
BS-ICU-PC,NSA,PT,2017-10-01,81.8
BS-ICU-PC,NSA,PT,2018-01-01,81.7
BS-ICU-PC,NSA,PT,2018-04-01,80.6
BS-ICU-PC,NSA,PT,2018-07-01,82.6
BS-ICU-PC,NSA,RO,2015-10-01,78.8
BS-ICU-PC,NSA,RO,2016-01-01,77.7
BS-ICU-PC,NSA,RO,2016-04-01,77.8
BS-ICU-PC,NSA,RO,2016-07-01,77.9
BS-ICU-PC,NSA,RO,2016-10-01,78.4
BS-ICU-PC,NSA,RO,2017-01-01,76.9
BS-ICU-PC,NSA,RO,2017-04-01,74.4
BS-ICU-PC,NSA,RO,2017-07-01,75.3
BS-ICU-PC,NSA,RO,2017-10-01,78.6
BS-ICU-PC,NSA,RO,2018-01-01,77.3
BS-ICU-PC,NSA,RO,2018-04-01,74.1
BS-ICU-PC,NSA,RO,2018-07-01,76.0
BS-ICU-PC,NSA,RS,2015-10-01,70.2
BS-ICU-PC,NSA,RS,2016-01-01,70.2
BS-ICU-PC,NSA,RS,2016-04-01,69.3
BS-ICU-PC,NSA,RS,2016-07-01,70.8
BS-ICU-PC,NSA,RS,2016-10-01,72.7
BS-ICU-PC,NSA,RS,2017-01-01,70.3
BS-ICU-PC,NSA,RS,2017-04-01,73.0
BS-ICU-PC,NSA,RS,2017-07-01,70.5
BS-ICU-PC,NSA,RS,2017-10-01,73.6
BS-ICU-PC,NSA,RS,2018-01-01,71.3
BS-ICU-PC,NSA,RS,2018-04-01,72.9
BS-ICU-PC,NSA,RS,2018-07-01,74.8
BS-ICU-PC,NSA,SE,2015-10-01,82.2
BS-ICU-PC,NSA,SE,2016-01-01,82.4
BS-ICU-PC,NSA,SE,2016-04-01,82.2
BS-ICU-PC,NSA,SE,2016-07-01,85.0
BS-ICU-PC,NSA,SE,2016-10-01,83.0
BS-ICU-PC,NSA,SE,2017-01-01,83.0
BS-ICU-PC,NSA,SE,2017-04-01,84.0
BS-ICU-PC,NSA,SE,2017-07-01,87.0
BS-ICU-PC,NSA,SE,2017-10-01,87.0
BS-ICU-PC,NSA,SE,2018-01-01,86.0
BS-ICU-PC,NSA,SE,2018-04-01,88.0
BS-ICU-PC,NSA,SE,2018-07-01,89.0
BS-ICU-PC,NSA,SI,2015-10-01,81.9
BS-ICU-PC,NSA,SI,2016-01-01,83.1
BS-ICU-PC,NSA,SI,2016-04-01,83.3
BS-ICU-PC,NSA,SI,2016-07-01,84.3
BS-ICU-PC,NSA,SI,2016-10-01,83.8
BS-ICU-PC,NSA,SI,2017-01-01,84.7
BS-ICU-PC,NSA,SI,2017-04-01,85.6
BS-ICU-PC,NSA,SI,2017-07-01,85.5
BS-ICU-PC,NSA,SI,2017-10-01,84.7
BS-ICU-PC,NSA,SI,2018-01-01,85.2
BS-ICU-PC,NSA,SI,2018-04-01,86.3
BS-ICU-PC,NSA,SI,2018-07-01,84.8
BS-ICU-PC,NSA,SK,2015-10-01,85.6
BS-ICU-PC,NSA,SK,2016-01-01,84.4
BS-ICU-PC,NSA,SK,2016-04-01,82.2
BS-ICU-PC,NSA,SK,2016-07-01,83.9
BS-ICU-PC,NSA,SK,2016-10-01,87.6
BS-ICU-PC,NSA,SK,2017-01-01,86.6
BS-ICU-PC,NSA,SK,2017-04-01,84.3
BS-ICU-PC,NSA,SK,2017-07-01,83.8
BS-ICU-PC,NSA,SK,2017-10-01,84.9
BS-ICU-PC,NSA,SK,2018-01-01,83.6
BS-ICU-PC,NSA,SK,2018-04-01,85.4
BS-ICU-PC,NSA,SK,2018-07-01,83.5
BS-ICU-PC,NSA,TR,2015-10-01,77.6
BS-ICU-PC,NSA,TR,2016-01-01,77.2
BS-ICU-PC,NSA,TR,2016-04-01,77.0
BS-ICU-PC,NSA,TR,2016-07-01,77.8
BS-ICU-PC,NSA,TR,2016-10-01,77.9
BS-ICU-PC,NSA,TR,2017-01-01,77.0
BS-ICU-PC,NSA,TR,2017-04-01,78.4
BS-ICU-PC,NSA,TR,2017-07-01,78.7
BS-ICU-PC,NSA,TR,2017-10-01,79.7
BS-ICU-PC,NSA,TR,2018-01-01,78.2
BS-ICU-PC,NSA,TR,2018-04-01,77.3
BS-ICU-PC,NSA,TR,2018-07-01,77.1
BS-ICU-PC,NSA,UK,2015-10-01,80.4
BS-ICU-PC,NSA,UK,2016-01-01,80.3
BS-ICU-PC,NSA,UK,2016-04-01,79.0
BS-ICU-PC,NSA,UK,2016-07-01,81.1
BS-ICU-PC,NSA,UK,2016-10-01,80.7
BS-ICU-PC,NSA,UK,2017-01-01,81.9
BS-ICU-PC,NSA,UK,2017-04-01,82.5
BS-ICU-PC,NSA,UK,2017-07-01,82.6
BS-ICU-PC,NSA,UK,2017-10-01,84.7
BS-ICU-PC,NSA,UK,2018-01-01,81.2
BS-ICU-PC,NSA,UK,2018-04-01,82.9
BS-ICU-PC,NSA,UK,2018-07-01,82.3
