unit,co_nco,sector,finpos,na_item,geotime,date,value
PC_GDP,NCO,S12,LIAB,F,CY,2010-01-01,1774
PC_GDP,NCO,S12,LIAB,F,CY,2011-01-01,1629
PC_GDP,NCO,S12,LIAB,F,CY,2012-01-01,1755
PC_GDP,NCO,S12,LIAB,F,CY,2013-01-01,1598
PC_GDP,NCO,S12,LIAB,F,CY,2014-01-01,1586
PC_GDP,NCO,S12,LIAB,F,CY,2015-01-01,1748
PC_GDP,NCO,S12,LIAB,F,CY,2016-01-01,1708
PC_GDP,NCO,S12,LIAB,F,CY,2017-01-01,1577
PC_GDP,NCO,S12,LIAB,F,CZ,1995-01-01,149
PC_GDP,NCO,S12,LIAB,F,CZ,1996-01-01,143
PC_GDP,NCO,S12,LIAB,F,CZ,1997-01-01,157
PC_GDP,NCO,S12,LIAB,F,CZ,1998-01-01,153
PC_GDP,NCO,S12,LIAB,F,CZ,1999-01-01,155
PC_GDP,NCO,S12,LIAB,F,CZ,2000-01-01,151
PC_GDP,NCO,S12,LIAB,F,CZ,2001-01-01,141
PC_GDP,NCO,S12,LIAB,F,CZ,2002-01-01,148
PC_GDP,NCO,S12,LIAB,F,CZ,2003-01-01,147
PC_GDP,NCO,S12,LIAB,F,CZ,2004-01-01,143
PC_GDP,NCO,S12,LIAB,F,CZ,2005-01-01,148
PC_GDP,NCO,S12,LIAB,F,CZ,2006-01-01,143
PC_GDP,NCO,S12,LIAB,F,CZ,2007-01-01,151
PC_GDP,NCO,S12,LIAB,F,CZ,2008-01-01,153
PC_GDP,NCO,S12,LIAB,F,CZ,2009-01-01,160
PC_GDP,NCO,S12,LIAB,F,CZ,2010-01-01,164
PC_GDP,NCO,S12,LIAB,F,CZ,2011-01-01,168
PC_GDP,NCO,S12,LIAB,F,CZ,2012-01-01,176
PC_GDP,NCO,S12,LIAB,F,CZ,2013-01-01,194
PC_GDP,NCO,S12,LIAB,F,CZ,2014-01-01,194
PC_GDP,NCO,S12,LIAB,F,CZ,2015-01-01,196
PC_GDP,NCO,S12,LIAB,F,CZ,2016-01-01,220
PC_GDP,NCO,S12,LIAB,F,CZ,2017-01-01,256
PC_GDP,NCO,S12,LIAB,F,DE,1995-01-01,294
PC_GDP,NCO,S12,LIAB,F,DE,1996-01-01,319
PC_GDP,NCO,S12,LIAB,F,DE,1997-01-01,353
PC_GDP,NCO,S12,LIAB,F,DE,1998-01-01,388
PC_GDP,NCO,S12,LIAB,F,DE,1999-01-01,424
PC_GDP,NCO,S12,LIAB,F,DE,2000-01-01,446
PC_GDP,NCO,S12,LIAB,F,DE,2001-01-01,456
PC_GDP,NCO,S12,LIAB,F,DE,2002-01-01,455
PC_GDP,NCO,S12,LIAB,F,DE,2003-01-01,467
PC_GDP,NCO,S12,LIAB,F,DE,2004-01-01,475
PC_GDP,NCO,S12,LIAB,F,DE,2005-01-01,498
PC_GDP,NCO,S12,LIAB,F,DE,2006-01-01,502
PC_GDP,NCO,S12,LIAB,F,DE,2007-01-01,517
PC_GDP,NCO,S12,LIAB,F,DE,2008-01-01,531
PC_GDP,NCO,S12,LIAB,F,DE,2009-01-01,517
PC_GDP,NCO,S12,LIAB,F,DE,2010-01-01,488
PC_GDP,NCO,S12,LIAB,F,DE,2011-01-01,479
PC_GDP,NCO,S12,LIAB,F,DE,2012-01-01,485
PC_GDP,NCO,S12,LIAB,F,DE,2013-01-01,444
PC_GDP,NCO,S12,LIAB,F,DE,2014-01-01,447
PC_GDP,NCO,S12,LIAB,F,DE,2015-01-01,443
PC_GDP,NCO,S12,LIAB,F,DE,2016-01-01,449
PC_GDP,NCO,S12,LIAB,F,DE,2017-01-01,450
PC_GDP,NCO,S12,LIAB,F,DK,1995-01-01,343
PC_GDP,NCO,S12,LIAB,F,DK,1996-01-01,368
PC_GDP,NCO,S12,LIAB,F,DK,1997-01-01,417
PC_GDP,NCO,S12,LIAB,F,DK,1998-01-01,465
PC_GDP,NCO,S12,LIAB,F,DK,1999-01-01,493
PC_GDP,NCO,S12,LIAB,F,DK,2000-01-01,506
PC_GDP,NCO,S12,LIAB,F,DK,2001-01-01,496
PC_GDP,NCO,S12,LIAB,F,DK,2002-01-01,482
PC_GDP,NCO,S12,LIAB,F,DK,2003-01-01,510
PC_GDP,NCO,S12,LIAB,F,DK,2004-01-01,525
PC_GDP,NCO,S12,LIAB,F,DK,2005-01-01,625
PC_GDP,NCO,S12,LIAB,F,DK,2006-01-01,660
PC_GDP,NCO,S12,LIAB,F,DK,2007-01-01,704
PC_GDP,NCO,S12,LIAB,F,DK,2008-01-01,679
PC_GDP,NCO,S12,LIAB,F,DK,2009-01-01,750
PC_GDP,NCO,S12,LIAB,F,DK,2010-01-01,783
PC_GDP,NCO,S12,LIAB,F,DK,2011-01-01,780
PC_GDP,NCO,S12,LIAB,F,DK,2012-01-01,779
PC_GDP,NCO,S12,LIAB,F,DK,2013-01-01,779
PC_GDP,NCO,S12,LIAB,F,DK,2014-01-01,814
PC_GDP,NCO,S12,LIAB,F,DK,2015-01-01,787
PC_GDP,NCO,S12,LIAB,F,DK,2016-01-01,806
PC_GDP,NCO,S12,LIAB,F,DK,2017-01-01,806
PC_GDP,NCO,S12,LIAB,F,EE,1995-01-01,59
PC_GDP,NCO,S12,LIAB,F,EE,1996-01-01,74
PC_GDP,NCO,S12,LIAB,F,EE,1997-01-01,109
PC_GDP,NCO,S12,LIAB,F,EE,1998-01-01,94
PC_GDP,NCO,S12,LIAB,F,EE,1999-01-01,108
PC_GDP,NCO,S12,LIAB,F,EE,2000-01-01,133
PC_GDP,NCO,S12,LIAB,F,EE,2001-01-01,133
PC_GDP,NCO,S12,LIAB,F,EE,2002-01-01,149
PC_GDP,NCO,S12,LIAB,F,EE,2003-01-01,150
PC_GDP,NCO,S12,LIAB,F,EE,2004-01-01,181
PC_GDP,NCO,S12,LIAB,F,EE,2005-01-01,193
PC_GDP,NCO,S12,LIAB,F,EE,2006-01-01,185
PC_GDP,NCO,S12,LIAB,F,EE,2007-01-01,197
PC_GDP,NCO,S12,LIAB,F,EE,2008-01-01,202
PC_GDP,NCO,S12,LIAB,F,EE,2009-01-01,217
PC_GDP,NCO,S12,LIAB,F,EE,2010-01-01,190
PC_GDP,NCO,S12,LIAB,F,EE,2011-01-01,167
PC_GDP,NCO,S12,LIAB,F,EE,2012-01-01,172
PC_GDP,NCO,S12,LIAB,F,EE,2013-01-01,180
PC_GDP,NCO,S12,LIAB,F,EE,2014-01-01,192
PC_GDP,NCO,S12,LIAB,F,EE,2015-01-01,203
PC_GDP,NCO,S12,LIAB,F,EE,2016-01-01,206
PC_GDP,NCO,S12,LIAB,F,EE,2017-01-01,208
PC_GDP,NCO,S12,LIAB,F,EL,1995-01-01,139
PC_GDP,NCO,S12,LIAB,F,EL,1996-01-01,140
PC_GDP,NCO,S12,LIAB,F,EL,1997-01-01,141
PC_GDP,NCO,S12,LIAB,F,EL,1998-01-01,150
PC_GDP,NCO,S12,LIAB,F,EL,1999-01-01,204
PC_GDP,NCO,S12,LIAB,F,EL,2000-01-01,189
PC_GDP,NCO,S12,LIAB,F,EL,2001-01-01,178
PC_GDP,NCO,S12,LIAB,F,EL,2002-01-01,165
PC_GDP,NCO,S12,LIAB,F,EL,2003-01-01,165
PC_GDP,NCO,S12,LIAB,F,EL,2004-01-01,166
PC_GDP,NCO,S12,LIAB,F,EL,2005-01-01,189
PC_GDP,NCO,S12,LIAB,F,EL,2006-01-01,197
PC_GDP,NCO,S12,LIAB,F,EL,2007-01-01,226
PC_GDP,NCO,S12,LIAB,F,EL,2008-01-01,227
PC_GDP,NCO,S12,LIAB,F,EL,2009-01-01,254
PC_GDP,NCO,S12,LIAB,F,EL,2010-01-01,290
PC_GDP,NCO,S12,LIAB,F,EL,2011-01-01,305
PC_GDP,NCO,S12,LIAB,F,EL,2012-01-01,322
PC_GDP,NCO,S12,LIAB,F,EL,2013-01-01,281
PC_GDP,NCO,S12,LIAB,F,EL,2014-01-01,261
PC_GDP,NCO,S12,LIAB,F,EL,2015-01-01,305
PC_GDP,NCO,S12,LIAB,F,EL,2016-01-01,257
PC_GDP,NCO,S12,LIAB,F,EL,2017-01-01,220
PC_GDP,NCO,S12,LIAB,F,ES,1995-01-01,212
PC_GDP,NCO,S12,LIAB,F,ES,1996-01-01,222
PC_GDP,NCO,S12,LIAB,F,ES,1997-01-01,239
PC_GDP,NCO,S12,LIAB,F,ES,1998-01-01,250
PC_GDP,NCO,S12,LIAB,F,ES,1999-01-01,262
PC_GDP,NCO,S12,LIAB,F,ES,2000-01-01,260
PC_GDP,NCO,S12,LIAB,F,ES,2001-01-01,259
PC_GDP,NCO,S12,LIAB,F,ES,2002-01-01,255
PC_GDP,NCO,S12,LIAB,F,ES,2003-01-01,278
PC_GDP,NCO,S12,LIAB,F,ES,2004-01-01,301
PC_GDP,NCO,S12,LIAB,F,ES,2005-01-01,349
PC_GDP,NCO,S12,LIAB,F,ES,2006-01-01,387
PC_GDP,NCO,S12,LIAB,F,ES,2007-01-01,421
PC_GDP,NCO,S12,LIAB,F,ES,2008-01-01,424
PC_GDP,NCO,S12,LIAB,F,ES,2009-01-01,455
PC_GDP,NCO,S12,LIAB,F,ES,2010-01-01,446
PC_GDP,NCO,S12,LIAB,F,ES,2011-01-01,464
PC_GDP,NCO,S12,LIAB,F,ES,2012-01-01,491
PC_GDP,NCO,S12,LIAB,F,ES,2013-01-01,444
PC_GDP,NCO,S12,LIAB,F,ES,2014-01-01,437
PC_GDP,NCO,S12,LIAB,F,ES,2015-01-01,414
PC_GDP,NCO,S12,LIAB,F,ES,2016-01-01,403
PC_GDP,NCO,S12,LIAB,F,ES,2017-01-01,402
PC_GDP,NCO,S12,LIAB,F,FI,1995-01-01,154
PC_GDP,NCO,S12,LIAB,F,FI,1996-01-01,148
PC_GDP,NCO,S12,LIAB,F,FI,1997-01-01,153
PC_GDP,NCO,S12,LIAB,F,FI,1998-01-01,148
PC_GDP,NCO,S12,LIAB,F,FI,1999-01-01,163
PC_GDP,NCO,S12,LIAB,F,FI,2000-01-01,157
PC_GDP,NCO,S12,LIAB,F,FI,2001-01-01,163
PC_GDP,NCO,S12,LIAB,F,FI,2002-01-01,166
PC_GDP,NCO,S12,LIAB,F,FI,2003-01-01,185
PC_GDP,NCO,S12,LIAB,F,FI,2004-01-01,201
PC_GDP,NCO,S12,LIAB,F,FI,2005-01-01,221
PC_GDP,NCO,S12,LIAB,F,FI,2006-01-01,235
PC_GDP,NCO,S12,LIAB,F,FI,2007-01-01,240
PC_GDP,NCO,S12,LIAB,F,FI,2008-01-01,270
PC_GDP,NCO,S12,LIAB,F,FI,2009-01-01,311
PC_GDP,NCO,S12,LIAB,F,FI,2010-01-01,361
PC_GDP,NCO,S12,LIAB,F,FI,2011-01-01,442
PC_GDP,NCO,S12,LIAB,F,FI,2012-01-01,430
PC_GDP,NCO,S12,LIAB,F,FI,2013-01-01,373
PC_GDP,NCO,S12,LIAB,F,FI,2014-01-01,404
PC_GDP,NCO,S12,LIAB,F,FI,2015-01-01,401
PC_GDP,NCO,S12,LIAB,F,FI,2016-01-01,404
PC_GDP,NCO,S12,LIAB,F,FI,2017-01-01,375
PC_GDP,NCO,S12,LIAB,F,FR,1995-01-01,315
PC_GDP,NCO,S12,LIAB,F,FR,1996-01-01,327
PC_GDP,NCO,S12,LIAB,F,FR,1997-01-01,348
PC_GDP,NCO,S12,LIAB,F,FR,1998-01-01,351
PC_GDP,NCO,S12,LIAB,F,FR,1999-01-01,389
PC_GDP,NCO,S12,LIAB,F,FR,2000-01-01,393
PC_GDP,NCO,S12,LIAB,F,FR,2001-01-01,396
PC_GDP,NCO,S12,LIAB,F,FR,2002-01-01,388
PC_GDP,NCO,S12,LIAB,F,FR,2003-01-01,404
PC_GDP,NCO,S12,LIAB,F,FR,2004-01-01,425
PC_GDP,NCO,S12,LIAB,F,FR,2005-01-01,471
PC_GDP,NCO,S12,LIAB,F,FR,2006-01-01,519
PC_GDP,NCO,S12,LIAB,F,FR,2007-01-01,558
PC_GDP,NCO,S12,LIAB,F,FR,2008-01-01,555
PC_GDP,NCO,S12,LIAB,F,FR,2009-01-01,568
PC_GDP,NCO,S12,LIAB,F,FR,2010-01-01,570
PC_GDP,NCO,S12,LIAB,F,FR,2011-01-01,591
PC_GDP,NCO,S12,LIAB,F,FR,2012-01-01,591
PC_GDP,NCO,S12,LIAB,F,FR,2013-01-01,586
PC_GDP,NCO,S12,LIAB,F,FR,2014-01-01,609
PC_GDP,NCO,S12,LIAB,F,FR,2015-01-01,609
PC_GDP,NCO,S12,LIAB,F,FR,2016-01-01,627
PC_GDP,NCO,S12,LIAB,F,FR,2017-01-01,636
PC_GDP,NCO,S12,LIAB,F,HR,1995-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,1996-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,1997-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,1998-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,1999-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,2000-01-01,
PC_GDP,NCO,S12,LIAB,F,HR,2001-01-01,106
PC_GDP,NCO,S12,LIAB,F,HR,2002-01-01,120
PC_GDP,NCO,S12,LIAB,F,HR,2003-01-01,131
PC_GDP,NCO,S12,LIAB,F,HR,2004-01-01,139
PC_GDP,NCO,S12,LIAB,F,HR,2005-01-01,146
PC_GDP,NCO,S12,LIAB,F,HR,2006-01-01,169
PC_GDP,NCO,S12,LIAB,F,HR,2007-01-01,190
PC_GDP,NCO,S12,LIAB,F,HR,2008-01-01,162
PC_GDP,NCO,S12,LIAB,F,HR,2009-01-01,178
PC_GDP,NCO,S12,LIAB,F,HR,2010-01-01,185
PC_GDP,NCO,S12,LIAB,F,HR,2011-01-01,187
PC_GDP,NCO,S12,LIAB,F,HR,2012-01-01,190
PC_GDP,NCO,S12,LIAB,F,HR,2013-01-01,195
PC_GDP,NCO,S12,LIAB,F,HR,2014-01-01,197
PC_GDP,NCO,S12,LIAB,F,HR,2015-01-01,196
PC_GDP,NCO,S12,LIAB,F,HR,2016-01-01,196
PC_GDP,NCO,S12,LIAB,F,HR,2017-01-01,195
PC_GDP,NCO,S12,LIAB,F,HU,1995-01-01,161
PC_GDP,NCO,S12,LIAB,F,HU,1996-01-01,144
PC_GDP,NCO,S12,LIAB,F,HU,1997-01-01,134
PC_GDP,NCO,S12,LIAB,F,HU,1998-01-01,131
PC_GDP,NCO,S12,LIAB,F,HU,1999-01-01,149
PC_GDP,NCO,S12,LIAB,F,HU,2000-01-01,174
PC_GDP,NCO,S12,LIAB,F,HU,2001-01-01,187
PC_GDP,NCO,S12,LIAB,F,HU,2002-01-01,170
PC_GDP,NCO,S12,LIAB,F,HU,2003-01-01,174
PC_GDP,NCO,S12,LIAB,F,HU,2004-01-01,171
PC_GDP,NCO,S12,LIAB,F,HU,2005-01-01,216
PC_GDP,NCO,S12,LIAB,F,HU,2006-01-01,237
PC_GDP,NCO,S12,LIAB,F,HU,2007-01-01,277
PC_GDP,NCO,S12,LIAB,F,HU,2008-01-01,330
PC_GDP,NCO,S12,LIAB,F,HU,2009-01-01,346
PC_GDP,NCO,S12,LIAB,F,HU,2010-01-01,334
PC_GDP,NCO,S12,LIAB,F,HU,2011-01-01,342
PC_GDP,NCO,S12,LIAB,F,HU,2012-01-01,317
PC_GDP,NCO,S12,LIAB,F,HU,2013-01-01,297
PC_GDP,NCO,S12,LIAB,F,HU,2014-01-01,299
PC_GDP,NCO,S12,LIAB,F,HU,2015-01-01,285
PC_GDP,NCO,S12,LIAB,F,HU,2016-01-01,329
PC_GDP,NCO,S12,LIAB,F,HU,2017-01-01,280
PC_GDP,NCO,S12,LIAB,F,IE,1995-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,1996-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,1997-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,1998-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,1999-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,2000-01-01,
PC_GDP,NCO,S12,LIAB,F,IE,2001-01-01,883
PC_GDP,NCO,S12,LIAB,F,IE,2002-01-01,875
PC_GDP,NCO,S12,LIAB,F,IE,2003-01-01,1001
PC_GDP,NCO,S12,LIAB,F,IE,2004-01-01,1121
PC_GDP,NCO,S12,LIAB,F,IE,2005-01-01,1390
PC_GDP,NCO,S12,LIAB,F,IE,2006-01-01,1555
PC_GDP,NCO,S12,LIAB,F,IE,2007-01-01,1599
PC_GDP,NCO,S12,LIAB,F,IE,2008-01-01,1788
PC_GDP,NCO,S12,LIAB,F,IE,2009-01-01,2041
PC_GDP,NCO,S12,LIAB,F,IE,2010-01-01,2201
PC_GDP,NCO,S12,LIAB,F,IE,2011-01-01,2107
PC_GDP,NCO,S12,LIAB,F,IE,2012-01-01,2021
PC_GDP,NCO,S12,LIAB,F,IE,2013-01-01,2007
PC_GDP,NCO,S12,LIAB,F,IE,2014-01-01,2210
PC_GDP,NCO,S12,LIAB,F,IE,2015-01-01,1803
PC_GDP,NCO,S12,LIAB,F,IE,2016-01-01,1758
PC_GDP,NCO,S12,LIAB,F,IE,2017-01-01,1704
PC_GDP,NCO,S12,LIAB,F,IT,1995-01-01,167
PC_GDP,NCO,S12,LIAB,F,IT,1996-01-01,172
PC_GDP,NCO,S12,LIAB,F,IT,1997-01-01,193
PC_GDP,NCO,S12,LIAB,F,IT,1998-01-01,222
PC_GDP,NCO,S12,LIAB,F,IT,1999-01-01,244
PC_GDP,NCO,S12,LIAB,F,IT,2000-01-01,259
PC_GDP,NCO,S12,LIAB,F,IT,2001-01-01,240
PC_GDP,NCO,S12,LIAB,F,IT,2002-01-01,239
PC_GDP,NCO,S12,LIAB,F,IT,2003-01-01,258
PC_GDP,NCO,S12,LIAB,F,IT,2004-01-01,266
PC_GDP,NCO,S12,LIAB,F,IT,2005-01-01,290
PC_GDP,NCO,S12,LIAB,F,IT,2006-01-01,308
PC_GDP,NCO,S12,LIAB,F,IT,2007-01-01,298
PC_GDP,NCO,S12,LIAB,F,IT,2008-01-01,290
PC_GDP,NCO,S12,LIAB,F,IT,2009-01-01,316
PC_GDP,NCO,S12,LIAB,F,IT,2010-01-01,323
PC_GDP,NCO,S12,LIAB,F,IT,2011-01-01,332
PC_GDP,NCO,S12,LIAB,F,IT,2012-01-01,362
PC_GDP,NCO,S12,LIAB,F,IT,2013-01-01,354
PC_GDP,NCO,S12,LIAB,F,IT,2014-01-01,352
PC_GDP,NCO,S12,LIAB,F,IT,2015-01-01,350
PC_GDP,NCO,S12,LIAB,F,IT,2016-01-01,356
PC_GDP,NCO,S12,LIAB,F,IT,2017-01-01,363
PC_GDP,NCO,S12,LIAB,F,LT,1995-01-01,40
PC_GDP,NCO,S12,LIAB,F,LT,1996-01-01,34
PC_GDP,NCO,S12,LIAB,F,LT,1997-01-01,36
PC_GDP,NCO,S12,LIAB,F,LT,1998-01-01,41
PC_GDP,NCO,S12,LIAB,F,LT,1999-01-01,42
PC_GDP,NCO,S12,LIAB,F,LT,2000-01-01,45
PC_GDP,NCO,S12,LIAB,F,LT,2001-01-01,50
PC_GDP,NCO,S12,LIAB,F,LT,2002-01-01,54
PC_GDP,NCO,S12,LIAB,F,LT,2003-01-01,64
PC_GDP,NCO,S12,LIAB,F,LT,2004-01-01,74
PC_GDP,NCO,S12,LIAB,F,LT,2005-01-01,95
PC_GDP,NCO,S12,LIAB,F,LT,2006-01-01,110
PC_GDP,NCO,S12,LIAB,F,LT,2007-01-01,123
PC_GDP,NCO,S12,LIAB,F,LT,2008-01-01,114
PC_GDP,NCO,S12,LIAB,F,LT,2009-01-01,133
PC_GDP,NCO,S12,LIAB,F,LT,2010-01-01,128
PC_GDP,NCO,S12,LIAB,F,LT,2011-01-01,117
PC_GDP,NCO,S12,LIAB,F,LT,2012-01-01,108
PC_GDP,NCO,S12,LIAB,F,LT,2013-01-01,102
PC_GDP,NCO,S12,LIAB,F,LT,2014-01-01,113
PC_GDP,NCO,S12,LIAB,F,LT,2015-01-01,119
PC_GDP,NCO,S12,LIAB,F,LT,2016-01-01,133
PC_GDP,NCO,S12,LIAB,F,LT,2017-01-01,140
PC_GDP,NCO,S12,LIAB,F,LU,1995-01-01,
PC_GDP,NCO,S12,LIAB,F,LU,1996-01-01,
PC_GDP,NCO,S12,LIAB,F,LU,1997-01-01,
PC_GDP,NCO,S12,LIAB,F,LU,1998-01-01,
PC_GDP,NCO,S12,LIAB,F,LU,1999-01-01,8579
PC_GDP,NCO,S12,LIAB,F,LU,2000-01-01,9042
PC_GDP,NCO,S12,LIAB,F,LU,2001-01-01,9845
PC_GDP,NCO,S12,LIAB,F,LU,2002-01-01,9727
PC_GDP,NCO,S12,LIAB,F,LU,2003-01-01,11004
PC_GDP,NCO,S12,LIAB,F,LU,2004-01-01,11854
PC_GDP,NCO,S12,LIAB,F,LU,2005-01-01,14297
PC_GDP,NCO,S12,LIAB,F,LU,2006-01-01,14735
PC_GDP,NCO,S12,LIAB,F,LU,2007-01-01,15303
PC_GDP,NCO,S12,LIAB,F,LU,2008-01-01,13894
PC_GDP,NCO,S12,LIAB,F,LU,2009-01-01,15296
PC_GDP,NCO,S12,LIAB,F,LU,2010-01-01,15921
PC_GDP,NCO,S12,LIAB,F,LU,2011-01-01,16439
PC_GDP,NCO,S12,LIAB,F,LU,2012-01-01,18530
PC_GDP,NCO,S12,LIAB,F,LU,2013-01-01,19395
PC_GDP,NCO,S12,LIAB,F,LU,2014-01-01,24528
PC_GDP,NCO,S12,LIAB,F,LU,2015-01-01,27612
PC_GDP,NCO,S12,LIAB,F,LU,2016-01-01,28359
PC_GDP,NCO,S12,LIAB,F,LU,2017-01-01,26676
PC_GDP,NCO,S12,LIAB,F,LV,1995-01-01,46
PC_GDP,NCO,S12,LIAB,F,LV,1996-01-01,55
PC_GDP,NCO,S12,LIAB,F,LV,1997-01-01,66
PC_GDP,NCO,S12,LIAB,F,LV,1998-01-01,61
PC_GDP,NCO,S12,LIAB,F,LV,1999-01-01,67
PC_GDP,NCO,S12,LIAB,F,LV,2000-01-01,81
PC_GDP,NCO,S12,LIAB,F,LV,2001-01-01,90
