unit,s_adj,bop_item,stk_flow,partner,geo\time,date,value
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2002-01-01,27.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2002-04-01,29.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2002-07-01,31.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2002-10-01,26.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2003-01-01,25.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2003-04-01,22.9 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2003-07-01,22.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2003-10-01,22.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2004-01-01,20.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2004-04-01,20.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2004-07-01,20.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2004-10-01,18.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2005-01-01,16.9 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2005-04-01,16.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2005-07-01,16.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2005-10-01,15.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2006-01-01,14.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2006-04-01,14.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2006-07-01,15.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2006-10-01,13.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2007-01-01,16.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2007-04-01,14.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2007-07-01,16.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2007-10-01,15.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2008-01-01,15.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2008-04-01,13.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2008-07-01,18.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2008-10-01,23.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2009-01-01,21.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2009-04-01,21.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2009-07-01,21.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2009-10-01,20.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2010-01-01,21.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2010-04-01,23.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2010-07-01,27.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2010-10-01,28.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2011-01-01,24.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2011-04-01,25.7
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2011-07-01,30.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2011-10-01,24.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2012-01-01,24.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2012-04-01,25.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2012-07-01,26.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2012-10-01,25.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2013-01-01,23.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2013-04-01,20.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2013-07-01,21.2
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2013-10-01,20.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2014-01-01,20.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2014-04-01,21.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2014-07-01,19.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2014-10-01,20.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2015-01-01,21.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2015-04-01,19.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2015-07-01,19.2
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2015-10-01,19.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2016-01-01,20.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2016-04-01,22.7
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2016-07-01,22.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2016-10-01,20.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2017-01-01,19.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2017-04-01,18.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2017-07-01,18.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2017-10-01,18.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2018-01-01,16.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,AT,2018-04-01,17.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1995-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1996-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1996-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1996-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1996-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1997-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1997-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1997-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1997-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1998-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1998-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1998-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1998-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1999-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1999-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1999-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,1999-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2000-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2000-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2000-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2000-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2001-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2001-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2001-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2001-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2002-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2002-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2002-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2002-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2003-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2003-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2003-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2003-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2004-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2004-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2004-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2004-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2005-01-01,-42.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2005-04-01,-39.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2005-07-01,-38.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2005-10-01,-43.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2006-01-01,-46.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2006-04-01,-43.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2006-07-01,-47.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2006-10-01,-49.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2007-01-01,-50.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2007-04-01,-51.8 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2007-07-01,-47.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2007-10-01,-45.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2008-01-01,-64.9 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2008-04-01,-66.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2008-07-01,-70.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2008-10-01,-85.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2009-01-01,-90.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2009-04-01,-96.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2009-07-01,-95.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2009-10-01,-105.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2010-01-01,-112.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2010-04-01,-116.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2010-07-01,-118.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2010-10-01,-121.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2011-01-01,-118.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2011-04-01,-119.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2011-07-01,-121.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2011-10-01,-118.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2012-01-01,-122.9
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2012-04-01,-122.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2012-07-01,-122.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2012-10-01,-102.7
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2013-01-01,-98.9
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2013-04-01,-96.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2013-07-01,-93.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2013-10-01,-88.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2014-01-01,-81.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2014-04-01,-77.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2014-07-01,-76.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2014-10-01,-71.2
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2015-01-01,-68.7
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2015-04-01,-68.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2015-07-01,-59.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2015-10-01,-53.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2016-01-01,-47.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2016-04-01,-47.9
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2016-07-01,-46.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2016-10-01,-29.4 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2017-01-01,-28.0 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2017-04-01,-24.7 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2017-07-01,-21.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2017-10-01,-14.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2018-01-01,-13.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BE,2018-04-01,-11.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1995-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1996-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1996-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1996-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1996-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1997-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1997-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1997-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1997-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1998-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1998-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1998-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1998-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1999-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1999-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1999-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,1999-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2000-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2000-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2000-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2000-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2001-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2001-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2001-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2001-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2002-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2002-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2002-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2002-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2003-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2003-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2003-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2003-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2004-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2004-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2004-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2004-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2005-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2005-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2005-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2005-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2006-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2006-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2006-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2006-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2007-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2007-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2007-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2007-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2008-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2008-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2008-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2008-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2009-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2009-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2009-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2009-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2010-01-01,43.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2010-04-01,43.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2010-07-01,39.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2010-10-01,37.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2011-01-01,36.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2011-04-01,33.9
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2011-07-01,30.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2011-10-01,29.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2012-01-01,29.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2012-04-01,29.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2012-07-01,27.2
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2012-10-01,25.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2013-01-01,24.4
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2013-04-01,24.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2013-07-01,22.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2013-10-01,21.6
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2014-01-01,20.2
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2014-04-01,20.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2014-07-01,18.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2014-10-01,18.3
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2015-01-01,13.8
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2015-04-01,8.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2015-07-01,3.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2015-10-01,1.5
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2016-01-01,-1.7
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2016-04-01,-4.1
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2016-07-01,-8.0
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2016-10-01,-9.5 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2017-01-01,-9.2 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2017-04-01,-9.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2017-07-01,-14.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2017-10-01,-14.1 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2018-01-01,-12.3 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,BG,2018-04-01,-14.6 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1995-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1996-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1996-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1996-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1996-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1997-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1997-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1997-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1997-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1998-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1998-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1998-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1998-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1999-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1999-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1999-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,1999-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2000-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2000-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2000-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2000-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2001-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2001-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2001-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2001-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2002-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2002-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2002-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2002-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2003-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2003-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2003-07-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2003-10-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2004-01-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2004-04-01,: 
PC_GDP,NSA,FA__FNED,NE_LE,WRL_REST,CY,2004-07-01,: 
