unit,s_adj,partner,stk_flow,bop_item,geotime,date,value
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2017-10-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,BG,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2017-10-01,9
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2018-01-01,10
PC_GDP,NSA,WRL_REST,BAL,CA,CH,2018-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2017-10-01,23
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2018-01-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,CY,2018-04-01,5
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2017-10-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2018-01-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,CZ,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2017-10-01,8
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2018-01-01,8
PC_GDP,NSA,WRL_REST,BAL,CA,DE,2018-04-01,7
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2017-10-01,7
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2018-01-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,DK,2018-04-01,5
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2017-10-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2018-01-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,EA19,2018-04-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2017-10-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,EE,2018-04-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2017-10-01,6
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2018-01-01,7
PC_GDP,NSA,WRL_REST,BAL,CA,EL,2018-04-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2017-10-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2018-01-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,ES,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2017-10-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,EU28,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2017-10-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,FI,2018-04-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2017-10-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2018-01-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,FR,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2017-10-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2018-01-01,17
PC_GDP,NSA,WRL_REST,BAL,CA,HR,2018-04-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2017-10-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2018-01-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,HU,2018-04-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2017-10-01,11
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2018-01-01,12
PC_GDP,NSA,WRL_REST,BAL,CA,IE,2018-04-01,13
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2017-10-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2018-01-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,IS,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2017-10-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,IT,2018-04-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2017-10-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2018-01-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,LT,2018-04-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2017-10-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2018-01-01,17
PC_GDP,NSA,WRL_REST,BAL,CA,LU,2018-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2017-10-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2018-01-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,LV,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2017-10-01,35
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2018-01-01,36
PC_GDP,NSA,WRL_REST,BAL,CA,ME,2018-04-01,28
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2017-10-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2018-01-01,6
PC_GDP,NSA,WRL_REST,BAL,CA,MK,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2017-10-01,8
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2018-01-01,13
PC_GDP,NSA,WRL_REST,BAL,CA,MT,2018-04-01,12
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2017-10-01,12
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2018-01-01,10
PC_GDP,NSA,WRL_REST,BAL,CA,NL,2018-04-01,8
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2017-10-01,3
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2018-01-01,8
PC_GDP,NSA,WRL_REST,BAL,CA,NO,2018-04-01,9
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2017-10-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2018-01-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,PL,2018-04-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2017-10-01,1
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2018-01-01,0
PC_GDP,NSA,WRL_REST,BAL,CA,PT,2018-04-01,4
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2015-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2015-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2016-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2016-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2016-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2016-10-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2017-01-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2017-04-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2017-07-01,
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2017-10-01,2
PC_GDP,NSA,WRL_REST,BAL,CA,RO,2018-01-01,2
