na_item,co_nco,sector,finpos,unit,geo\time,date,value
F,CO,S12,LIAB,PC_GDP,CZ,2003-01-01,113.2 
F,CO,S12,LIAB,PC_GDP,CZ,2004-01-01,112.2 
F,CO,S12,LIAB,PC_GDP,CZ,2005-01-01,117.4 
F,CO,S12,LIAB,PC_GDP,CZ,2006-01-01,115.5 
F,CO,S12,LIAB,PC_GDP,CZ,2007-01-01,122.1 
F,CO,S12,LIAB,PC_GDP,CZ,2008-01-01,124.9 
F,CO,S12,LIAB,PC_GDP,CZ,2009-01-01,129.7 
F,CO,S12,LIAB,PC_GDP,CZ,2010-01-01,133.8 
F,CO,S12,LIAB,PC_GDP,CZ,2011-01-01,135.6 
F,CO,S12,LIAB,PC_GDP,CZ,2012-01-01,144.5 
F,CO,S12,LIAB,PC_GDP,CZ,2013-01-01,153.7 
F,CO,S12,LIAB,PC_GDP,CZ,2014-01-01,156.5 
F,CO,S12,LIAB,PC_GDP,CZ,2015-01-01,156.8 
F,CO,S12,LIAB,PC_GDP,CZ,2016-01-01,170.0 
F,CO,S12,LIAB,PC_GDP,CZ,2017-01-01,186.9 
F,CO,S12,LIAB,PC_GDP,DE,1995-01-01,244.5 
F,CO,S12,LIAB,PC_GDP,DE,1996-01-01,264.7 
F,CO,S12,LIAB,PC_GDP,DE,1997-01-01,294.6 
F,CO,S12,LIAB,PC_GDP,DE,1998-01-01,325.4 
F,CO,S12,LIAB,PC_GDP,DE,1999-01-01,359.2 
F,CO,S12,LIAB,PC_GDP,DE,2000-01-01,379.5 
F,CO,S12,LIAB,PC_GDP,DE,2001-01-01,390.2 
F,CO,S12,LIAB,PC_GDP,DE,2002-01-01,388.3 
F,CO,S12,LIAB,PC_GDP,DE,2003-01-01,400.9 
F,CO,S12,LIAB,PC_GDP,DE,2004-01-01,408.3 
F,CO,S12,LIAB,PC_GDP,DE,2005-01-01,432.0 
F,CO,S12,LIAB,PC_GDP,DE,2006-01-01,436.5 
F,CO,S12,LIAB,PC_GDP,DE,2007-01-01,447.5 
F,CO,S12,LIAB,PC_GDP,DE,2008-01-01,454.8 
F,CO,S12,LIAB,PC_GDP,DE,2009-01-01,451.5 
F,CO,S12,LIAB,PC_GDP,DE,2010-01-01,429.4 
F,CO,S12,LIAB,PC_GDP,DE,2011-01-01,420.4 
F,CO,S12,LIAB,PC_GDP,DE,2012-01-01,427.4 
F,CO,S12,LIAB,PC_GDP,DE,2013-01-01,393.0 
F,CO,S12,LIAB,PC_GDP,DE,2014-01-01,400.8 
F,CO,S12,LIAB,PC_GDP,DE,2015-01-01,396.2 
F,CO,S12,LIAB,PC_GDP,DE,2016-01-01,398.6 
F,CO,S12,LIAB,PC_GDP,DE,2017-01-01,394.8 
F,CO,S12,LIAB,PC_GDP,DK,1995-01-01,266.6 
F,CO,S12,LIAB,PC_GDP,DK,1996-01-01,285.5 
F,CO,S12,LIAB,PC_GDP,DK,1997-01-01,325.8 
F,CO,S12,LIAB,PC_GDP,DK,1998-01-01,364.2 
F,CO,S12,LIAB,PC_GDP,DK,1999-01-01,390.5 
F,CO,S12,LIAB,PC_GDP,DK,2000-01-01,400.3 
F,CO,S12,LIAB,PC_GDP,DK,2001-01-01,367.8 
F,CO,S12,LIAB,PC_GDP,DK,2002-01-01,349.8 
F,CO,S12,LIAB,PC_GDP,DK,2003-01-01,362.2 
F,CO,S12,LIAB,PC_GDP,DK,2004-01-01,359.1 
F,CO,S12,LIAB,PC_GDP,DK,2005-01-01,447.2 
F,CO,S12,LIAB,PC_GDP,DK,2006-01-01,467.8 
F,CO,S12,LIAB,PC_GDP,DK,2007-01-01,487.2 
F,CO,S12,LIAB,PC_GDP,DK,2008-01-01,458.7 
F,CO,S12,LIAB,PC_GDP,DK,2009-01-01,512.1 
F,CO,S12,LIAB,PC_GDP,DK,2010-01-01,537.6 
F,CO,S12,LIAB,PC_GDP,DK,2011-01-01,525.5 
F,CO,S12,LIAB,PC_GDP,DK,2012-01-01,516.5 
F,CO,S12,LIAB,PC_GDP,DK,2013-01-01,518.9 
F,CO,S12,LIAB,PC_GDP,DK,2014-01-01,549.0 
F,CO,S12,LIAB,PC_GDP,DK,2015-01-01,539.1 
F,CO,S12,LIAB,PC_GDP,DK,2016-01-01,549.8 
F,CO,S12,LIAB,PC_GDP,DK,2017-01-01,546.8 
F,CO,S12,LIAB,PC_GDP,EE,1995-01-01,48.9 
F,CO,S12,LIAB,PC_GDP,EE,1996-01-01,61.9 
F,CO,S12,LIAB,PC_GDP,EE,1997-01-01,87.2 
F,CO,S12,LIAB,PC_GDP,EE,1998-01-01,70.8 
F,CO,S12,LIAB,PC_GDP,EE,1999-01-01,80.0 
F,CO,S12,LIAB,PC_GDP,EE,2000-01-01,100.1 
F,CO,S12,LIAB,PC_GDP,EE,2001-01-01,98.1 
F,CO,S12,LIAB,PC_GDP,EE,2002-01-01,107.9 
F,CO,S12,LIAB,PC_GDP,EE,2003-01-01,107.0 
F,CO,S12,LIAB,PC_GDP,EE,2004-01-01,136.1 
F,CO,S12,LIAB,PC_GDP,EE,2005-01-01,155.0 
F,CO,S12,LIAB,PC_GDP,EE,2006-01-01,153.9 
F,CO,S12,LIAB,PC_GDP,EE,2007-01-01,166.0 
F,CO,S12,LIAB,PC_GDP,EE,2008-01-01,170.1 
F,CO,S12,LIAB,PC_GDP,EE,2009-01-01,185.1 
F,CO,S12,LIAB,PC_GDP,EE,2010-01-01,173.4 
F,CO,S12,LIAB,PC_GDP,EE,2011-01-01,151.6 
F,CO,S12,LIAB,PC_GDP,EE,2012-01-01,149.6 
F,CO,S12,LIAB,PC_GDP,EE,2013-01-01,156.2 
F,CO,S12,LIAB,PC_GDP,EE,2014-01-01,161.1 
F,CO,S12,LIAB,PC_GDP,EE,2015-01-01,167.3 
F,CO,S12,LIAB,PC_GDP,EE,2016-01-01,167.7 
F,CO,S12,LIAB,PC_GDP,EE,2017-01-01,167.0 
F,CO,S12,LIAB,PC_GDP,EL,1995-01-01,111.3 
F,CO,S12,LIAB,PC_GDP,EL,1996-01-01,115.8 
F,CO,S12,LIAB,PC_GDP,EL,1997-01-01,120.9 
F,CO,S12,LIAB,PC_GDP,EL,1998-01-01,127.9 
F,CO,S12,LIAB,PC_GDP,EL,1999-01-01,173.5 
F,CO,S12,LIAB,PC_GDP,EL,2000-01-01,161.4 
F,CO,S12,LIAB,PC_GDP,EL,2001-01-01,154.8 
F,CO,S12,LIAB,PC_GDP,EL,2002-01-01,143.4 
F,CO,S12,LIAB,PC_GDP,EL,2003-01-01,140.8 
F,CO,S12,LIAB,PC_GDP,EL,2004-01-01,146.7 
F,CO,S12,LIAB,PC_GDP,EL,2005-01-01,171.3 
F,CO,S12,LIAB,PC_GDP,EL,2006-01-01,178.8 
F,CO,S12,LIAB,PC_GDP,EL,2007-01-01,200.7 
F,CO,S12,LIAB,PC_GDP,EL,2008-01-01,192.1 
F,CO,S12,LIAB,PC_GDP,EL,2009-01-01,214.8 
F,CO,S12,LIAB,PC_GDP,EL,2010-01-01,226.6 
F,CO,S12,LIAB,PC_GDP,EL,2011-01-01,226.3 
F,CO,S12,LIAB,PC_GDP,EL,2012-01-01,243.0 
F,CO,S12,LIAB,PC_GDP,EL,2013-01-01,221.5 
F,CO,S12,LIAB,PC_GDP,EL,2014-01-01,212.7 
F,CO,S12,LIAB,PC_GDP,EL,2015-01-01,205.1 
F,CO,S12,LIAB,PC_GDP,EL,2016-01-01,203.6 
F,CO,S12,LIAB,PC_GDP,EL,2017-01-01,184.3 
F,CO,S12,LIAB,PC_GDP,ES,1995-01-01,148.9 
F,CO,S12,LIAB,PC_GDP,ES,1996-01-01,160.1 
F,CO,S12,LIAB,PC_GDP,ES,1997-01-01,173.9 
F,CO,S12,LIAB,PC_GDP,ES,1998-01-01,186.0 
F,CO,S12,LIAB,PC_GDP,ES,1999-01-01,198.4 
F,CO,S12,LIAB,PC_GDP,ES,2000-01-01,203.7 
F,CO,S12,LIAB,PC_GDP,ES,2001-01-01,201.5 
F,CO,S12,LIAB,PC_GDP,ES,2002-01-01,198.9 
F,CO,S12,LIAB,PC_GDP,ES,2003-01-01,213.6 
F,CO,S12,LIAB,PC_GDP,ES,2004-01-01,226.0 
F,CO,S12,LIAB,PC_GDP,ES,2005-01-01,253.2 
F,CO,S12,LIAB,PC_GDP,ES,2006-01-01,279.5 
F,CO,S12,LIAB,PC_GDP,ES,2007-01-01,286.5 
F,CO,S12,LIAB,PC_GDP,ES,2008-01-01,270.9 
F,CO,S12,LIAB,PC_GDP,ES,2009-01-01,292.1 
F,CO,S12,LIAB,PC_GDP,ES,2010-01-01,283.3 
F,CO,S12,LIAB,PC_GDP,ES,2011-01-01,287.8 
F,CO,S12,LIAB,PC_GDP,ES,2012-01-01,290.6 
F,CO,S12,LIAB,PC_GDP,ES,2013-01-01,286.2 
F,CO,S12,LIAB,PC_GDP,ES,2014-01-01,295.7 
F,CO,S12,LIAB,PC_GDP,ES,2015-01-01,288.3 
F,CO,S12,LIAB,PC_GDP,ES,2016-01-01,286.0 
F,CO,S12,LIAB,PC_GDP,ES,2017-01-01,285.7 
F,CO,S12,LIAB,PC_GDP,FI,1995-01-01,117.6 
F,CO,S12,LIAB,PC_GDP,FI,1996-01-01,116.7 
F,CO,S12,LIAB,PC_GDP,FI,1997-01-01,121.2 
F,CO,S12,LIAB,PC_GDP,FI,1998-01-01,115.9 
F,CO,S12,LIAB,PC_GDP,FI,1999-01-01,123.9 
F,CO,S12,LIAB,PC_GDP,FI,2000-01-01,128.3 
F,CO,S12,LIAB,PC_GDP,FI,2001-01-01,134.8 
F,CO,S12,LIAB,PC_GDP,FI,2002-01-01,135.8 
F,CO,S12,LIAB,PC_GDP,FI,2003-01-01,154.5 
F,CO,S12,LIAB,PC_GDP,FI,2004-01-01,169.4 
F,CO,S12,LIAB,PC_GDP,FI,2005-01-01,184.9 
F,CO,S12,LIAB,PC_GDP,FI,2006-01-01,195.3 
F,CO,S12,LIAB,PC_GDP,FI,2007-01-01,199.4 
F,CO,S12,LIAB,PC_GDP,FI,2008-01-01,231.2 
F,CO,S12,LIAB,PC_GDP,FI,2009-01-01,267.8 
F,CO,S12,LIAB,PC_GDP,FI,2010-01-01,305.3 
F,CO,S12,LIAB,PC_GDP,FI,2011-01-01,366.2 
F,CO,S12,LIAB,PC_GDP,FI,2012-01-01,348.7 
F,CO,S12,LIAB,PC_GDP,FI,2013-01-01,314.4 
F,CO,S12,LIAB,PC_GDP,FI,2014-01-01,341.1 
F,CO,S12,LIAB,PC_GDP,FI,2015-01-01,329.3 
F,CO,S12,LIAB,PC_GDP,FI,2016-01-01,316.5 
F,CO,S12,LIAB,PC_GDP,FI,2017-01-01,267.7 
F,CO,S12,LIAB,PC_GDP,FR,1995-01-01,200.1 
F,CO,S12,LIAB,PC_GDP,FR,1996-01-01,205.8 
F,CO,S12,LIAB,PC_GDP,FR,1997-01-01,221.5 
F,CO,S12,LIAB,PC_GDP,FR,1998-01-01,223.7 
F,CO,S12,LIAB,PC_GDP,FR,1999-01-01,248.5 
F,CO,S12,LIAB,PC_GDP,FR,2000-01-01,250.2 
F,CO,S12,LIAB,PC_GDP,FR,2001-01-01,252.2 
F,CO,S12,LIAB,PC_GDP,FR,2002-01-01,248.7 
F,CO,S12,LIAB,PC_GDP,FR,2003-01-01,261.3 
F,CO,S12,LIAB,PC_GDP,FR,2004-01-01,276.2 
F,CO,S12,LIAB,PC_GDP,FR,2005-01-01,314.4 
F,CO,S12,LIAB,PC_GDP,FR,2006-01-01,348.0 
F,CO,S12,LIAB,PC_GDP,FR,2007-01-01,363.3 
F,CO,S12,LIAB,PC_GDP,FR,2008-01-01,354.4 
F,CO,S12,LIAB,PC_GDP,FR,2009-01-01,371.2 
F,CO,S12,LIAB,PC_GDP,FR,2010-01-01,381.7 
F,CO,S12,LIAB,PC_GDP,FR,2011-01-01,374.3 
F,CO,S12,LIAB,PC_GDP,FR,2012-01-01,375.5 
F,CO,S12,LIAB,PC_GDP,FR,2013-01-01,378.7 
F,CO,S12,LIAB,PC_GDP,FR,2014-01-01,399.8 
F,CO,S12,LIAB,PC_GDP,FR,2015-01-01,401.5 
F,CO,S12,LIAB,PC_GDP,FR,2016-01-01,415.1 
F,CO,S12,LIAB,PC_GDP,FR,2017-01-01,415.2 
F,CO,S12,LIAB,PC_GDP,HR,1995-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,1996-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,1997-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,1998-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,1999-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,2000-01-01,: 
F,CO,S12,LIAB,PC_GDP,HR,2001-01-01,104.5 
F,CO,S12,LIAB,PC_GDP,HR,2002-01-01,118.4 
F,CO,S12,LIAB,PC_GDP,HR,2003-01-01,128.4 
F,CO,S12,LIAB,PC_GDP,HR,2004-01-01,136.6 
F,CO,S12,LIAB,PC_GDP,HR,2005-01-01,143.5 
F,CO,S12,LIAB,PC_GDP,HR,2006-01-01,166.8 
F,CO,S12,LIAB,PC_GDP,HR,2007-01-01,187.3 
F,CO,S12,LIAB,PC_GDP,HR,2008-01-01,159.6 
F,CO,S12,LIAB,PC_GDP,HR,2009-01-01,175.4 
F,CO,S12,LIAB,PC_GDP,HR,2010-01-01,183.6 
F,CO,S12,LIAB,PC_GDP,HR,2011-01-01,184.5 
F,CO,S12,LIAB,PC_GDP,HR,2012-01-01,188.6 
F,CO,S12,LIAB,PC_GDP,HR,2013-01-01,194.0 
F,CO,S12,LIAB,PC_GDP,HR,2014-01-01,195.7 
F,CO,S12,LIAB,PC_GDP,HR,2015-01-01,194.9 
F,CO,S12,LIAB,PC_GDP,HR,2016-01-01,194.8 
F,CO,S12,LIAB,PC_GDP,HR,2017-01-01,193.6 
F,CO,S12,LIAB,PC_GDP,HU,1995-01-01,131.8 
F,CO,S12,LIAB,PC_GDP,HU,1996-01-01,116.5 
F,CO,S12,LIAB,PC_GDP,HU,1997-01-01,108.3 
F,CO,S12,LIAB,PC_GDP,HU,1998-01-01,105.6 
F,CO,S12,LIAB,PC_GDP,HU,1999-01-01,124.8 
F,CO,S12,LIAB,PC_GDP,HU,2000-01-01,149.0 
F,CO,S12,LIAB,PC_GDP,HU,2001-01-01,166.9 
F,CO,S12,LIAB,PC_GDP,HU,2002-01-01,149.4 
F,CO,S12,LIAB,PC_GDP,HU,2003-01-01,151.0 
F,CO,S12,LIAB,PC_GDP,HU,2004-01-01,144.6 
F,CO,S12,LIAB,PC_GDP,HU,2005-01-01,184.2 
F,CO,S12,LIAB,PC_GDP,HU,2006-01-01,203.1 
F,CO,S12,LIAB,PC_GDP,HU,2007-01-01,239.3 
F,CO,S12,LIAB,PC_GDP,HU,2008-01-01,289.6 
F,CO,S12,LIAB,PC_GDP,HU,2009-01-01,295.6 
F,CO,S12,LIAB,PC_GDP,HU,2010-01-01,285.9 
F,CO,S12,LIAB,PC_GDP,HU,2011-01-01,294.6 
F,CO,S12,LIAB,PC_GDP,HU,2012-01-01,270.1 
F,CO,S12,LIAB,PC_GDP,HU,2013-01-01,246.6 
F,CO,S12,LIAB,PC_GDP,HU,2014-01-01,247.7 
F,CO,S12,LIAB,PC_GDP,HU,2015-01-01,238.4 
F,CO,S12,LIAB,PC_GDP,HU,2016-01-01,290.0 
F,CO,S12,LIAB,PC_GDP,HU,2017-01-01,245.3 
F,CO,S12,LIAB,PC_GDP,IE,1995-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,1996-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,1997-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,1998-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,1999-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,2000-01-01,: 
F,CO,S12,LIAB,PC_GDP,IE,2001-01-01,849.7 
F,CO,S12,LIAB,PC_GDP,IE,2002-01-01,840.1 
F,CO,S12,LIAB,PC_GDP,IE,2003-01-01,953.2 
F,CO,S12,LIAB,PC_GDP,IE,2004-01-01,1057.2 
F,CO,S12,LIAB,PC_GDP,IE,2005-01-01,1314.5 
F,CO,S12,LIAB,PC_GDP,IE,2006-01-01,1452.4 
F,CO,S12,LIAB,PC_GDP,IE,2007-01-01,1496.7 
F,CO,S12,LIAB,PC_GDP,IE,2008-01-01,1660.6 
F,CO,S12,LIAB,PC_GDP,IE,2009-01-01,1904.3 
F,CO,S12,LIAB,PC_GDP,IE,2010-01-01,2066.1 
F,CO,S12,LIAB,PC_GDP,IE,2011-01-01,2014.8 
F,CO,S12,LIAB,PC_GDP,IE,2012-01-01,1932.5 
F,CO,S12,LIAB,PC_GDP,IE,2013-01-01,1914.4 
F,CO,S12,LIAB,PC_GDP,IE,2014-01-01,2094.7 
F,CO,S12,LIAB,PC_GDP,IE,2015-01-01,1687.9 
F,CO,S12,LIAB,PC_GDP,IE,2016-01-01,1659.1 
F,CO,S12,LIAB,PC_GDP,IE,2017-01-01,1611.3 
F,CO,S12,LIAB,PC_GDP,IT,1995-01-01,134.2 
F,CO,S12,LIAB,PC_GDP,IT,1996-01-01,137.1 
F,CO,S12,LIAB,PC_GDP,IT,1997-01-01,153.5 
F,CO,S12,LIAB,PC_GDP,IT,1998-01-01,175.5 
F,CO,S12,LIAB,PC_GDP,IT,1999-01-01,189.5 
F,CO,S12,LIAB,PC_GDP,IT,2000-01-01,201.8 
F,CO,S12,LIAB,PC_GDP,IT,2001-01-01,185.3 
F,CO,S12,LIAB,PC_GDP,IT,2002-01-01,179.1 
F,CO,S12,LIAB,PC_GDP,IT,2003-01-01,194.8 
F,CO,S12,LIAB,PC_GDP,IT,2004-01-01,201.4 
F,CO,S12,LIAB,PC_GDP,IT,2005-01-01,219.0 
F,CO,S12,LIAB,PC_GDP,IT,2006-01-01,229.2 
F,CO,S12,LIAB,PC_GDP,IT,2007-01-01,221.8 
F,CO,S12,LIAB,PC_GDP,IT,2008-01-01,204.1 
F,CO,S12,LIAB,PC_GDP,IT,2009-01-01,221.6 
F,CO,S12,LIAB,PC_GDP,IT,2010-01-01,227.1 
F,CO,S12,LIAB,PC_GDP,IT,2011-01-01,227.2 
F,CO,S12,LIAB,PC_GDP,IT,2012-01-01,244.0 
F,CO,S12,LIAB,PC_GDP,IT,2013-01-01,240.8 
F,CO,S12,LIAB,PC_GDP,IT,2014-01-01,245.3 
F,CO,S12,LIAB,PC_GDP,IT,2015-01-01,247.0 
F,CO,S12,LIAB,PC_GDP,IT,2016-01-01,249.1 
F,CO,S12,LIAB,PC_GDP,IT,2017-01-01,256.0 
F,CO,S12,LIAB,PC_GDP,LT,1995-01-01,36.6 
F,CO,S12,LIAB,PC_GDP,LT,1996-01-01,31.5 
F,CO,S12,LIAB,PC_GDP,LT,1997-01-01,33.2 
F,CO,S12,LIAB,PC_GDP,LT,1998-01-01,36.4 
F,CO,S12,LIAB,PC_GDP,LT,1999-01-01,38.0 
F,CO,S12,LIAB,PC_GDP,LT,2000-01-01,40.9 
F,CO,S12,LIAB,PC_GDP,LT,2001-01-01,45.5 
F,CO,S12,LIAB,PC_GDP,LT,2002-01-01,49.6 
F,CO,S12,LIAB,PC_GDP,LT,2003-01-01,57.3 
F,CO,S12,LIAB,PC_GDP,LT,2004-01-01,66.2 
F,CO,S12,LIAB,PC_GDP,LT,2005-01-01,83.4 
F,CO,S12,LIAB,PC_GDP,LT,2006-01-01,100.6 
F,CO,S12,LIAB,PC_GDP,LT,2007-01-01,112.6 
F,CO,S12,LIAB,PC_GDP,LT,2008-01-01,105.1 
F,CO,S12,LIAB,PC_GDP,LT,2009-01-01,122.8 
F,CO,S12,LIAB,PC_GDP,LT,2010-01-01,116.8 
F,CO,S12,LIAB,PC_GDP,LT,2011-01-01,104.6 
F,CO,S12,LIAB,PC_GDP,LT,2012-01-01,98.3 
F,CO,S12,LIAB,PC_GDP,LT,2013-01-01,93.3 
F,CO,S12,LIAB,PC_GDP,LT,2014-01-01,96.9 
F,CO,S12,LIAB,PC_GDP,LT,2015-01-01,104.6 
F,CO,S12,LIAB,PC_GDP,LT,2016-01-01,119.1 
F,CO,S12,LIAB,PC_GDP,LT,2017-01-01,120.6 
F,CO,S12,LIAB,PC_GDP,LU,1995-01-01,: 
F,CO,S12,LIAB,PC_GDP,LU,1996-01-01,: 
F,CO,S12,LIAB,PC_GDP,LU,1997-01-01,: 
F,CO,S12,LIAB,PC_GDP,LU,1998-01-01,: 
F,CO,S12,LIAB,PC_GDP,LU,1999-01-01,6993.1 
F,CO,S12,LIAB,PC_GDP,LU,2000-01-01,7377.2 
