unit,s_adj,bop_item,stk_flow,partner,geotime,date,value
PC_GDP,NSA,CA,DEB,WRL_REST,BG,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2000-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2001-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2002-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2003-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2004-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2005-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2006-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2007-01-01,86.7
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2008-01-01,84.3
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2009-01-01,59.2
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2010-01-01,58.9
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2011-01-01,65.6
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2012-01-01,69.8
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2013-01-01,72.6
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2014-01-01,71.3
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2015-01-01,71.3
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2016-01-01,68.5
PC_GDP,NSA,CA,DEB,WRL_REST,BG,2017-01-01,69.7
PC_GDP,NSA,CA,DEB,WRL_REST,CY,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2000-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2001-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2002-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2003-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2004-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2005-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2006-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2007-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2008-01-01,106.8
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2009-01-01,101.6
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2010-01-01,113.5
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2011-01-01,104.7
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2012-01-01,91.2
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2013-01-01,88.2
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2014-01-01,92.4
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2015-01-01,160.3
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2016-01-01,106.5
PC_GDP,NSA,CA,DEB,WRL_REST,CY,2017-01-01,145.6
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,1995-01-01,45.6
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,1996-01-01,46.7
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,1997-01-01,49.4
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,1998-01-01,48.0
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,1999-01-01,50.0
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2000-01-01,56.9
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2001-01-01,58.3
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2002-01-01,54.5
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2003-01-01,56.9
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2004-01-01,65.3
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2005-01-01,68.7
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2006-01-01,72.6
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2007-01-01,76.4
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2008-01-01,71.0
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2009-01-01,65.3
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2010-01-01,73.9
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2011-01-01,78.0
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2012-01-01,83.0
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2013-01-01,82.5
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2014-01-01,87.8
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2015-01-01,86.4
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2016-01-01,83.5
PC_GDP,NSA,CA,DEB,WRL_REST,CZ,2017-01-01,83.7
PC_GDP,NSA,CA,DEB,WRL_REST,DE,1995-01-01,26.6
PC_GDP,NSA,CA,DEB,WRL_REST,DE,1996-01-01,27.7
PC_GDP,NSA,CA,DEB,WRL_REST,DE,1997-01-01,31.2
PC_GDP,NSA,CA,DEB,WRL_REST,DE,1998-01-01,32.5
PC_GDP,NSA,CA,DEB,WRL_REST,DE,1999-01-01,34.3
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2000-01-01,39.8
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2001-01-01,39.0
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2002-01-01,37.4
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2003-01-01,38.5
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2004-01-01,39.0
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2005-01-01,42.2
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2006-01-01,45.9
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2007-01-01,47.7
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2008-01-01,47.3
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2009-01-01,41.2
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2010-01-01,46.0
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2011-01-01,48.7
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2012-01-01,48.2
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2013-01-01,47.7
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2014-01-01,46.8
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2015-01-01,46.9
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2016-01-01,45.9
PC_GDP,NSA,CA,DEB,WRL_REST,DE,2017-01-01,47.5
PC_GDP,NSA,CA,DEB,WRL_REST,DK,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2000-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2001-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2002-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2003-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2004-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2005-01-01,53.7
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2006-01-01,58.1
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2007-01-01,61.6
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2008-01-01,62.8
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2009-01-01,52.4
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2010-01-01,52.8
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2011-01-01,56.9
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2012-01-01,57.3
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2013-01-01,57.4
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2014-01-01,56.2
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2015-01-01,58.1
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2016-01-01,56.3
PC_GDP,NSA,CA,DEB,WRL_REST,DK,2017-01-01,56.9
PC_GDP,NSA,CA,DEB,WRL_REST,EE,1995-01-01,73.8
PC_GDP,NSA,CA,DEB,WRL_REST,EE,1996-01-01,73.1
PC_GDP,NSA,CA,DEB,WRL_REST,EE,1997-01-01,87.8
PC_GDP,NSA,CA,DEB,WRL_REST,EE,1998-01-01,88.7
PC_GDP,NSA,CA,DEB,WRL_REST,EE,1999-01-01,79.3
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2000-01-01,70.9
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2001-01-01,72.9
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2002-01-01,73.7
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2003-01-01,74.5
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2004-01-01,80.4
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2005-01-01,83.1
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2006-01-01,87.8
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2007-01-01,88.3
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2008-01-01,84.6
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2009-01-01,65.9
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2010-01-01,81.7
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2011-01-01,93.9
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2012-01-01,96.0
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2013-01-01,92.3
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2014-01-01,88.8
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2015-01-01,82.7
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2016-01-01,83.6
PC_GDP,NSA,CA,DEB,WRL_REST,EE,2017-01-01,81.2
PC_GDP,NSA,CA,DEB,WRL_REST,EL,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2000-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2001-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2002-01-01,31.3
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2003-01-01,32.0
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2004-01-01,33.3
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2005-01-01,35.3
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2006-01-01,37.4
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2007-01-01,42.4
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2008-01-01,43.4
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2009-01-01,35.3
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2010-01-01,37.1
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2011-01-01,39.1
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2012-01-01,37.1
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2013-01-01,38.6
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2014-01-01,40.2
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2015-01-01,35.2
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2016-01-01,34.0
PC_GDP,NSA,CA,DEB,WRL_REST,EL,2017-01-01,37.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,1995-01-01,27.0
PC_GDP,NSA,CA,DEB,WRL_REST,ES,1996-01-01,27.5
PC_GDP,NSA,CA,DEB,WRL_REST,ES,1997-01-01,31.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,1998-01-01,32.7
PC_GDP,NSA,CA,DEB,WRL_REST,ES,1999-01-01,34.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2000-01-01,38.0
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2001-01-01,37.3
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2002-01-01,35.2
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2003-01-01,34.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2004-01-01,35.7
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2005-01-01,37.3
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2006-01-01,40.0
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2007-01-01,42.2
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2008-01-01,40.7
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2009-01-01,32.7
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2010-01-01,35.4
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2011-01-01,38.2
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2012-01-01,37.0
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2013-01-01,37.0
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2014-01-01,38.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2015-01-01,38.1
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2016-01-01,37.3
PC_GDP,NSA,CA,DEB,WRL_REST,ES,2017-01-01,38.5
PC_GDP,NSA,CA,DEB,WRL_REST,FI,1995-01-01,33.9
PC_GDP,NSA,CA,DEB,WRL_REST,FI,1996-01-01,35.3
PC_GDP,NSA,CA,DEB,WRL_REST,FI,1997-01-01,36.9
PC_GDP,NSA,CA,DEB,WRL_REST,FI,1998-01-01,37.0
PC_GDP,NSA,CA,DEB,WRL_REST,FI,1999-01-01,36.1
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2000-01-01,42.1
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2001-01-01,40.1
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2002-01-01,38.5
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2003-01-01,39.3
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2004-01-01,40.7
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2005-01-01,45.4
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2006-01-01,49.1
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2007-01-01,50.7
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2008-01-01,52.2
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2009-01-01,41.6
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2010-01-01,45.8
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2011-01-01,49.0
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2012-01-01,49.9
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2013-01-01,48.8
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2014-01-01,47.8
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2015-01-01,45.2
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2016-01-01,45.4
PC_GDP,NSA,CA,DEB,WRL_REST,FI,2017-01-01,46.6
PC_GDP,NSA,CA,DEB,WRL_REST,FR,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,FR,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,FR,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,FR,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,FR,1999-01-01,29.9
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2000-01-01,34.2
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2001-01-01,33.7
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2002-01-01,32.6
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2003-01-01,31.8
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2004-01-01,32.8
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2005-01-01,35.4
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2006-01-01,38.0
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2007-01-01,39.1
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2008-01-01,39.4
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2009-01-01,34.0
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2010-01-01,36.7
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2011-01-01,38.8
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2012-01-01,39.5
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2013-01-01,38.8
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2014-01-01,39.6
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2015-01-01,40.8
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2016-01-01,40.7
PC_GDP,NSA,CA,DEB,WRL_REST,FR,2017-01-01,41.1
PC_GDP,NSA,CA,DEB,WRL_REST,HR,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,HR,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,HR,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,HR,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,HR,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2000-01-01,44.0
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2001-01-01,47.1
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2002-01-01,50.1
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2003-01-01,52.2
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2004-01-01,50.7
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2005-01-01,51.2
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2006-01-01,52.7
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2007-01-01,52.8
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2008-01-01,53.7
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2009-01-01,45.0
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2010-01-01,44.4
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2011-01-01,47.2
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2012-01-01,48.1
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2013-01-01,48.2
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2014-01-01,49.6
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2015-01-01,50.8
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2016-01-01,54.1
PC_GDP,NSA,CA,DEB,WRL_REST,HR,2017-01-01,56.2
PC_GDP,NSA,CA,DEB,WRL_REST,HU,1995-01-01,44.1
PC_GDP,NSA,CA,DEB,WRL_REST,HU,1996-01-01,47.7
PC_GDP,NSA,CA,DEB,WRL_REST,HU,1997-01-01,55.0
PC_GDP,NSA,CA,DEB,WRL_REST,HU,1998-01-01,62.6
PC_GDP,NSA,CA,DEB,WRL_REST,HU,1999-01-01,66.2
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2000-01-01,78.4
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2001-01-01,73.7
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2002-01-01,66.9
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2003-01-01,67.5
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2004-01-01,73.6
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2005-01-01,76.0
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2006-01-01,89.8
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2007-01-01,95.4
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2008-01-01,98.4
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2009-01-01,91.0
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2010-01-01,97.7
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2011-01-01,98.9
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2012-01-01,99.1
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2013-01-01,96.3
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2014-01-01,98.3
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2015-01-01,97.2
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2016-01-01,96.6
PC_GDP,NSA,CA,DEB,WRL_REST,HU,2017-01-01,97.7
PC_GDP,NSA,CA,DEB,WRL_REST,IE,1995-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,1996-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,1997-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,1998-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,1999-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2000-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2001-01-01,
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2002-01-01,117.1
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2003-01-01,105.4
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2004-01-01,106.1
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2005-01-01,111.5
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2006-01-01,122.2
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2007-01-01,132.1
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2008-01-01,138.1
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2009-01-01,133.7
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2010-01-01,140.5
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2011-01-01,141.6
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2012-01-01,144.9
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2013-01-01,135.0
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2014-01-01,142.3
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2015-01-01,142.3
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2016-01-01,151.7
PC_GDP,NSA,CA,DEB,WRL_REST,IE,2017-01-01,139.7
PC_GDP,NSA,CA,DEB,WRL_REST,IT,1995-01-01,29.4
PC_GDP,NSA,CA,DEB,WRL_REST,IT,1996-01-01,25.3
PC_GDP,NSA,CA,DEB,WRL_REST,IT,1997-01-01,26.2
PC_GDP,NSA,CA,DEB,WRL_REST,IT,1998-01-01,27.2
PC_GDP,NSA,CA,DEB,WRL_REST,IT,1999-01-01,27.5
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2000-01-01,30.6
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2001-01-01,30.2
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2002-01-01,29.9
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2003-01-01,28.9
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2004-01-01,29.4
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2005-01-01,31.2
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2006-01-01,34.0
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2007-01-01,35.3
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2008-01-01,35.3
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2009-01-01,29.5
PC_GDP,NSA,CA,DEB,WRL_REST,IT,2010-01-01,33.2
