sectperf,unit,geotime,date,value
BES,PC_GDP,CZ,2000-01-01,0.67
BES,PC_GDP,CZ,2001-01-01,0.66
BES,PC_GDP,CZ,2002-01-01,0.67
BES,PC_GDP,CZ,2003-01-01,0.7
BES,PC_GDP,CZ,2004-01-01,0.72
BES,PC_GDP,CZ,2005-01-01,0.68
BES,PC_GDP,CZ,2006-01-01,0.72
BES,PC_GDP,CZ,2007-01-01,0.75
BES,PC_GDP,CZ,2008-01-01,0.71
BES,PC_GDP,CZ,2009-01-01,0.72
BES,PC_GDP,CZ,2010-01-01,0.77
BES,PC_GDP,CZ,2011-01-01,0.86
BES,PC_GDP,CZ,2012-01-01,0.96
BES,PC_GDP,CZ,2013-01-01,1.03
BES,PC_GDP,CZ,2014-01-01,1.1
BES,PC_GDP,CZ,2015-01-01,1.05
BES,PC_GDP,CZ,2016-01-01,1.03
BES,PC_GDP,DE,2000-01-01,1.68
BES,PC_GDP,DE,2001-01-01,1.67
BES,PC_GDP,DE,2002-01-01,1.67
BES,PC_GDP,DE,2003-01-01,1.71
BES,PC_GDP,DE,2004-01-01,1.69
BES,PC_GDP,DE,2005-01-01,1.68
BES,PC_GDP,DE,2006-01-01,1.72
BES,PC_GDP,DE,2007-01-01,1.71
BES,PC_GDP,DE,2008-01-01,1.8
BES,PC_GDP,DE,2009-01-01,1.84
BES,PC_GDP,DE,2010-01-01,1.82
BES,PC_GDP,DE,2011-01-01,1.89
BES,PC_GDP,DE,2012-01-01,1.95
BES,PC_GDP,DE,2013-01-01,1.9
BES,PC_GDP,DE,2014-01-01,1.94
BES,PC_GDP,DE,2015-01-01,2.0
BES,PC_GDP,DE,2016-01-01,2.0
BES,PC_GDP,DK,2000-01-01,1.46
BES,PC_GDP,DK,2001-01-01,1.59
BES,PC_GDP,DK,2002-01-01,1.69
BES,PC_GDP,DK,2003-01-01,1.74
BES,PC_GDP,DK,2004-01-01,1.65
BES,PC_GDP,DK,2005-01-01,1.63
BES,PC_GDP,DK,2006-01-01,1.61
BES,PC_GDP,DK,2007-01-01,1.76
BES,PC_GDP,DK,2008-01-01,1.94
BES,PC_GDP,DK,2009-01-01,2.13
BES,PC_GDP,DK,2010-01-01,1.96
BES,PC_GDP,DK,2011-01-01,1.96
BES,PC_GDP,DK,2012-01-01,1.95
BES,PC_GDP,DK,2013-01-01,1.88
BES,PC_GDP,DK,2014-01-01,1.86
BES,PC_GDP,DK,2015-01-01,1.89
BES,PC_GDP,DK,2016-01-01,1.89
BES,PC_GDP,EA19,2000-01-01,1.14
BES,PC_GDP,EA19,2001-01-01,1.14
BES,PC_GDP,EA19,2002-01-01,1.14
BES,PC_GDP,EA19,2003-01-01,1.14
BES,PC_GDP,EA19,2004-01-01,1.12
BES,PC_GDP,EA19,2005-01-01,1.12
BES,PC_GDP,EA19,2006-01-01,1.14
BES,PC_GDP,EA19,2007-01-01,1.15
BES,PC_GDP,EA19,2008-01-01,1.19
BES,PC_GDP,EA19,2009-01-01,1.23
BES,PC_GDP,EA19,2010-01-01,1.24
BES,PC_GDP,EA19,2011-01-01,1.29
BES,PC_GDP,EA19,2012-01-01,1.34
BES,PC_GDP,EA19,2013-01-01,1.33
BES,PC_GDP,EA19,2014-01-01,1.36
BES,PC_GDP,EA19,2015-01-01,1.37
BES,PC_GDP,EA19,2016-01-01,1.37
BES,PC_GDP,EE,2000-01-01,0.14
BES,PC_GDP,EE,2001-01-01,0.24
BES,PC_GDP,EE,2002-01-01,0.22
BES,PC_GDP,EE,2003-01-01,0.26
BES,PC_GDP,EE,2004-01-01,0.33
BES,PC_GDP,EE,2005-01-01,0.42
BES,PC_GDP,EE,2006-01-01,0.5
BES,PC_GDP,EE,2007-01-01,0.5
BES,PC_GDP,EE,2008-01-01,0.54
BES,PC_GDP,EE,2009-01-01,0.62
BES,PC_GDP,EE,2010-01-01,0.79
BES,PC_GDP,EE,2011-01-01,1.46
BES,PC_GDP,EE,2012-01-01,1.22
BES,PC_GDP,EE,2013-01-01,0.82
BES,PC_GDP,EE,2014-01-01,0.63
BES,PC_GDP,EE,2015-01-01,0.69
BES,PC_GDP,EE,2016-01-01,0.66
BES,PC_GDP,EL,2000-01-01,0.14
BES,PC_GDP,EL,2001-01-01,0.18
BES,PC_GDP,EL,2002-01-01,0.18
BES,PC_GDP,EL,2003-01-01,0.18
BES,PC_GDP,EL,2004-01-01,0.16
BES,PC_GDP,EL,2005-01-01,0.18
BES,PC_GDP,EL,2006-01-01,0.17
BES,PC_GDP,EL,2007-01-01,0.16
BES,PC_GDP,EL,2008-01-01,0.21
BES,PC_GDP,EL,2009-01-01,0.23
BES,PC_GDP,EL,2010-01-01,0.24
BES,PC_GDP,EL,2011-01-01,0.23
BES,PC_GDP,EL,2012-01-01,0.24
BES,PC_GDP,EL,2013-01-01,0.27
BES,PC_GDP,EL,2014-01-01,0.28
BES,PC_GDP,EL,2015-01-01,0.32
BES,PC_GDP,EL,2016-01-01,0.43
BES,PC_GDP,ES,2000-01-01,0.47
BES,PC_GDP,ES,2001-01-01,0.47
BES,PC_GDP,ES,2002-01-01,0.52
BES,PC_GDP,ES,2003-01-01,0.55
BES,PC_GDP,ES,2004-01-01,0.56
BES,PC_GDP,ES,2005-01-01,0.59
BES,PC_GDP,ES,2006-01-01,0.65
BES,PC_GDP,ES,2007-01-01,0.69
BES,PC_GDP,ES,2008-01-01,0.72
BES,PC_GDP,ES,2009-01-01,0.7
BES,PC_GDP,ES,2010-01-01,0.69
BES,PC_GDP,ES,2011-01-01,0.69
BES,PC_GDP,ES,2012-01-01,0.68
BES,PC_GDP,ES,2013-01-01,0.67
BES,PC_GDP,ES,2014-01-01,0.65
BES,PC_GDP,ES,2015-01-01,0.64
BES,PC_GDP,ES,2016-01-01,0.64
BES,PC_GDP,EU28,2000-01-01,1.15
BES,PC_GDP,EU28,2001-01-01,1.15
BES,PC_GDP,EU28,2002-01-01,1.14
BES,PC_GDP,EU28,2003-01-01,1.13
BES,PC_GDP,EU28,2004-01-01,1.11
BES,PC_GDP,EU28,2005-01-01,1.1
BES,PC_GDP,EU28,2006-01-01,1.12
BES,PC_GDP,EU28,2007-01-01,1.12
BES,PC_GDP,EU28,2008-01-01,1.16
BES,PC_GDP,EU28,2009-01-01,1.19
BES,PC_GDP,EU28,2010-01-01,1.19
BES,PC_GDP,EU28,2011-01-01,1.24
BES,PC_GDP,EU28,2012-01-01,1.27
BES,PC_GDP,EU28,2013-01-01,1.28
BES,PC_GDP,EU28,2014-01-01,1.3
BES,PC_GDP,EU28,2015-01-01,1.31
BES,PC_GDP,EU28,2016-01-01,1.32
BES,PC_GDP,FI,2000-01-01,2.3
BES,PC_GDP,FI,2001-01-01,2.27
BES,PC_GDP,FI,2002-01-01,2.28
BES,PC_GDP,FI,2003-01-01,2.33
BES,PC_GDP,FI,2004-01-01,2.32
BES,PC_GDP,FI,2005-01-01,2.36
BES,PC_GDP,FI,2006-01-01,2.38
BES,PC_GDP,FI,2007-01-01,2.42
BES,PC_GDP,FI,2008-01-01,2.63
BES,PC_GDP,FI,2009-01-01,2.68
BES,PC_GDP,FI,2010-01-01,2.59
BES,PC_GDP,FI,2011-01-01,2.56
BES,PC_GDP,FI,2012-01-01,2.35
BES,PC_GDP,FI,2013-01-01,2.26
BES,PC_GDP,FI,2014-01-01,2.15
BES,PC_GDP,FI,2015-01-01,1.93
BES,PC_GDP,FI,2016-01-01,1.81
BES,PC_GDP,FR,2000-01-01,1.3
BES,PC_GDP,FR,2001-01-01,1.35
BES,PC_GDP,FR,2002-01-01,1.37
BES,PC_GDP,FR,2003-01-01,1.32
BES,PC_GDP,FR,2004-01-01,1.32
BES,PC_GDP,FR,2005-01-01,1.27
BES,PC_GDP,FR,2006-01-01,1.29
BES,PC_GDP,FR,2007-01-01,1.27
BES,PC_GDP,FR,2008-01-01,1.29
BES,PC_GDP,FR,2009-01-01,1.36
BES,PC_GDP,FR,2010-01-01,1.37
BES,PC_GDP,FR,2011-01-01,1.4
BES,PC_GDP,FR,2012-01-01,1.44
BES,PC_GDP,FR,2013-01-01,1.45
BES,PC_GDP,FR,2014-01-01,1.45
BES,PC_GDP,FR,2015-01-01,1.45
BES,PC_GDP,FR,2016-01-01,1.43
BES,PC_GDP,HR,2000-01-01,
BES,PC_GDP,HR,2001-01-01,
BES,PC_GDP,HR,2002-01-01,0.4
BES,PC_GDP,HR,2003-01-01,0.37
BES,PC_GDP,HR,2004-01-01,0.43
BES,PC_GDP,HR,2005-01-01,0.35
BES,PC_GDP,HR,2006-01-01,0.27
BES,PC_GDP,HR,2007-01-01,0.32
BES,PC_GDP,HR,2008-01-01,0.39
BES,PC_GDP,HR,2009-01-01,0.34
BES,PC_GDP,HR,2010-01-01,0.33
BES,PC_GDP,HR,2011-01-01,0.34
BES,PC_GDP,HR,2012-01-01,0.34
BES,PC_GDP,HR,2013-01-01,0.41
BES,PC_GDP,HR,2014-01-01,0.38
BES,PC_GDP,HR,2015-01-01,0.43
BES,PC_GDP,HR,2016-01-01,0.38
BES,PC_GDP,HU,2000-01-01,0.35
BES,PC_GDP,HU,2001-01-01,0.37
BES,PC_GDP,HU,2002-01-01,0.35
BES,PC_GDP,HU,2003-01-01,0.34
BES,PC_GDP,HU,2004-01-01,0.35
BES,PC_GDP,HU,2005-01-01,0.4
BES,PC_GDP,HU,2006-01-01,0.47
BES,PC_GDP,HU,2007-01-01,0.48
BES,PC_GDP,HU,2008-01-01,0.52
BES,PC_GDP,HU,2009-01-01,0.65
BES,PC_GDP,HU,2010-01-01,0.68
BES,PC_GDP,HU,2011-01-01,0.74
BES,PC_GDP,HU,2012-01-01,0.83
BES,PC_GDP,HU,2013-01-01,0.96
BES,PC_GDP,HU,2014-01-01,0.97
BES,PC_GDP,HU,2015-01-01,1.0
BES,PC_GDP,HU,2016-01-01,0.89
BES,PC_GDP,IE,2000-01-01,0.78
BES,PC_GDP,IE,2001-01-01,0.74
BES,PC_GDP,IE,2002-01-01,0.73
BES,PC_GDP,IE,2003-01-01,0.76
BES,PC_GDP,IE,2004-01-01,0.77
BES,PC_GDP,IE,2005-01-01,0.78
BES,PC_GDP,IE,2006-01-01,0.79
BES,PC_GDP,IE,2007-01-01,0.81
BES,PC_GDP,IE,2008-01-01,0.9
BES,PC_GDP,IE,2009-01-01,1.1
BES,PC_GDP,IE,2010-01-01,1.09
BES,PC_GDP,IE,2011-01-01,1.08
BES,PC_GDP,IE,2012-01-01,1.12
BES,PC_GDP,IE,2013-01-01,1.12
BES,PC_GDP,IE,2014-01-01,1.08
BES,PC_GDP,IE,2015-01-01,0.85
BES,PC_GDP,IE,2016-01-01,0.83
BES,PC_GDP,IS,2000-01-01,1.47
BES,PC_GDP,IS,2001-01-01,1.69
BES,PC_GDP,IS,2002-01-01,1.63
BES,PC_GDP,IS,2003-01-01,1.41
BES,PC_GDP,IS,2004-01-01,
BES,PC_GDP,IS,2005-01-01,1.39
BES,PC_GDP,IS,2006-01-01,1.55
BES,PC_GDP,IS,2007-01-01,1.4
BES,PC_GDP,IS,2008-01-01,1.38
BES,PC_GDP,IS,2009-01-01,1.33
BES,PC_GDP,IS,2010-01-01,1.31
BES,PC_GDP,IS,2011-01-01,1.32
BES,PC_GDP,IS,2012-01-01,
BES,PC_GDP,IS,2013-01-01,0.98
BES,PC_GDP,IS,2014-01-01,1.22
BES,PC_GDP,IS,2015-01-01,1.41
BES,PC_GDP,IS,2016-01-01,1.31
BES,PC_GDP,IT,2000-01-01,0.5
BES,PC_GDP,IT,2001-01-01,0.51
BES,PC_GDP,IT,2002-01-01,0.52
BES,PC_GDP,IT,2003-01-01,0.5
BES,PC_GDP,IT,2004-01-01,0.5
BES,PC_GDP,IT,2005-01-01,0.53
BES,PC_GDP,IT,2006-01-01,0.53
BES,PC_GDP,IT,2007-01-01,0.59
BES,PC_GDP,IT,2008-01-01,0.62
BES,PC_GDP,IT,2009-01-01,0.65
BES,PC_GDP,IT,2010-01-01,0.66
BES,PC_GDP,IT,2011-01-01,0.66
BES,PC_GDP,IT,2012-01-01,0.69
BES,PC_GDP,IT,2013-01-01,0.72
BES,PC_GDP,IT,2014-01-01,0.76
BES,PC_GDP,IT,2015-01-01,0.78
BES,PC_GDP,IT,2016-01-01,0.75
BES,PC_GDP,JP,2000-01-01,2.06
BES,PC_GDP,JP,2001-01-01,2.19
BES,PC_GDP,JP,2002-01-01,2.24
BES,PC_GDP,JP,2003-01-01,2.28
BES,PC_GDP,JP,2004-01-01,2.28
BES,PC_GDP,JP,2005-01-01,2.43
BES,PC_GDP,JP,2006-01-01,2.53
BES,PC_GDP,JP,2007-01-01,2.6
BES,PC_GDP,JP,2008-01-01,2.62
BES,PC_GDP,JP,2009-01-01,2.45
BES,PC_GDP,JP,2010-01-01,2.4
BES,PC_GDP,JP,2011-01-01,2.5
BES,PC_GDP,JP,2012-01-01,2.46
BES,PC_GDP,JP,2013-01-01,2.52
BES,PC_GDP,JP,2014-01-01,2.64
BES,PC_GDP,JP,2015-01-01,2.58
BES,PC_GDP,JP,2016-01-01,
BES,PC_GDP,KR,2000-01-01,1.61
BES,PC_GDP,KR,2001-01-01,1.78
BES,PC_GDP,KR,2002-01-01,1.7
BES,PC_GDP,KR,2003-01-01,1.79
BES,PC_GDP,KR,2004-01-01,1.94
BES,PC_GDP,KR,2005-01-01,2.02
BES,PC_GDP,KR,2006-01-01,2.19
BES,PC_GDP,KR,2007-01-01,2.29
BES,PC_GDP,KR,2008-01-01,2.35
BES,PC_GDP,KR,2009-01-01,2.45
BES,PC_GDP,KR,2010-01-01,2.59
BES,PC_GDP,KR,2011-01-01,2.87
BES,PC_GDP,KR,2012-01-01,3.14
BES,PC_GDP,KR,2013-01-01,3.26
BES,PC_GDP,KR,2014-01-01,3.35
BES,PC_GDP,KR,2015-01-01,3.28
BES,PC_GDP,KR,2016-01-01,
BES,PC_GDP,LT,2000-01-01,0.13
BES,PC_GDP,LT,2001-01-01,0.19
BES,PC_GDP,LT,2002-01-01,0.11
BES,PC_GDP,LT,2003-01-01,0.14
BES,PC_GDP,LT,2004-01-01,0.16
BES,PC_GDP,LT,2005-01-01,0.15
BES,PC_GDP,LT,2006-01-01,0.22
BES,PC_GDP,LT,2007-01-01,0.23
BES,PC_GDP,LT,2008-01-01,0.19
BES,PC_GDP,LT,2009-01-01,0.2
BES,PC_GDP,LT,2010-01-01,0.23
BES,PC_GDP,LT,2011-01-01,0.24
BES,PC_GDP,LT,2012-01-01,0.24
BES,PC_GDP,LT,2013-01-01,0.24
BES,PC_GDP,LT,2014-01-01,0.32
BES,PC_GDP,LT,2015-01-01,0.29
BES,PC_GDP,LT,2016-01-01,0.3
BES,PC_GDP,LU,2000-01-01,1.46
BES,PC_GDP,LU,2001-01-01,
BES,PC_GDP,LU,2002-01-01,
BES,PC_GDP,LU,2003-01-01,1.45
BES,PC_GDP,LU,2004-01-01,1.41
BES,PC_GDP,LU,2005-01-01,1.36
BES,PC_GDP,LU,2006-01-01,1.43
BES,PC_GDP,LU,2007-01-01,1.33
BES,PC_GDP,LU,2008-01-01,1.26
BES,PC_GDP,LU,2009-01-01,1.27
BES,PC_GDP,LU,2010-01-01,1.0
BES,PC_GDP,LU,2011-01-01,0.96
BES,PC_GDP,LU,2012-01-01,0.7
BES,PC_GDP,LU,2013-01-01,0.68
BES,PC_GDP,LU,2014-01-01,0.68
BES,PC_GDP,LU,2015-01-01,0.66
BES,PC_GDP,LU,2016-01-01,0.64
BES,PC_GDP,LV,2000-01-01,0.18
BES,PC_GDP,LV,2001-01-01,0.15
BES,PC_GDP,LV,2002-01-01,0.17
BES,PC_GDP,LV,2003-01-01,0.12
BES,PC_GDP,LV,2004-01-01,0.18
BES,PC_GDP,LV,2005-01-01,0.22
BES,PC_GDP,LV,2006-01-01,0.33
BES,PC_GDP,LV,2007-01-01,0.18
BES,PC_GDP,LV,2008-01-01,0.15
BES,PC_GDP,LV,2009-01-01,0.16
BES,PC_GDP,LV,2010-01-01,0.23
BES,PC_GDP,LV,2011-01-01,0.19
BES,PC_GDP,LV,2012-01-01,0.15
BES,PC_GDP,LV,2013-01-01,0.17
BES,PC_GDP,LV,2014-01-01,0.24
BES,PC_GDP,LV,2015-01-01,0.15
BES,PC_GDP,LV,2016-01-01,0.11
BES,PC_GDP,ME,2000-01-01,
BES,PC_GDP,ME,2001-01-01,
BES,PC_GDP,ME,2002-01-01,
BES,PC_GDP,ME,2003-01-01,
BES,PC_GDP,ME,2004-01-01,
BES,PC_GDP,ME,2005-01-01,
BES,PC_GDP,ME,2006-01-01,
BES,PC_GDP,ME,2007-01-01,
BES,PC_GDP,ME,2008-01-01,
BES,PC_GDP,ME,2009-01-01,
BES,PC_GDP,ME,2010-01-01,
BES,PC_GDP,ME,2011-01-01,0.09
BES,PC_GDP,ME,2012-01-01,
BES,PC_GDP,ME,2013-01-01,0.18
BES,PC_GDP,ME,2014-01-01,0.14
BES,PC_GDP,ME,2015-01-01,0.11
BES,PC_GDP,ME,2016-01-01,
BES,PC_GDP,MK,2000-01-01,
BES,PC_GDP,MK,2001-01-01,
BES,PC_GDP,MK,2002-01-01,
BES,PC_GDP,MK,2003-01-01,
BES,PC_GDP,MK,2004-01-01,
BES,PC_GDP,MK,2005-01-01,
BES,PC_GDP,MK,2006-01-01,
BES,PC_GDP,MK,2007-01-01,
BES,PC_GDP,MK,2008-01-01,
BES,PC_GDP,MK,2009-01-01,
BES,PC_GDP,MK,2010-01-01,
BES,PC_GDP,MK,2011-01-01,
BES,PC_GDP,MK,2012-01-01,
BES,PC_GDP,MK,2013-01-01,
BES,PC_GDP,MK,2014-01-01,
BES,PC_GDP,MK,2015-01-01,0.08
BES,PC_GDP,MK,2016-01-01,0.1
BES,PC_GDP,MT,2000-01-01,
BES,PC_GDP,MT,2001-01-01,
BES,PC_GDP,MT,2002-01-01,0.06
BES,PC_GDP,MT,2003-01-01,0.07
BES,PC_GDP,MT,2004-01-01,0.33
BES,PC_GDP,MT,2005-01-01,0.35
BES,PC_GDP,MT,2006-01-01,0.38
BES,PC_GDP,MT,2007-01-01,0.36
BES,PC_GDP,MT,2008-01-01,0.35
BES,PC_GDP,MT,2009-01-01,0.33
BES,PC_GDP,MT,2010-01-01,0.37
BES,PC_GDP,MT,2011-01-01,0.44
BES,PC_GDP,MT,2012-01-01,0.48
BES,PC_GDP,MT,2013-01-01,0.4
BES,PC_GDP,MT,2014-01-01,0.4
BES,PC_GDP,MT,2015-01-01,0.4
BES,PC_GDP,MT,2016-01-01,0.39
BES,PC_GDP,NL,2000-01-01,1.0
BES,PC_GDP,NL,2001-01-01,0.99
BES,PC_GDP,NL,2002-01-01,0.92
BES,PC_GDP,NL,2003-01-01,0.95
BES,PC_GDP,NL,2004-01-01,0.97
BES,PC_GDP,NL,2005-01-01,0.95
BES,PC_GDP,NL,2006-01-01,0.95
BES,PC_GDP,NL,2007-01-01,0.9
BES,PC_GDP,NL,2008-01-01,0.82
BES,PC_GDP,NL,2009-01-01,0.79
BES,PC_GDP,NL,2010-01-01,0.83
BES,PC_GDP,NL,2011-01-01,1.08
BES,PC_GDP,NL,2012-01-01,1.1
BES,PC_GDP,NL,2013-01-01,1.09
BES,PC_GDP,NL,2014-01-01,1.12
BES,PC_GDP,NL,2015-01-01,1.12
BES,PC_GDP,NL,2016-01-01,1.16
BES,PC_GDP,NO,2000-01-01,
BES,PC_GDP,NO,2001-01-01,0.93
BES,PC_GDP,NO,2002-01-01,0.94
BES,PC_GDP,NO,2003-01-01,0.96
BES,PC_GDP,NO,2004-01-01,0.84
BES,PC_GDP,NO,2005-01-01,0.79
BES,PC_GDP,NO,2006-01-01,0.78
BES,PC_GDP,NO,2007-01-01,0.82
BES,PC_GDP,NO,2008-01-01,0.83
BES,PC_GDP,NO,2009-01-01,0.89
BES,PC_GDP,NO,2010-01-01,0.84
BES,PC_GDP,NO,2011-01-01,0.85
BES,PC_GDP,NO,2012-01-01,0.85
BES,PC_GDP,NO,2013-01-01,0.87
BES,PC_GDP,NO,2014-01-01,0.92
BES,PC_GDP,NO,2015-01-01,1.04
BES,PC_GDP,NO,2016-01-01,1.08
BES,PC_GDP,PL,2000-01-01,0.23
BES,PC_GDP,PL,2001-01-01,0.22
BES,PC_GDP,PL,2002-01-01,0.11
BES,PC_GDP,PL,2003-01-01,0.15
BES,PC_GDP,PL,2004-01-01,0.16
BES,PC_GDP,PL,2005-01-01,0.18
BES,PC_GDP,PL,2006-01-01,0.17
BES,PC_GDP,PL,2007-01-01,0.17
BES,PC_GDP,PL,2008-01-01,0.19
BES,PC_GDP,PL,2009-01-01,0.19
BES,PC_GDP,PL,2010-01-01,0.19
BES,PC_GDP,PL,2011-01-01,0.22
BES,PC_GDP,PL,2012-01-01,0.33
BES,PC_GDP,PL,2013-01-01,0.38
BES,PC_GDP,PL,2014-01-01,0.44
BES,PC_GDP,PL,2015-01-01,0.47
BES,PC_GDP,PL,2016-01-01,0.63
BES,PC_GDP,PT,2000-01-01,0.2
BES,PC_GDP,PT,2001-01-01,0.24
BES,PC_GDP,PT,2002-01-01,0.23
BES,PC_GDP,PT,2003-01-01,0.23
BES,PC_GDP,PT,2004-01-01,0.26
BES,PC_GDP,PT,2005-01-01,0.29
BES,PC_GDP,PT,2006-01-01,0.44
BES,PC_GDP,PT,2007-01-01,0.58
BES,PC_GDP,PT,2008-01-01,0.72
BES,PC_GDP,PT,2009-01-01,0.75
BES,PC_GDP,PT,2010-01-01,0.7
BES,PC_GDP,PT,2011-01-01,0.69
BES,PC_GDP,PT,2012-01-01,0.68
BES,PC_GDP,PT,2013-01-01,0.63
BES,PC_GDP,PT,2014-01-01,0.6
BES,PC_GDP,PT,2015-01-01,0.58
BES,PC_GDP,PT,2016-01-01,0.61
BES,PC_GDP,RO,2000-01-01,0.25
BES,PC_GDP,RO,2001-01-01,0.24
BES,PC_GDP,RO,2002-01-01,0.23
BES,PC_GDP,RO,2003-01-01,0.22
BES,PC_GDP,RO,2004-01-01,0.21
BES,PC_GDP,RO,2005-01-01,0.2
BES,PC_GDP,RO,2006-01-01,0.22
BES,PC_GDP,RO,2007-01-01,0.21
BES,PC_GDP,RO,2008-01-01,0.17
BES,PC_GDP,RO,2009-01-01,0.18
BES,PC_GDP,RO,2010-01-01,0.17
BES,PC_GDP,RO,2011-01-01,0.18
BES,PC_GDP,RO,2012-01-01,0.19
BES,PC_GDP,RO,2013-01-01,0.12
BES,PC_GDP,RO,2014-01-01,0.16
BES,PC_GDP,RO,2015-01-01,0.21
BES,PC_GDP,RO,2016-01-01,0.27
BES,PC_GDP,RS,2000-01-01,
BES,PC_GDP,RS,2001-01-01,
BES,PC_GDP,RS,2002-01-01,
BES,PC_GDP,RS,2003-01-01,
BES,PC_GDP,RS,2004-01-01,
BES,PC_GDP,RS,2005-01-01,
BES,PC_GDP,RS,2006-01-01,
BES,PC_GDP,RS,2007-01-01,
BES,PC_GDP,RS,2008-01-01,
BES,PC_GDP,RS,2009-01-01,0.12
BES,PC_GDP,RS,2010-01-01,0.09
